wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_mse_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
dmey,1,antireflect,0.31450838155295546,62.655935212049975,8391982.13645403,0.5298507462686567,108.73237629754034,207,smoothed,0.43189007407977165,,6.756038203905942,162628.9657425823,0.9959470143143786,0.00011771547576117273,0.9999973347173583,435.1747887353785,,,,[],[],13,390.867689514505,18.307079066652307,761.9446662306678,"[6, 19, 41, 51, 67, 77, 91, 103, 131, 151, 162, 177, 197]","[18.307079066652307, 546.4497055306618, 236.36451996205932, 477.34984943100346, 190.81270288587103, 434.84138056464275, 761.9446662306678, 523.6082870179415, 567.700119303664, 243.88989848235087, 234.39139720157004, 659.8927281758172, 185.72762983566315]","[1, 1, 31, 31, 64, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 72, 81, 205, 118, 143, 157, 164, 205, 205]",42932368.07825674,761.9163671752418,-761.9163671752418,0.0,,,,DWT,mdp.39015067403868,49343.51825674623,,0.0,28.5,10.0,0.0,37.5,,0.5163671752418395,114.45029821015714,1276.3200363114365,114.45029821015717,,0.0,114.45029821015714,,,13.707079066652305,0.0,42.0,0.5446662306678718,0.5163671752418395,,0.5747887353784904,1.0,1.0,0.0,0.6798226831673465,0.6407716529460498,0.1302015563209583,0.8052363414458099,1.0,0.04752275377736925,0.04752275377736925,0.0475227537769628,,1.0,0.0005449283405546401,0.32181303627808155,,,,,0.0,,1.0,0.2702702702702703,1.0,1.0,1.0,1.0,2.2309764877358558,1.0,1,1.9344723271634052,0.9650869973781042,5,0,0.5525140354443294,1.0,1,0,0.6080046048400236,1.0,1,2.0,0.9979035639412998,2.0,1.25,0.9979035639412998,1,dmey,157.44444444444446,189.0,93.20288502926171,9,0.2868848965326173,0.2975558022695334,0.7099138317463078,1,1.0
dmey,1,antisymmetric,0.30412407778257305,62.80174939958379,8360406.145114878,0.5335820895522388,102.67141800773373,207,smoothed,0.4255485484374532,,6.746687942572336,160348.53961067775,0.9960070551427381,0.00011775590815089779,0.9999973987015113,435.17367549098924,,,,[],[],13,390.8638567588163,18.28810455531027,761.9097852655183,"[6, 19, 41, 51, 67, 77, 91, 103, 131, 151, 162, 177, 197]","[18.28810455531027, 546.4466913038774, 236.3645199612331, 477.34984900286065, 190.81270288587103, 434.84138056464275, 761.9097852655183, 523.6082870179415, 567.700119303664, 243.88989848234945, 234.3913972016225, 659.89272733534, 185.73467498438225]","[0, 0, 31, 31, 64, 72, 0, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 72, 81, 206, 118, 143, 157, 164, 206, 206]",42930998.984450184,761.9163671752418,-761.9163671752418,0.0,,,,DWT,mdp.39015067403868,47974.424450188875,,0.0,28.5,10.0,0.0,37.5,,0.5163671752418395,114.44646545446847,1276.3698621353888,114.44646545446857,,0.0,114.44646545446847,,,13.688104555310268,0.0,28.5,0.5097852655183033,0.5163671752418395,,0.573675490989217,0.9853168062363307,0.9669824259719008,0.0005567221814047896,0.6660520220385895,0.6295300528309525,0.18306863120295952,0.7914797018060349,0.880550855082932,0.04729241635254999,0.04729241635254999,0.04729241635214765,,0.9980632111926475,0.0007930780388095693,0.3012038105338523,,,,,0.0,,0.9722538267451131,0.2702702702702703,0.2702702702702703,1.0,1.0,1.0,2.096939448551319,0.9399200126395925,2,1.913728901401251,0.9547383300939937,7,0,0.48823446937079606,0.8836598494337976,2,0,0.6032837660383105,0.9922355213034032,2,2.5,0.9973794549266247,3.25,2.4347826086956523,0.9969863731656184,2,dmey,157.44444444444446,189.0,93.20288502926171,9,0.2868848965326173,0.2975558022695334,0.7099138317463078,1,1.75
db31,1,antisymmetric,1.8437668656428213e-26,314.9751973895806,8234841.141601787,0.5373134328358209,111.5205658078865,207,smoothed,9.65582954441141e-14,-2.0731161232134833e-10,6.732669251609641,154588.34492903954,0.9954349724933842,0.00011826130089415451,1.0,434.5999999999999,,,,[],[],12,406.7166666666667,18.200000000000045,761.4000000000001,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000045, 545.4000000000001, 235.8, 476.2000000000001, 433.8000000000002, 761.4000000000001, 522.7999999999998, 566.1999999999999, 243.60000000000014, 233.79999999999995, 658.4000000000001, 184.99999999999994]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.559999995,761.4000000000001,-761.4000000000001,0.0,,,,DWT,mdp.39015067403868,0.0,,0.0,37.0,11.0,0.0,37.0,,1.1368683772161603e-13,130.29927536231884,1477.000000000001,130.29927536231887,,0.0,130.29927536231884,,,13.600000000000044,0.0,37.0,1.1368683772161603e-13,1.1368683772161603e-13,,1.1368683772161603e-13,1.671421206396464e-13,5.219028591108399e-26,0.9633611956814887,0.6454058993444342,0.5848267355927476,0.23593570608495912,0.756731405695227,0.325911338660219,0.9999999998570456,0.9999999998570456,0.999999999857049,,1.9778891047117482e-13,0.9999999997281337,6.717124060947382e-14,,,,,1.0,,0.0,0.7297297297297298,0.7297297297297298,2.201666627402701e-13,2.201666627402701e-13,0.0,2.043719347279641,0.9160649421965643,51,1.5901998795896088,0.7933332544872965,31,0,0.4846693426728328,0.8772072953460156,50,0,0.455180134628432,0.7486458671611503,31,11.265729744080792,0.9881910589684688,40.75,38.41574535293403,0.972738087136226,3,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,3.0
db34,1,reflect,1.9722798396293287e-26,314.6825720951149,8603917.469877033,0.5328467153284672,113.47940524666865,207,smoothed,1.0086242093813192e-13,-2.0684536305992679e-10,6.78221150624541,31384.02198932387,0.9776793152777313,0.0001182613008941546,1.0,434.6000000000001,,,,[],[],12,406.71666666666675,18.20000000000016,761.3999999999995,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.20000000000016, 545.4000000000002, 235.8, 476.19999999999993, 433.80000000000035, 761.3999999999995, 522.8, 566.1999999999998, 243.60000000000014, 233.80000000000007, 658.4000000000003, 184.99999999999983]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.559999995,761.3999999999995,-761.3999999999995,0.0,,,,DWT,mdp.39015067403868,0.0,,0.0,37.0,11.0,0.0,37.0,,4.547473508864641e-13,130.2992753623189,1477.0,130.29927536231892,,0.0,130.2992753623189,,,13.600000000000158,0.0,37.0,4.547473508864641e-13,4.547473508864641e-13,,5.684341886080802e-14,1.7710790997432575e-13,5.627644009724418e-26,0.9622439450557129,0.718369592636274,0.7162243043928792,0.17264957264957223,0.013503002445619451,0.3259113386609347,0.9999999998570489,0.9999999998570489,0.9999999998570525,,9.889445523558741e-14,0.9999999997281291,2.686849624378953e-13,,,,,1.0,,0.0,0.7297297297297298,0.7297297297297298,8.806666509610804e-13,8.806666509610804e-13,0.0,2.0437193472801725,0.9160649421968027,9,1.3691043455861343,0.6830311209034037,83,0,0.484669342672986,0.8772072953462928,9,0,0.3689986310257479,0.6069010466176284,93,45.79301256742124,0.9519989386085731,48.5,16.324991187874517,0.9505801820925466,4,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,3.75
db20,1,antisymmetric,1.218544294081503e-26,316.77384424545886,7672376.17376141,0.5365853658536586,100.33200415316625,207,smoothed,7.56324686186189e-14,-2.052918723904898e-10,6.588502217771661,121492.33025244954,0.9948173186933827,0.00011826130089415463,1.0,434.6,,,,[],[],12,406.71666666666675,18.19999999999999,761.3999999999999,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.19999999999999, 545.4000000000001, 235.8, 476.2000000000003, 433.8000000000001, 761.3999999999999, 522.8, 566.2000000000003, 243.5999999999998, 233.80000000000024, 658.4000000000002, 185.0000000000001]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.55999999,761.3999999999999,-761.3999999999999,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,37.0,11.0,0.0,37.0,,1.1368683772161603e-13,130.2992753623189,1477.0,130.29927536231892,,0.0,130.2992753623189,,,13.599999999999987,0.0,37.0,1.1368683772161603e-13,1.1368683772161603e-13,,0.0,1.186903777509425e-13,3.2310924716506533e-26,0.9702284739492432,0.4330829173347691,0.38457945976542146,0.22562017927871567,0.5570801470779185,0.32591133865986116,0.9999999998570489,0.9999999998570489,0.9999999998570525,,0.0,0.9999999997281291,6.717124060947382e-14,,,,,1.0,,1.5099410946249636e-13,0.7297297297297298,0.7297297297297298,2.201666627402701e-13,2.201666627402701e-13,0.0,2.0437193472795108,0.916064942196506,79,1.3040484034623305,0.6505754258984877,103,0,0.48466934267280426,0.877207295345964,78,0,0.36722731105802664,0.6039877134724175,95,12.284814474246922,0.9871228359808732,88.75,87.50094056534054,0.9470467429380257,5,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,4.5
coif6,1,antisymmetric,1.4074193170482238e-26,316.1480223746535,7700773.619976663,0.5371900826446281,101.54505257202963,207,smoothed,8.811416438145779e-14,-2.1614943168657445e-10,6.574966563353073,120883.10152368365,0.9947261032630218,0.00011826130089415463,0.9999999999999999,434.59999999999997,,,,[],[],12,406.7166666666667,18.20000000000016,761.3999999999999,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.20000000000016, 545.4000000000002, 235.80000000000018, 476.20000000000005, 433.79999999999984, 761.3999999999999, 522.8000000000002, 566.2000000000003, 243.5999999999999, 233.79999999999984, 658.4000000000001, 185.0]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.559999995,761.3999999999999,-761.3999999999999,0.0,,,,DWT,mdp.39015067403868,0.0,,0.0,37.0,11.0,0.0,37.0,,1.1368683772161603e-13,130.29927536231884,1477.000000000001,130.2992753623189,,0.0,130.29927536231884,,,13.600000000000158,0.0,37.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,1.4759054590005854e-13,3.8316329788196775e-26,0.9678390705381058,0.4131481900042707,0.3946894427335897,0.23418803418803336,0.5534049830537147,0.3259113386609347,0.9999999998570456,0.9999999998570456,0.9999999998570507,,9.889445523558741e-14,0.9999999997281337,6.717124060947382e-14,,,,,1.0,,0.0,0.7297297297297298,0.7297297297297298,2.201666627402701e-13,2.201666627402701e-13,0.0,2.0437193472798065,0.9160649421966386,38,1.2996594655885372,0.648385832997715,105,0,0.484669342672877,0.8772072953460955,31,0,0.3661813886454089,0.602267459375176,96,38.38836629327519,0.9597606223340931,67.5,50.94611379623254,0.9445029526764805,6,coif,521.0196078431372,632.0,313.2282560729104,153,0.9493676122709169,1.0,0.035442671410358145,7,6.25
db34,1,periodic,1.9597988310863075e-26,314.7101425065787,8350001.47488929,0.5328467153284672,109.60614721301066,207,smoothed,9.906568319296568e-14,-2.0691928170890633e-10,6.791549263292327,30394.364954333938,0.9772712753835044,0.00011826130089415463,1.0,434.6000000000001,,,,[],[],12,406.7166666666667,18.200000000000102,761.3999999999995,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.200000000000102, 545.4000000000001, 235.79999999999984, 476.2000000000003, 433.80000000000035, 761.3999999999995, 522.8, 566.1999999999998, 243.59999999999997, 233.79999999999995, 658.4000000000003, 184.99999999999966]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.559999995,761.3999999999995,-761.3999999999995,0.0,,,,DWT,mdp.39015067403868,0.0,,0.0,37.0,11.0,0.0,37.0,,4.547473508864641e-13,130.29927536231884,1477.000000000001,130.29927536231887,,0.0,130.29927536231884,,,13.600000000000101,0.0,37.0,4.547473508864641e-13,4.547473508864641e-13,,5.684341886080802e-14,1.7294773623336943e-13,5.587959825533861e-26,0.9623492095699,0.7321218379915563,0.6258258099221797,0.17264957264957223,0.007532909835799177,0.32591133866057687,0.9999999998570456,0.9999999998570456,0.999999999857049,,9.889445523558741e-14,0.9999999997281337,2.686849624378953e-13,,,,,1.0,,0.0,0.7297297297297298,0.7297297297297298,8.806666509610804e-13,8.806666509610804e-13,0.0,2.043719347280064,0.916064942196754,15,1.3284563426930085,0.6627522787040604,94,0,0.4846693426729601,0.877207295346246,10,0,0.3572113342813115,0.5875141922244157,104,50.14894482106943,0.9474329718856714,55.75,21.39948923750456,0.9444974083747015,7,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,6.0
db17,1,antisymmetric,9.662124614959097e-27,317.78153110560066,7620007.966824195,0.5333333333333333,103.18186388855234,207,smoothed,7.138465878527049e-14,-1.9769030856764418e-10,6.559151269891236,115452.87916975067,0.9941842305991713,0.00011826130089415466,1.0,434.6,,,,[],[],12,406.71666666666664,18.19999999999999,761.4,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.19999999999999, 545.4000000000001, 235.8, 476.20000000000016, 433.80000000000007, 761.4, 522.8000000000001, 566.1999999999999, 243.59999999999968, 233.79999999999978, 658.4000000000001, 184.99999999999983]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.55999999,761.4,-761.4,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,37.0,11.0,0.0,37.0,,0.0,130.29927536231878,1477.0000000000018,130.2992753623188,,0.0,130.29927536231878,,,13.599999999999987,0.0,37.0,0.0,0.0,,0.0,1.0885498192157673e-13,2.4287868817657402e-26,0.9740758473526091,0.38985610873034393,0.36593547057725423,0.1795441595441588,0.520647240524025,0.32591133865986116,0.9999999998570421,0.9999999998570421,0.9999999998570456,,0.0,0.9999999997281382,0.0,,,,,1.0,,1.5099410946249636e-13,0.7297297297297298,0.7297297297297298,0.0,0.0,0.0,2.0437193472793878,0.9160649421964508,101,1.2424178580926704,0.6198286237124898,119,0,0.4846693426727672,0.8772072953458968,105,0,0.3471512609612143,0.5709681443162026,117,8.850612031567836,0.9907226288977277,110.5,109.9651232806012,0.9374472683272705,8,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,6.75
db16,1,antisymmetric,1.2008189325241892e-26,316.8374821843137,7554447.150440652,0.5378151260504201,107.71468313006179,207,smoothed,7.472283661390186e-14,-2.1364690017122737e-10,6.545123430818643,110712.87085722196,0.9937501787052527,0.00011826130089415455,0.9999999999999999,434.6000000000001,,,,[],[],12,406.71666666666675,18.19999999999999,761.4000000000001,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.19999999999999, 545.4000000000001, 235.7999999999999, 476.2000000000004, 433.79999999999995, 761.4000000000001, 522.8, 566.2, 243.6000000000002, 233.79999999999995, 658.4000000000004, 184.99999999999994]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.56,761.4000000000001,-761.4000000000001,0.0,,,,DWT,mdp.39015067403868,7.450580596923828e-09,,0.0,37.0,11.0,0.0,37.0,,1.1368683772161603e-13,130.2992753623189,1477.0,130.2992753623189,,0.0,130.2992753623189,,,13.599999999999987,0.0,37.0,1.1368683772161603e-13,1.1368683772161603e-13,,5.684341886080802e-14,1.1658421217940153e-13,3.174733523536804e-26,0.9704714451767937,0.3691965130949648,0.3425946838039421,0.24304388422035383,0.4920532048160867,0.32591133865986116,0.9999999998570489,0.9999999998570489,0.9999999998570507,,9.889445523558741e-14,0.9999999997281291,6.717124060947382e-14,,,,,1.0,,1.5099410946249636e-13,0.7297297297297298,0.7297297297297298,2.201666627402701e-13,2.201666627402701e-13,0.0,2.0437193472795596,0.9160649421965279,71,1.232217301170141,0.6147396778983185,125,0,0.48466934267281125,0.8772072953459766,73,0,0.34533710444460824,0.5679843568544556,119,28.982753492378876,0.9696197552490787,97.0,90.52538973749006,0.9339713032010593,9,db,404.99122807017545,325.5,283.61669733616094,342,0.7379483408989196,0.9054633221536157,0.21179716472467155,3,7.5
coif5,1,antireflect,9.027244023146081e-27,318.07670562553074,7530551.274753556,0.5338983050847458,107.94565597143917,207,smoothed,6.704674389485096e-14,-2.0800856592728697e-10,6.545034281688983,109934.36254113904,0.9940425153604654,0.00011826130089415468,1.0,434.6000000000002,,,,[],[],12,406.71666666666675,18.19999999999999,761.4000000000001,"[6, 19, 41, 51, 76, 91, 103, 131, 151, 162, 177, 197]","[18.19999999999999, 545.4000000000002, 235.80000000000007, 476.20000000000005, 433.8000000000002, 761.4000000000001, 522.8000000000001, 566.2000000000002, 243.5999999999998, 233.79999999999995, 658.4000000000002, 184.99999999999994]","[1, 1, 31, 31, 72, 1, 97, 118, 143, 143, 118, 188]","[7, 81, 44, 81, 81, 204, 118, 143, 157, 164, 204, 204]",42883024.559999995,761.4000000000001,-761.4000000000001,0.0,,,,DWT,mdp.39015067403868,0.0,,0.0,37.0,11.0,0.0,37.0,,1.1368683772161603e-13,130.2992753623189,1477.0,130.2992753623189,,0.0,130.2992753623189,,,13.599999999999987,0.0,37.0,1.1368683772161603e-13,1.1368683772161603e-13,,1.7053025658242404e-13,9.881095648370906e-14,2.2269224390192063e-26,0.9752028309843798,0.3690652181064421,0.33408733795408035,0.18754889178617956,0.4873568639826408,0.32591133865986116,0.9999999998570489,0.9999999998570489,0.9999999998570507,,2.966833657067622e-13,0.9999999997281291,6.717124060947382e-14,,,,,1.0,,0.0,0.7297297297297298,0.7297297297297298,2.201666627402701e-13,2.201666627402701e-13,0.0,2.043719347279583,0.9160649421965384,60,1.2066602789284468,0.6019895601991272,134,0,0.4846693426728146,0.8772072953459826,63,0,0.33618016325911737,0.5529237123912443,129,40.48456495999432,0.9575633490985385,96.5,83.7620780958864,0.9282051546331267,10,coif,521.0196078431372,632.0,313.2282560729104,153,0.9493676122709169,1.0,0.035442671410358145,7,9.25
