signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
raw,morl,2487732465.1578574,0.6625775997143933,546.1338632171623,-29.331922721697644,794,127,32347.722206436578,,False,15.391486915227652,377844.43716508505,0.028586226848951544,1.835170614862961e-08,0.5146712906392102,5406.361630311869,,,,[],[],13,97577.20077325348,55857.16773345388,143514.84736466757,"[19, 92, 143, 211, 284, 337, 394, 439, 482, 552, 649, 717, 775]","[93815.15508530708, 55857.16773345388, 81038.22099869113, 125540.07032829628, 66487.62949546578, 113050.66850053417, 96050.78407908541, 134519.8747758773, 67446.43216396545, 123452.74311351676, 87522.62433002952, 80207.39208340496, 143514.84736466757]","[0, 58, 108, 108, 241, 241, 354, 241, 463, 514, 626, 683, 241]","[241, 108, 165, 241, 297, 354, 410, 683, 514, 683, 683, 736, 793]",1298320345955.0356,128865.86583111245,-128865.86583111245,0.0,,,,CWT,mdp.39015056038410,1298030171340.0356,,0.0,-99.0,97.0,0.0,-90.0,,127492.86583111245,96925.50077325349,1196816.6100522953,96925.50077325349,,0.0,96925.50077325349,,,55837.16773345388,0.0,-94.5,142142.84736466757,127492.86583111245,,4927.861630311869,0.0,0.9999999999999998,0.9999999999999999,0.0,0.9999999999999999,1.0000000000000002,0.0,,1.0,0.9999999999999998,0.9999999999999998,1.0,,0.054800142676763065,0.9999999999999999,0.32612979177354195,,,,,0.5,,0.0,0.09090909090909088,1.0,0.0,0.0,0.4393939393939394,2.2874346641948495,1.0,1,1.9,1.0,1,0,0.529373783196667,1.0,1,0,0.5714285714285715,1.0,1,0.0,1.0,1.0,1.0,0.95,1,morl,0.16326530612244897,,,3,1.5,0.00907820312649757,1.0,1.0,0.018293280013350295,1.0,0.7916107314683242,0.02079831732486464,,1.0000000000000002,1.0,1.0,1.0,,0.05436186150766041,0.9491163614130802,0.34370960140555123,,,,,0.9130434782608696,,0.0027202612896431375,0.032786885245901676,0.3278688524590164,0.01987051738395673,0.01987051738395673,0.27358490566037735,2.338902195968466,1.0,1,1.8368337204618996,1.0,1,0.0,1.0,1.0,1.0,0.975,1,2.0,2.0,1.4142135623730951,2,0.1711229946524064,0.24962648977159857,0.8053259568118359,1,1.0,1
raw,gaus8,2619444492.914527,0.6521648584858882,534.9324870973285,-30.090947313374535,794,127,33632.84318590254,,False,15.386244337164511,395196.3045336553,0.02649107098283261,2.0450263429739352e-07,0.4409341036165714,5257.235029906738,,,,[],[],14,88802.03070700726,26451.720622082932,154523.60362500997,"[22, 91, 143, 212, 274, 336, 393, 438, 484, 551, 590, 649, 718, 774]","[105981.10225563784, 26451.720622082932, 67708.95731403488, 128631.26900481411, 58381.83815357763, 110124.5732170016, 87069.03301245478, 110602.76205084933, 63453.11729506381, 141669.15773110808, 55102.97145208536, 74243.53926868731, 59284.78489569377, 154523.60362500997]","[0, 58, 109, 109, 242, 242, 355, 242, 462, 242, 572, 627, 684, 242]","[242, 109, 165, 242, 297, 409, 409, 514, 514, 684, 684, 684, 737, 793]",1544506144264.5283,144068.86297245877,-144068.86297245877,0.0,,,,CWT,mdp.39015056038410,1544215969649.5283,,0.0,-94.0,96.0,0.0,-89.5,,142695.86297245877,88150.33070700726,1171541.4298981016,88150.33070700725,,0.0,88150.33070700726,,,26431.720622082932,0.0,-98.5,153151.60362500997,142695.86297245877,,4778.735029906738,0.021906362915699598,0.9287118366936395,0.9939365236895054,0.013390322587704485,0.798464491362764,0.8642287744307181,0.012424346730367245,,0.3964464291025457,0.8085512254093002,0.8085512254093002,0.8085512254092999,,0.05296343897449984,0.963858835506179,0.43961672961331144,,,,,0.25,,0.018106190364874306,0.5454545454545454,0.6,0.05120357551871234,0.05120357551871234,0.45454545454545453,1.9098386044905964,0.8349259694212239,2,1.7375094790390384,0.9144786731784413,2,0,0.446360889344767,0.8431866169294977,2,0,0.5190089512014856,0.9082656646025997,2,0.0,1.0,2.0,2.0,0.9,2,gaus,1.0,1.0,0.0,1,1.75,0.03069353955200385,0.9425156498934679,0.9940470607643154,0.03143864968048881,0.7984644913627641,0.684132772283074,0.03296425854937956,,0.40289271637910395,0.8182443450842851,0.8182443450842851,0.8182443450842849,,0.05253984741397487,0.9148141908714733,0.45423591160725724,,,,,0.8695652173913044,,0.020680533761682406,0.1967213114754099,0.19672131147540983,0.07005665136520378,0.07005665136520378,0.2830188679245283,2.0502197506993727,0.8765735284841362,3,1.693684915902171,0.9220676303112882,3,0.0,1.0,3.0,3.0,0.925,2,11.6875,12.0,5.66531846707079,16,1.0,1.0,0.0,3,2.25,2
raw,gaus6,2643704304.9774747,0.6531565481266983,521.9438249089611,-30.592462739534476,794,127,35869.91803115791,,False,15.368893907577188,394829.49314035167,0.02395840379306195,2.3879472774174525e-07,0.38791561354110865,8304.482524037756,,,,[],[],14,83024.72537114192,17227.487904231675,158057.20066735026,"[42, 91, 142, 212, 274, 336, 393, 438, 484, 551, 590, 663, 718, 774]","[116122.16763703762, 17227.487904231675, 61821.09766589211, 111779.58446911356, 53085.73106728968, 108776.1856763411, 76540.61232562114, 92398.85143558048, 61846.018160130894, 144233.00201379997, 44472.53035201389, 66812.6109405986, 49173.07488098575, 158057.20066735026]","[0, 82, 109, 165, 241, 241, 355, 409, 462, 241, 572, 626, 626, 241]","[241, 165, 165, 241, 297, 409, 409, 514, 514, 626, 626, 682, 737, 793]",1732651656038.4092,152331.96724374275,-152331.96724374275,0.0,,,,CWT,mdp.39015056038410,1732361481423.4092,,0.0,-94.0,96.0,0.0,-85.0,,150958.96724374275,82373.02537114192,1090659.1551959869,82373.0253711419,,0.0,82373.02537114192,,,17207.487904231675,0.0,-98.5,156685.20066735026,150958.96724374275,,7825.982524037756,0.06003987268853951,0.8816091288330647,0.9738693129560526,0.01585666309565028,0.8176583493282166,0.7666065885834557,0.012161701111987968,,0.207116929212187,0.6825071694379872,0.6825071694379872,0.6825071694379868,,0.09049457519686252,0.8482046808449499,0.4760438334941992,,,,,0.25,,0.03194370039131369,0.5454545454545454,0.6,0.07903364610545296,0.07903364610545296,0.5909090909090909,1.7640756573909613,0.7712026424203444,4,1.6804110827417162,0.8844268856535349,3,0,0.4175540111448584,0.7887697207508545,4,0,0.5039716595138526,0.8819504041492419,3,0.5773502691896257,0.9422649730810374,3.5,3.428571428571429,0.7961324865405187,3,gaus,1.0,1.0,0.0,1,2.5,0.0683204448487539,0.9045336284183626,0.9743456749571067,0.03385987273091449,0.8176583493282167,0.6068540023369859,0.032707075517915324,,0.21558536067787745,0.6985819445791009,0.6985819445791009,0.6985819445791006,,0.08977081671235138,0.805044940417102,0.4897127114921324,,,,,0.8695652173913044,,0.03440652721481441,0.1967213114754099,0.19672131147540983,0.09733372405055384,0.09733372405055384,0.3679245283018868,1.9025556007749562,0.8134395718018331,5,1.6502068552229014,0.8983975178808956,4,0.7071067811865476,0.9646446609406726,4.5,4.444444444444445,0.8698223304703363,4,11.6875,12.0,5.66531846707079,16,1.0,1.0,0.0,3,3.75,3
raw,gaus4,2777483934.5200686,0.6409290148555108,480.91777385174254,-31.499776445859705,794,127,39130.28057666033,,False,15.28495429195442,400244.7173250769,0.020595084829494067,2.8719128295428787e-07,0.31381110657266514,10554.51870039821,,,,[],[],14,75869.37233580498,13414.822282188448,160989.75623266122,"[42, 90, 133, 212, 274, 336, 394, 439, 484, 551, 590, 663, 718, 774]","[137274.81691378172, 13414.822282188448, 40910.38984061162, 91866.29590475414, 47781.31135575622, 100601.67842538378, 67374.66858335932, 79160.46525775723, 53898.14108590534, 143096.85664336733, 35719.38356155099, 48305.49951262238, 41777.1271015699, 160989.75623266122]","[0, 82, 109, 164, 241, 241, 355, 409, 463, 241, 574, 626, 241, 241]","[241, 241, 164, 241, 296, 409, 409, 463, 514, 626, 626, 681, 737, 793]",2134336346223.5952,160520.7627602224,-160520.7627602224,0.0,,,,CWT,mdp.39015056038410,2134046171608.5952,,0.0,-94.0,96.0,0.0,-80.5,,159147.7627602224,75217.67233580498,990484.2127012697,75217.67233580496,,0.0,75217.67233580498,,,13394.822282188448,0.0,-98.5,159617.75623266122,159147.7627602224,,10076.01870039821,0.11561649644594658,0.7963935398048955,0.876786186160283,0.029457185582088312,0.5809980806142032,0.6301590220628619,0.016039129486962962,,0.12886108966971294,0.5263981071591408,0.5263981071591408,0.5263981071591404,,0.11820693344898074,0.7049637997602736,0.5062749280231069,,,,,0.25,,0.06148634467498315,0.5454545454545454,0.6,0.10661344538694038,0.10661344538694038,0.7272727272727273,1.610528004452589,0.7040760681221363,7,1.4565212515535182,0.7665901323965886,4,0,0.388210112896831,0.733338380591106,6,0,0.4350642343081775,0.7613624100393105,5,1.2909944487358056,0.8709005551264195,5.5,5.266457680250784,0.6604502775632097,4,gaus,1.0,1.0,0.0,1,3.25,0.12315873199541663,0.8358186759349031,0.879032371988442,0.04721159705118024,0.5809980806142033,0.4988406443965458,0.03650385990714315,,0.13816533695537925,0.5503767397485645,0.5503767397485645,0.5503767397485642,,0.11726153676828877,0.6690926765564102,0.5191551424471091,,,,,0.8695652173913044,,0.06371108715739514,0.1967213114754099,0.19672131147540983,0.12436549845097243,0.12436549845097243,0.4528301886792453,1.748881474692765,0.7477360437333755,11,1.448097843646535,0.7883663216300215,8,2.1213203435596424,0.8939339828220179,9.5,9.263157894736842,0.709466991411009,6,11.6875,12.0,5.66531846707079,16,1.0,1.0,0.0,3,5.25,4
raw,mexh,6998312077.901371,0.6109105694281918,752.8624504931361,-36.86931257955743,794,127,79414.04567788097,,False,15.325221047971153,501902.16666044947,0.013169610552660794,2.7060997368065222e-08,0.15388571760442254,82149.5190880668,,,,[],[],15,54241.000726420505,7136.642283415524,208883.36478775012,"[44, 92, 131, 182, 226, 273, 337, 394, 439, 503, 552, 611, 669, 717, 762]","[22082.50929623682, 208883.36478775012, 22561.493138197926, 31937.765854309604, 7136.642283415524, 51089.5967567707, 27128.231234613144, 46222.99905782092, 39810.40888470069, 27412.75025310146, 54635.94422367539, 35914.02937624742, 26827.98908030936, 187869.55795835092, 24101.72871080748]","[0, 0, 113, 169, 225, 243, 295, 354, 354, 354, 354, 571, 354, 354, 740]","[54, 354, 354, 354, 354, 354, 354, 410, 461, 513, 626, 626, 681, 793, 793]",7343047228955.809,182450.90344660537,-182450.90344660537,0.0,,,,CWT,mdp.39015056038410,7342757054340.809,,0.0,-89.0,95.0,0.0,-75.5,,181077.90344660537,53589.30072642051,741928.0108963075,53589.30072642049,,0.0,53589.30072642051,,,7116.642283415524,0.0,-98.0,207511.36478775012,181077.90344660537,,81671.0190880668,0.8022995340887144,0.29208264793672634,0.9233580289191917,0.458561887633686,0.0,0.33569069561048415,0.08882826344237543,,0.0,0.05452973198812572,0.05452973198812572,0.054529731988125274,,1.0,0.3495514734943416,1.0000000000000002,,,,,0.0,,0.44457063079525794,1.0,0.65,0.18047398777416054,0.18047398777416054,0.8787878787878788,1.8590849818013528,0.8127379596460427,3,1.276706990886233,0.6719510478348595,7,0,0.4176747967564413,0.7889978877198599,3,0,0.4144030082330255,0.7252052644077945,6,2.0615528128088303,0.793844718719117,4.75,4.097560975609756,0.6594223593595585,5,mexh,0.8163265306122449,,,2,4.25,0.8007191710995999,0.42915952627911635,0.9247552108091041,0.4684665666331028,0.0,0.26573635709932586,0.10777910235674887,,0.01068055527692896,0.10239922854965783,0.10239922854965783,0.10239922854965744,,0.9920021892700565,0.33176502264953034,1.0,,,,,0.8260869565217392,,0.4437080948009491,0.36065573770491804,0.21311475409836073,0.1967583936466989,0.1967583936466989,0.5471698113207547,2.0550502771498924,0.8786388249547821,2,1.3437285396008831,0.7315460973043234,11,6.363961030678928,0.6818019484660536,6.5,3.3846153846153846,0.6784009742330268,7,9.5,9.5,3.5355339059327378,2,0.8128342245989305,0.6240662244289964,0.2437961754520497,2,5.75,5
raw,gaus7,2616216612.6692553,0.638965469366707,517.6139471727273,-30.412984119489032,794,127,34555.86450518215,,False,15.3887155548025,399212.7303448765,0.025356762525446344,1.827941719641575e-07,-0.028427489779560017,0.0,,,,[],[],14,86796.64551498413,9528.418566088745,158933.75078445786,"[48, 99, 148, 231, 290, 345, 401, 455, 507, 563, 619, 672, 730, 788]","[143910.56686114657, 56427.100405210775, 50345.93959904292, 141513.7858440855, 55520.084188026936, 158933.75078445786, 76686.36107534704, 118029.65321639841, 57944.981613933705, 141776.71489755885, 65854.9037260869, 65251.01395071609, 73429.7624816775, 9528.418566088745]","[2, 65, 121, 2, 254, 2, 382, 424, 473, 525, 581, 640, 693, 2]","[174, 174, 174, 254, 307, 693, 424, 525, 525, 693, 693, 693, 748, 793]",1644679121817.6387,165813.19314533583,-165813.19314533583,0.0,,,,CWT,mdp.39015056038410,1644388947202.6387,,0.0,-98.5,96.0,0.0,-103.0,,164440.19314533583,86144.94551498414,1143466.0372097779,86144.94551498412,,0.0,86144.94551498414,,,9508.418566088745,0.0,-98.5,157561.75078445786,164440.19314533583,,478.5,0.0376403212917193,0.8984658964741933,0.9967946918322694,0.013062164571349918,0.5429942418426097,0.0,0.015300202442922769,,0.049091758772715335,0.764799533453842,0.764799533453842,0.7647995334538418,,0.0,0.923713626681269,0.4850800030942099,,,,,0.25,,0.025473597475469446,0.13636363636363635,0.6,0.12443830954906608,0.12443830954906608,0.04545454545454547,1.6526833179126457,0.7225051468276017,6,1.2786178401880546,0.672956757993713,6,0,0.36131802766439325,0.6825385750736366,7,0,0.3577510740650092,0.626064379613766,8,0.9574271077563381,0.9042572892243662,6.75,6.653465346534654,0.6146286446121831,6,gaus,1.0,1.0,0.0,1,4.75,0.04621847196142919,0.9181263524808808,0.9968531245481873,0.031116494750616043,0.5429942418426098,0.0,0.035780301302244834,,0.05924798680643065,0.776707816882233,0.776707816882233,0.7767078168822328,,0.0,0.8767117163434064,0.4985131470599341,,,,,0.8695652173913044,,0.02798856689577714,0.049180327868852514,0.19672131147540983,0.14183617333989795,0.14183617333989795,0.028301886792452824,1.8532292439708948,0.7923500380500224,7,1.3102359799843009,0.7133122423595437,12,3.5355339059327378,0.8232233047033631,9.5,8.842105263157896,0.6741116523516816,8,11.6875,12.0,5.66531846707079,16,1.0,1.0,0.0,3,6.75,6
raw,gaus2,3989319058.8749847,0.620936551696781,557.2088401567285,-34.17994460891885,794,127,54377.45356009545,,False,15.261953261526163,411543.2182610745,0.01603460459645288,3.397223238116891e-07,0.22931327875885182,33655.82469623063,,,,[],[],14,67339.01620201748,13132.881739263554,173648.38767549075,"[44, 91, 133, 186, 274, 336, 394, 439, 501, 551, 591, 669, 718, 761]","[173648.38767549075, 13132.881739263554, 27520.659007489252, 56797.37518087216, 82594.81297459385, 45077.27961021001, 58892.02840116817, 60349.875738115516, 38336.99078319757, 107355.60352215751, 32343.102023711876, 35189.41826852656, 43786.13648800565, 167721.6754154422]","[0, 82, 110, 166, 241, 296, 355, 241, 461, 241, 574, 626, 241, 241]","[241, 241, 241, 241, 409, 409, 409, 461, 514, 626, 626, 681, 737, 793]",3960295475869.149,167001.84032460523,-167001.84032460523,0.0,,,,CWT,mdp.39015056038410,3960005301254.149,,0.0,-94.0,96.0,0.0,-71.5,,165628.84032460523,66687.31620201748,871059.2268282446,66687.3162020175,,0.0,66687.31620201748,,,13112.881739263554,0.0,-98.5,172276.38767549075,165628.84032460523,,33177.32469623063,0.3755220696569451,0.5446701203112592,0.8501835869354394,0.15265674081330463,0.19404990403070982,0.47457438284003184,0.02412912292573713,,0.12307419512535878,0.3402904629417699,0.3402904629417699,0.3402904629417701,,0.40273198890113643,0.5341971412131099,0.6367700798563862,,,,,0.25,,0.1957798897408108,0.5454545454545454,0.6,0.12844166395629025,0.12844166395629025,1.0,1.6938453451688928,0.7404999896533031,5,1.2179802208768027,0.6410422215141067,8,0,0.39755446835923136,0.7509900961822592,5,0,0.37368370393048966,0.6539464818783568,7,1.5,0.85,6.25,5.989304812834224,0.6125,7,gaus,1.0,1.0,0.0,1,5.5,0.37961145422223497,0.6328374725337117,0.8529147377160571,0.16815742832103173,0.19404990403070993,0.37567817433612605,0.04442559509522162,,0.13244024965808782,0.37369179187221313,0.37369179187221313,0.3736917918722134,,0.3995110146790115,0.5070152469454563,0.6462459592925472,,,,,0.8695652173913044,,0.19692235976709258,0.1967213114754099,0.19672131147540983,0.14575997902377924,0.14575997902377924,0.6226415094339623,1.8209046206723798,0.7785296126580447,9,1.2497834721902648,0.6804009847314801,13,2.8284271247461903,0.8585786437626906,11.0,10.636363636363637,0.6542893218813453,10,11.6875,12.0,5.66531846707079,16,1.0,1.0,0.0,3,8.25,7
raw,gaus3,3072651164.780792,0.6442908427378568,523.3802683480117,-32.48896729712406,794,127,39037.69739210833,,False,15.1922329863806,462765.7043300692,0.016505501093354635,1.736438562486905e-07,-0.0009908143542855157,0.0,,,,[],[],14,67281.36506160852,7467.795688815968,178160.55304017942,"[48, 100, 148, 230, 290, 344, 400, 455, 507, 563, 616, 672, 731, 788]","[24242.650548500627, 94718.61374530489, 49771.39326683191, 178160.55304017942, 45569.70541090921, 109283.06964880173, 56654.59272437216, 84591.51901641558, 55059.60499667935, 129816.51999871484, 35345.33364215087, 42059.33186043001, 29198.427274412716, 7467.795688815968]","[3, 3, 121, 3, 263, 263, 382, 424, 473, 424, 581, 640, 693, 3]","[62, 175, 175, 693, 307, 693, 424, 525, 525, 693, 693, 693, 744, 793]",2653649398378.533,232389.2223285662,-232389.2223285662,0.0,,,,CWT,mdp.39015056038410,2653359223763.533,,0.0,-98.5,96.0,0.0,-98.5,,231016.2223285662,66629.66506160852,870252.1108625192,66629.66506160852,,0.0,66629.66506160852,,,7447.795688815968,0.0,-103.0,176788.55304017942,231016.2223285662,,478.5,0.11403830974360983,0.7034879874428849,0.7695463066480046,0.05946495706528303,0.6460652591170827,0.05051875720309801,0.060805632363869974,,0.006796999875135434,0.33903268216923477,0.33903268216923477,0.3390326821692347,,0.0,0.533043040205524,0.6832850374188364,,,,,0.25,,0.09968018463589144,0.13636363636363635,0.14999999999999997,0.34866585536294703,0.34866585536294703,0.18181818181818182,1.2696389871901566,0.5550492903966963,10,1.173765776719078,0.6177714614310936,10,0,0.2682440598250575,0.5067195776210219,10,0,0.34341817279769044,0.6009818023959582,9,0.5,0.95,9.75,9.729729729729728,0.4875,10,gaus,1.0,1.0,0.0,1,7.75,0.12160151153647766,0.7609027985841664,0.77374747374058,0.07667042796805625,0.6460652591170828,0.03999119034241505,0.08033929485169178,,0.017404959419180743,0.3724976929883667,0.3724976929883667,0.37249769298836666,,0.0,0.5059198707964332,0.6915474426740552,,,,,0.8695652173913044,,0.10159712274123323,0.049180327868852514,0.049180327868852514,0.36160820180672226,0.36160820180672226,0.1132075471698113,1.5149485723080882,0.6477177946642594,15,1.224789381190237,0.6667938243654659,15,0.0,1.0,15.0,15.0,0.625,11,11.6875,12.0,5.66531846707079,16,1.0,1.0,0.0,3,9.0,8
raw,gaus5,2670949601.8444057,0.6316864674031615,505.0163561427111,-31.061743915035677,794,127,36175.02380655472,,False,15.350873173308269,406515.5836992681,0.02222449566566978,1.6856379551737707e-07,-0.015321248768947783,0.0,,,,[],[],14,78931.43252376142,8628.950952778745,178750.19941507175,"[48, 100, 148, 230, 290, 345, 401, 455, 507, 563, 616, 672, 731, 788]","[42454.739976106495, 139915.82641439585, 44881.734486895315, 127376.98919608702, 49634.692796005664, 132302.32925880444, 68279.48677796387, 104466.32725543866, 57989.06899211943, 178750.19941507175, 50019.20859660662, 48020.01996153569, 52320.481252850295, 8628.950952778745]","[1, 1, 121, 175, 253, 253, 382, 424, 473, 1, 581, 640, 693, 1]","[65, 253, 175, 253, 307, 424, 424, 525, 525, 693, 693, 693, 748, 793]",1909950633747.9746,188734.8231949667,-188734.8231949667,0.0,,,,CWT,mdp.39015056038410,1909660459132.9746,,0.0,-98.5,96.0,0.0,-98.5,,187361.8231949667,78279.73252376143,1033353.05533266,78279.7325237614,,0.0,78279.73252376143,,,8608.950952778745,0.0,-103.0,177378.19941507175,187361.8231949667,,478.5,0.06524075101074683,0.8375338861563801,0.9530268392682433,0.018626518819988308,0.4021113243761991,0.024132333717461707,0.02052921787214014,,0.03062997895811992,0.5932033845818724,0.5932033845818724,0.5932033845818718,,0.0,0.7662622705822011,0.6893635770751199,,,,,0.25,,0.04498348198696561,0.13636363636363635,0.14999999999999997,0.20163818036048198,0.20163818036048198,0.18181818181818182,1.539031976777457,0.672820081319865,8,1.186628386427488,0.6245412560144674,9,0,0.31659340294648614,0.5980526671243728,8,0,0.3316001244601657,0.5803002178052898,10,0.9574271077563381,0.9042572892243662,8.75,8.674698795180722,0.514628644612183,9,gaus,1.0,1.0,0.0,1,7.0,0.0734522293935113,0.8689928518918497,0.9538831592266269,0.03657905870889062,0.40211132437619923,0.019103414346117564,0.040900562009268726,,0.04098338905165551,0.6137996421711767,0.6137996421711767,0.613799642171176,,0.0,0.7272720581431039,0.6974674064373945,,,,,0.8695652173913044,,0.0473412211351949,0.049180327868852514,0.049180327868852514,0.2175020427763164,0.2175020427763164,0.1132075471698113,1.768059516602183,0.7559356349529123,10,1.2235086092135565,0.6660965527711931,16,4.242640687119285,0.7878679656440357,13.0,12.307692307692307,0.5689339828220179,13,11.6875,12.0,5.66531846707079,16,1.0,1.0,0.0,3,10.5,9
raw,gaus1,12324092037.0783,0.6307840298300244,575.8540038060954,-39.979196497218965,794,127,91012.00090990649,,False,14.52687100932107,1774446.4272044715,0.02292090674885559,2.55358719370864e-07,0.02171812315656762,0.0,,,,[],[],11,51741.5975681311,21927.57794789964,111878.75377352485,"[104, 158, 230, 290, 344, 400, 455, 508, 564, 619, 675]","[21927.57794789964, 45123.47309510054, 111878.75377352485, 35187.500100153564, 83480.36545097615, 42538.613972972526, 51405.367972930995, 43554.69646277534, 41834.40150454472, 53648.82801529552, 38577.99495326837]","[3, 3, 3, 254, 254, 382, 424, 424, 3, 3, 3]","[118, 173, 424, 309, 424, 424, 473, 521, 582, 638, 692]",14895095445983.19,425778.66903545865,-425778.66903545865,0.0,,,,CWT,mdp.39015056038410,14894805271368.19,,0.0,-100.0,99.0,0.0,-104.5,,424405.66903545865,51089.897568131106,497470.57324944215,51089.89756813111,,0.0,51089.897568131106,,,21907.57794789964,0.0,-104.5,110506.75377352485,424405.66903545865,,478.5,1.0,0.0,0.0,1.0,0.3846449136276383,0.09233239834834756,1.0,,0.30358735928765457,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,1.0,,1.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,1.3910762077862964,0.6081381162753074,9,1.3907909247903945,0.7319952235738919,5,0,0.3073990970919754,0.5806843989056669,9,0,0.4967110445679981,0.8692443279939965,4,2.6299556396765835,0.7370044360323417,6.75,5.950413223140496,0.5310022180161709,8,gaus,1.0,1.0,0.0,1,6.25,0.9957931821801518,0.19363401383349332,0.018229983783155768,1.0,0.3846449136276384,0.0730913173947601,1.0,,0.3110254329923349,0.05063035632224755,0.05063035632224755,0.05063035632224755,,0.0,0.0,0.02608782732549808,,,,,1.0,,0.9946612555079455,0.0,0.0,1.0,1.0,0.0,1.449249492004445,0.6196280864169937,18,1.507127847254679,0.8205031465100112,7,7.7781745930520225,0.6110912703473989,12.5,10.08,0.4930456351736994,18,11.6875,12.0,5.66531846707079,16,1.0,1.0,0.0,3,14.25,10
