wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,top_wavelet_rank
db11,1,smooth,1.9174355279244338e-27,325.2490564712382,108372540.58006765,0.6323529411764706,189.45215366078435,47,smoothed,3.099175762357884e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333326, 102.6666666666667, 259.33333333333337, 425.33333333333326, 143.99999999999997, 355.0000000000001, 300.33333333333337, 53.6666666666666, 280.3333333333333, 175.99999999999994, 44.999999999999886, 258.33333333333337, 182.66666666666666]",13,2.7573817952539192,3477051.902448843,0.9985469025106243,8.330681571113067e-06,0.9999999999999998,11,343.5757575757575,33.66666666666654,753.9999999999999,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333326, 102.6666666666667, 52.9999999999999, 753.9999999999999, 153.333333333333, 694.9999999999999, 115.66666666666669, 502.33333333333326, 513.0, 719.3333333333333, 33.66666666666654]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223394.0,428.9999999999999,-428.9999999999999,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,29.999999999999915,475.33333333333337,0.0,800.3333333333334,0.0,114.4612794612795,343.00000000000045,161.6329966329967,0.0,800.3333333333334,0.0,-6.5,0.0,-6.5,0.0,0.9140770569304709,0.19865252212144136,0.7993443164379882,0.3206927441027171,0.8043470646769186,,0.8652214891611687,0.43261074458058435,0.8652214891611687,116,1.4974605769498515,0.9006632410421135,2,0,0,0.8652214891611687,0.8652214891611687,88,0,0,0.6074227408539074,0.8955030738133808,2,58.855755878248644,0.8872495098117842,52.0,3.9216288897426046,0.8938163257871181,1,db,201.60185185185185,210.0,115.30082067737004,108,0.452842567802635,0.7681918993145741,0.45255263274378327,2,1.25,1
db12,1,smooth,1.999074239477519e-27,325.0679749444126,135476286.60957098,0.6142857142857143,216.84067871212923,47,smoothed,3.189883345646407e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333337, 102.66666666666667, 259.33333333333337, 425.33333333333326, 144.00000000000003, 355.0000000000001, 300.33333333333326, 53.66666666666663, 280.33333333333337, 176.0, 44.99999999999994, 258.33333333333337, 182.66666666666674]",13,2.868799839557602,4315712.687075976,0.9988843859968664,8.330681571113064e-06,1.0,11,343.5757575757575,33.666666666666686,753.9999999999998,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333337, 102.66666666666667, 52.99999999999987, 753.9999999999998, 153.33333333333306, 695.0, 115.66666666666673, 502.3333333333334, 513.0, 719.3333333333333, 33.666666666666686]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223393.9999999995,428.9999999999999,-428.9999999999999,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,30.000000000000057,475.3333333333335,0.0,800.3333333333334,0.0,114.4612794612795,343.00000000000045,161.6329966329967,0.0,800.3333333333334,0.0,-6.5,0.0,-6.5,0.0,0.9122693421123015,0.23559261877977222,1.0,0.24365482233502547,1.0,,0.8652214891611687,0.43261074458058435,0.8652214891611687,125,1.6626198435912771,1.0,1,0,0,0.8652214891611687,0.8652214891611687,109,0,0,0.6783033566454199,1.0,1,67.29041536504289,0.8710911583045156,59.0,1.982971910929996,0.879032169190572,2,db,201.60185185185185,210.0,115.30082067737004,108,0.452842567802635,0.7681918993145741,0.45255263274378327,2,2.0,2
db3,1,zero,8.163871155308514e-28,328.95730275291237,505501.2876746983,0.7115384615384616,170.7236161617935,47,smoothed,1.6932082213857712e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333331, 102.66666666666661, 259.33333333333337, 425.33333333333314, 144.0, 355.0, 300.3333333333333, 53.66666666666663, 280.33333333333337, 176.0, 45.0, 258.33333333333337, 182.66666666666657]",13,4.3983943349137515,42410.56689677843,0.768411822406746,8.330681571113067e-06,1.0,11,343.5757575757575,33.66666666666657,753.9999999999998,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333331, 102.66666666666661, 52.99999999999986, 753.9999999999998, 153.33333333333303, 695.0, 115.66666666666676, 502.33333333333337, 513.0, 719.3333333333333, 33.66666666666657]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223393.9999999995,428.9999999999998,-428.9999999999998,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,29.999999999999943,475.3333333333335,0.0,800.3333333333335,0.0,114.4612794612795,343.00000000000045,161.63299663299668,0.0,800.3333333333335,0.0,-6.5,0.0,-6.5,0.0,0.951096027723996,0.74272204166302,0.0007781522086911976,0.6583365872705975,0.0030723760296861367,,0.8652214891611687,0.43261074458058435,0.8652214891611687,111,1.2069712988903667,0.7259454429963349,87,0,0,0.8652214891611687,0.8652214891611687,224,0,0,0.47120103697919813,0.6946759622560978,82,66.54822812567339,0.8725129729393231,126.0,107.63489406554038,0.8155668312972477,3,db,201.60185185185185,210.0,115.30082067737004,108,0.452842567802635,0.7681918993145741,0.45255263274378327,2,2.75,3
db11,1,periodic,1.6703710061190445e-27,325.8481347420917,659123.8551617569,0.6764705882352942,187.59144843555185,47,smoothed,2.7363454292037897e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333337, 102.66666666666666, 259.3333333333333, 425.33333333333326, 144.0, 355.0000000000001, 300.3333333333333, 53.6666666666666, 280.33333333333337, 176.0, 45.0, 258.3333333333333, 182.66666666666674]",13,4.906268282900943,47269.126467224414,0.813126330275184,8.330681571113067e-06,1.0,11,343.5757575757575,33.6666666666666,753.9999999999998,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333337, 102.66666666666666, 52.99999999999989, 753.9999999999998, 153.33333333333303, 695.0, 115.66666666666667, 502.33333333333337, 513.0, 719.3333333333333, 33.6666666666666]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223394.0,428.9999999999999,-428.9999999999999,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,29.99999999999997,475.3333333333335,0.0,800.3333333333334,0.0,114.4612794612795,343.00000000000045,161.63299663299668,0.0,800.3333333333334,0.0,-6.5,0.0,-6.5,0.0,0.920057582312876,0.9111051150345097,0.0019154577773056894,0.5088085995819649,0.004205839593053341,,0.8652214891611687,0.43261074458058435,0.8652214891611687,108,1.2137506114636407,0.7300229310639804,75,0,0,0.8652214891611687,0.8652214891611687,235,0,0,0.4692185188599419,0.6917532019603787,85,74.13220172997246,0.8579842878736159,125.75,103.59308034910383,0.8085419523659267,4,db,201.60185185185185,210.0,115.30082067737004,108,0.452842567802635,0.7681918993145741,0.45255263274378327,2,3.5,4
rbio2.6,1,symmetric,1.309441965568563e-27,326.9054016195365,525129.4302089206,0.6666666666666666,204.4295201884992,47,smoothed,2.6456378459152663e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333331, 102.66666666666663, 259.3333333333333, 425.33333333333326, 144.00000000000003, 355.0, 300.33333333333337, 53.66666666666663, 280.33333333333337, 176.0, 45.00000000000006, 258.3333333333335, 182.66666666666669]",13,4.978989888099825,43473.80680025607,0.6833247510706049,8.330681571113064e-06,1.0,11,343.57575757575756,33.666666666666714,753.9999999999999,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333331, 102.66666666666663, 52.99999999999984, 753.9999999999999, 153.33333333333306, 695.0, 115.66666666666674, 502.3333333333335, 513.0, 719.3333333333335, 33.666666666666714]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223394.0,428.9999999999999,-428.9999999999999,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,30.000000000000085,475.33333333333337,5.684341886080802e-14,800.3333333333334,0.0,114.46127946127945,343.0,161.63299663299665,0.0,800.3333333333334,0.0,-6.5,0.0,-6.5,0.0,0.9306121487262538,0.9352156003870773,0.0009234641649414443,0.4670050761421318,0.003320421499178928,,0.8652214891611687,0.43261074458058435,0.8652214891611687,102,1.214567020568286,0.7305139688125024,74,0,0,0.8652214891611687,0.8652214891611687,236,0,0,0.4674153421839166,0.6890948387688076,95,73.79871272590057,0.8586231556975085,126.75,105.03915082891754,0.8079035318717427,5,rbio,187.1259259259259,157.0,150.09377315778545,135,0.4203264207166735,1.0,0.4057715054983285,3,4.5,5
db3,1,antisymmetric,8.163871155308514e-28,328.95730275291237,533813.8239184503,0.7115384615384616,173.34040101716025,47,smoothed,1.6932082213857712e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333331, 102.66666666666661, 259.33333333333337, 425.33333333333314, 144.0, 355.0, 300.3333333333333, 53.66666666666663, 280.33333333333337, 176.0, 45.0, 258.33333333333337, 182.66666666666663]",13,4.4595292691470165,45294.99893619011,0.7259324490710328,8.330681571113067e-06,1.0,11,343.5757575757575,33.66666666666663,753.9999999999998,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333331, 102.66666666666661, 52.99999999999986, 753.9999999999998, 153.33333333333303, 695.0, 115.66666666666676, 502.33333333333337, 513.0, 719.3333333333333, 33.66666666666663]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223393.9999999995,428.9999999999998,-428.9999999999998,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,30.0,475.3333333333335,0.0,800.3333333333335,0.0,114.4612794612795,343.00000000000045,161.63299663299668,0.0,800.3333333333335,0.0,-6.5,0.0,-6.5,0.0,0.951096027723996,0.7629910240696952,0.0009877568628663164,0.6583365872705975,0.0037452912364007857,,0.8652214891611687,0.43261074458058435,0.8652214891611687,147,1.2174797585034776,0.7322658653428001,70,0,0,0.8652214891611687,0.8652214891611687,240,0,0,0.47543133743271127,0.7009125530263901,67,81.55570693295064,0.8437630135384088,131.0,99.55083862408794,0.7964025795661392,6,db,201.60185185185185,210.0,115.30082067737004,108,0.452842567802635,0.7681918993145741,0.45255263274378327,2,5.0,6
rbio3.5,1,antireflect,1.1279032517202551e-27,327.55354568502094,1259792.7120269327,0.7241379310344828,271.5263846421944,47,smoothed,2.6002840542710052e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333326, 102.66666666666664, 259.3333333333333, 425.33333333333314, 144.0, 354.9999999999999, 300.3333333333333, 53.66666666666663, 280.3333333333334, 175.99999999999997, 44.99999999999994, 258.33333333333337, 182.66666666666663]",13,4.373304493446696,94574.77232350857,0.7429357055908502,8.330681571113067e-06,1.0,11,343.5757575757575,33.66666666666663,753.9999999999998,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333326, 102.66666666666664, 52.99999999999992, 753.9999999999998, 153.3333333333331, 695.0, 115.66666666666681, 502.3333333333333, 513.0, 719.3333333333333, 33.66666666666663]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223393.9999999995,428.99999999999983,-428.99999999999983,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,30.0,475.3333333333335,0.0,800.3333333333335,0.0,114.4612794612795,343.00000000000045,161.6329966329967,0.0,800.3333333333335,0.0,-6.5,0.0,-6.5,0.0,0.9370824919579691,0.7344036299126839,0.006362356738707404,0.7120602135480484,0.01524187303922327,,0.8652214891611687,0.43261074458058435,0.8652214891611687,158,1.223553323135386,0.7359188739697087,64,0,0,0.8652214891611687,0.8652214891611687,246,0,0,0.4810301130393264,0.7091666410413812,55,89.8494110535326,0.8278746914683284,130.75,90.49574592070738,0.7886978821326316,7,rbio,187.1259259259259,157.0,150.09377315778545,135,0.4203264207166735,1.0,0.4057715054983285,3,6.0,7
rbio3.7,1,symmetric,8.013484055079146e-28,329.0380504009936,587709.2542545942,0.6451612903225806,206.07017936317231,47,smoothed,1.8443875268666433e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.3333333333333, 102.66666666666663, 259.3333333333333, 425.3333333333332, 143.99999999999997, 354.9999999999999, 300.3333333333333, 53.6666666666666, 280.33333333333337, 175.99999999999994, 45.0, 258.33333333333337, 182.66666666666663]",13,4.942726176779022,46802.49292733221,0.5189809896607497,8.330681571113067e-06,1.0,11,343.5757575757575,33.6666666666666,753.9999999999998,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.3333333333333, 102.66666666666663, 52.9999999999999, 753.9999999999998, 153.33333333333306, 695.0, 115.66666666666677, 502.33333333333337, 513.0, 719.3333333333333, 33.6666666666666]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223393.9999999995,428.99999999999983,-428.99999999999983,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,29.99999999999997,475.3333333333335,0.0,800.3333333333335,0.0,114.4612794612795,343.00000000000045,161.63299663299668,0.0,800.3333333333335,0.0,-6.5,0.0,-6.5,0.0,0.9519021216559813,0.92319254783978,0.0013867579604709022,0.37530702472572447,0.004096977674774069,,0.8652214891611687,0.43261074458058435,0.8652214891611687,82,1.1851925268539136,0.7128463740056685,114,0,0,0.8652214891611687,0.8652214891611687,254,0,0,0.4511770859713462,0.6651553195942639,133,75.17257922052872,0.8559912275468798,145.75,123.36975869005292,0.7883883340799533,8,rbio,187.1259259259259,157.0,150.09377315778545,135,0.4203264207166735,1.0,0.4057715054983285,3,6.75,8
db12,1,periodization,3.200161124431602e-27,323.0245457212407,499501.7667319276,0.7083333333333334,210.0405915686178,47,smoothed,4.128139910287071e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333337, 102.66666666666666, 259.3333333333335, 425.3333333333332, 144.00000000000009, 355.00000000000006, 300.3333333333333, 53.66666666666674, 280.3333333333333, 176.0, 45.000000000000114, 258.33333333333326, 182.66666666666669]",13,4.527870760581797,46513.30545910494,0.8055231941371945,8.330681571113067e-06,1.0,11,343.5757575757575,33.66666666666663,754.0,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333337, 102.66666666666666, 52.99999999999989, 754.0, 153.33333333333306, 695.0, 115.66666666666674, 502.3333333333335, 513.0, 719.3333333333333, 33.66666666666663]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223393.9999999995,428.99999999999983,-428.99999999999983,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,30.0,475.33333333333326,0.0,800.3333333333335,0.0,114.4612794612795,343.00000000000045,161.63299663299668,0.0,800.3333333333335,0.0,-6.5,0.0,-6.5,0.0,0.8918700371618539,0.7856493045587544,0.0007337362827706316,0.6446700507614216,0.004029512523124618,,0.8652214891611687,0.43261074458058435,0.8652214891611687,124,1.1877933680316934,0.714410676986777,111,0,0,0.8652214891611687,0.8652214891611687,257,0,0,0.465390528257585,0.6861097231763602,99,73.54533749101071,0.8591085488677955,147.75,128.75984450536254,0.7880312859281506,9,db,201.60185185185185,210.0,115.30082067737004,108,0.452842567802635,0.7681918993145741,0.45255263274378327,2,7.25,9
rbio3.1,1,smooth,4.0185581568433094e-27,322.03556159373824,1073998.8352263833,0.66,283.6678000222466,47,smoothed,4.701676400455131e-14,,"[3, 5, 9, 13, 17, 22, 27, 29, 32, 36, 38, 40, 44]","[137.33333333333326, 102.6666666666666, 259.33333333333337, 425.33333333333314, 143.99999999999994, 354.9999999999999, 300.3333333333332, 53.66666666666663, 280.33333333333326, 175.99999999999997, 45.000000000000114, 258.33333333333326, 182.66666666666666]",13,4.413378819732555,94445.58806666663,0.6354702081874531,8.330681571113069e-06,1.0,11,343.57575757575745,33.66666666666666,753.9999999999998,"[3, 5, 7, 13, 18, 27, 30, 32, 36, 40, 45]","[137.33333333333326, 102.6666666666666, 52.999999999999886, 753.9999999999998, 153.33333333333303, 694.9999999999998, 115.66666666666677, 502.33333333333326, 512.9999999999999, 719.3333333333331, 33.66666666666666]","[1, 4, 6, 9, 17, 22, 29, 29, 33, 22, 44]","[9, 9, 9, 22, 22, 38, 31, 38, 38, 44, 46]",0.05,20,2223393.9999999986,428.9999999999998,-428.9999999999998,DWT,mdp.39015083020449,0.0,-6.5,19785996.111111112,30.00000000000003,475.3333333333335,5.684341886080802e-14,800.3333333333335,0.0,114.46127946127956,343.00000000000136,161.63299663299676,0.0,800.3333333333335,0.0,-6.5,0.0,-6.5,0.0,0.8819971291211439,0.7476900728382325,0.004986879071876062,0.4385786802030458,0.01521173537270546,,0.8652214891611687,0.43261074458058435,0.8652214891611687,223,1.0870529196580412,0.653819286379979,224,0,0,0.8652214891611687,0.8652214891611687,221,0,0,0.41769289932140075,0.6157907007671611,218,2.6457513110645907,0.9949315108983436,221.5,221.47617372469583,0.7853010044913173,10,rbio,187.1259259259259,157.0,150.09377315778545,135,0.4203264207166735,1.0,0.4057715054983285,3,8.25,10
