issue_number,dates,page_number,type_of_page,original_volumes,notes,start_issue,end_issue,link,htid,original_source,record_url,periodical_name,publication_type,id,metadata_schema_version,enumeration_chronology,type_of_resource,title,date_created,pub_date,language,access_profile,isbn,issn,lccn,oclc,page_count,feature_schema_version,access_rights,alternate_title,category,genre_ld,genre,contributor_ld,contributor,handle_url,source_institution_ld,source_institution,lcc,type,is_part_of,last_rights_update_date,pub_place_ld,pub_place,main_entity_of_page,publisher_ld,publisher,lowercase_periodical_name,publication_directory,volume_directory
no. 6,October 1970,2,toc,no.6 Oct. 1970,2-4,1970-10-01,1970-10-01,https://hdl.handle.net/2027/uva.x030718200,uva.x030718200,"
                       University of Virginia
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,uva.x030718200,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.6 Oct. 1970,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1970.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,212.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/uva.x030718200,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'UVA'}",UVA,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20171215.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,uva_x030718200
no. 6,October 1970,212,end_of_issue,no.6 Oct. 1970,,1970-10-01,1970-10-01,https://hdl.handle.net/2027/uva.x030718200,uva.x030718200,"
                       University of Virginia
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,uva.x030718200,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.6 Oct. 1970,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1970.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,212.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/uva.x030718200,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'UVA'}",UVA,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20171215.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,uva_x030718200
no. 7,January 1971,1,cover_page,no.7 1971,Michigan,1971-01-01,1971-01-01,https://hdl.handle.net/2027/mdp.39015067403777,mdp.39015067403777,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,mdp.39015067403777,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.7 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,212.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/mdp.39015067403777,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20200111.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,mdp_39015067403777
no. 7,January 1971,1,cover_page,no.7 1971,Michigan,1971-01-01,1971-01-01,https://hdl.handle.net/2027/uc1.b3747696,uc1.b3747696,"
                       University of California
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,uc1.b3747696,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.7 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,226.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/uc1.b3747696,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'NRLF'}",NRLF,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20191010.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,uc1_b3747696
no. 7,January 1971,2,toc,no.7 1971,2-5,1971-01-01,1971-01-01,https://hdl.handle.net/2027/mdp.39015067403777,mdp.39015067403777,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,mdp.39015067403777,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.7 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,212.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/mdp.39015067403777,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20200111.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,mdp_39015067403777
no. 7,January 1971,2,toc,no.7 1971,2-5,1971-01-01,1971-01-01,https://hdl.handle.net/2027/uc1.b3747696,uc1.b3747696,"
                       University of California
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,uc1.b3747696,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.7 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,226.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/uc1.b3747696,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'NRLF'}",NRLF,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20191010.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,uc1_b3747696
no. 7,January 1971,212,end_of_issue,no.7 1971,,1971-01-01,1971-01-01,https://hdl.handle.net/2027/mdp.39015067403777,mdp.39015067403777,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,mdp.39015067403777,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.7 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,212.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/mdp.39015067403777,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20200111.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,mdp_39015067403777
no. 7,January 1971,212,end_of_issue,no.7 1971,,1971-01-01,1971-01-01,https://hdl.handle.net/2027/uc1.b3747696,uc1.b3747696,"
                       University of California
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,uc1.b3747696,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.7 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,226.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/uc1.b3747696,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'NRLF'}",NRLF,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20191010.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,uc1_b3747696
no. 8,April 1971,1,cover_page,no.8 1971,,1971-04-01,1971-04-01,https://hdl.handle.net/2027/mdp.39015014188836,mdp.39015014188836,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,mdp.39015014188836,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.8 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,204.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/mdp.39015014188836,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20200110.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,mdp_39015014188836
no. 8,April 1971,2,toc,no.8 1971,2-5,1971-04-01,1971-04-01,https://hdl.handle.net/2027/mdp.39015014188836,mdp.39015014188836,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,mdp.39015014188836,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.8 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,204.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/mdp.39015014188836,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20200110.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,mdp_39015014188836
no. 8,April 1971,204,end_of_issue,no.8 1971,,1971-04-01,1971-04-01,https://hdl.handle.net/2027/mdp.39015014188836,mdp.39015014188836,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,mdp.39015014188836,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.8 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,204.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/mdp.39015014188836,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20200110.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,mdp_39015014188836
no. 9,July 1971,1,cover_page,no.9 1971,,1971-07-01,1971-07-01,https://hdl.handle.net/2027/mdp.39015067403785,mdp.39015067403785,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,mdp.39015067403785,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.9 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,220.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/mdp.39015067403785,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20170608.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,mdp_39015067403785
no. 9,July 1971,2,toc,no.9 1971,2-5,1971-07-01,1971-07-01,https://hdl.handle.net/2027/mdp.39015067403785,mdp.39015067403785,"
                       University of Michigan
                      ",https://catalog.hathitrust.org/Record/000534608,Lotus,Literary journals/little magazines,mdp.39015067403785,https://schemas.hathitrust.org/EF_Schema_MetadataSubSchema_v_3.0,no.9 1971,http://id.loc.gov/ontologies/bibframe/Text,Lotus.,20200209.0,1971.0,"['eng', 'fre', 'ara']",google,,0002-0664,74645823,1794787.0,220.0,https://schemas.hathitrust.org/EF_Schema_FeaturesSubSchema_v_3.0,ic,['Lūtus'],Literature (General),"['http://id.loc.gov/vocabulary/marcgt/doc', 'http://id.loc.gov/vocabulary/marcgt/rev', 'http://id.loc.gov/vocabulary/marcgt/bio']","['document (computer)', 'review', 'biography']","{'id': 'http://www.viaf.org/viaf/130745971', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,http://hdl.handle.net/2027/mdp.39015067403785,"{'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'MIU'}",MIU,PN2.A47,"['DataFeedItem', 'PublicationVolume']","{'id': 'http://www.worldcat.org/oclc/1794787', 'type': 'CreativeWorkSeries', 'journalTitle': 'Lotus.'}",20170608.0,"{'id': 'http://id.loc.gov/vocabulary/countries/ua', 'type': 'http://id.loc.gov/ontologies/bibframe/Place', 'name': 'Egypt'}",Egypt,"['https://catalog.hathitrust.org/Record/000534608', 'http://catalog.hathitrust.org/api/volumes/brief/oclc/1794787.json', 'http://catalog.hathitrust.org/api/volumes/full/oclc/1794787.json']","{'id': 'http://catalogdata.library.illinois.edu/lod/entities/ProvisionActivityAgent/ht/Permanent%20Bureau%20of%20Afro-Asian%20Writers.', 'type': 'http://id.loc.gov/ontologies/bibframe/Organization', 'name': 'Permanent Bureau of Afro-Asian Writers.'}",Permanent Bureau of Afro-Asian Writers.,lotus,datasets/ht_ef_datasets/lotus/volumes,mdp_39015067403785
