amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
,,76388.77098832707,75586.4484076819,1201521.0701037012,0.1898963029092805,,,243678.31881015483,243140.81881015483,219503.6122238263,,,mdp.39015070510345,False,,-301390.5107044092,300083.5107044092,11636263926367.979,11636157772377.979,,,[],[],278148.13670048176,276841.13670048176,8232.48659103224,8135.4865910322405,"[0, 0, 0, 0]",0.0,-29.0,4,27.0,"[43, 107, 137, 153]",0.0,-20.0,"[9859.368827072263, 9315.091834722058, 8232.48659103224, 278148.13670048176]",75586.4484076819,280683.0839533083,75586.44840768192,"[53, 118, 140, 217]",0.0,-29.0,108,218,raw,6.571845017778635e-08,,,,,0.0,0.0,301390.5107044092,300083.5107044092,0.02024962039405304,mexh,2591.814127636431,12960763142.69845,13.432447578489343,-44.926465392592675,0.6639908256880734,CWT,1.0,0.0,0.5279666503381404,1.0,0.9024282560706406,0.6575785449179175,0.1392874007430971,,0.517228479683461,0.8459794471558426,0.8459794471558426,0.8459794471558431,,1.0,0.7585749859872719,1.0,,,,,0.6,,1.0,0.0,0.0,0.6232963529658821,0.6232963529658821,1.0,3.485156080525286,1.0,1,1.7437010058617324,1.0,1,0.0,0.6900238937907163,0.9139892138792587,2,0,0.6038944074385423,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,0.14285714285714285,,,2,1.25,0.9999999999999999,0.05847133050584452,0.5899626171153063,1.0,0.9024282560706406,0.5441186546746806,0.1486224939215054,,0.22088716674055553,0.40824944407846,0.40824944407846,0.4082494440784601,,0.9999999999999999,0.7847133785380135,0.9301268470914967,,,,,0.7333333333333334,,1.0,0.0,0.0,0.6343535584484905,0.6343535584484905,0.33962264150943394,2.906110047522152,0.8450641653979841,2,1.7681318687278906,1.0,1,0.7071067811865476,0.9646446609406726,1.5,1.3333333333333333,0.9448223304703363,1,1.5,1.5,0.7071067811865476,2,0.08333333333333333,0.1402228978616276,0.8995997973081784,1,1.0,1
,,151317.92716227786,150918.80716227787,1180207.8096992334,0.28967695675106897,,,238050.40456945793,237463.30456945792,215390.30434511416,,,mdp.39015070510345,False,,-295357.96137621626,294197.3613762163,11360114016680.705,11360029776002.785,,,[],[],294684.3019267747,293523.7019267747,7951.552397781052,7932.152397781052,"[0, 0]",0.0,-24.0,2,23.0,"[105, 151]",0.0,-19.5,"[7951.552397781052, 294684.3019267747]",150918.80716227787,292657.8543245557,150918.80716227787,"[118, 217]",0.0,-19.5,108,218,smoothed,8.469780983474509e-07,,,,,0.0,0.0,295357.96137621626,294197.3613762163,0.020196810008786766,mexh,2512.885379355803,12597162617.430084,13.411277632377345,-45.85440794057437,0.664840299014611,CWT,0.9999999999999999,0.0,0.5382984468943419,1.0,0.9588905398712236,0.7247613027394015,0.14475035846946605,,0.21046090645413798,1.0,1.0,1.0,,0.9999999999999999,0.9347364306570196,1.0,,,,,0.7777777777777778,,0.9999999999999999,0.3,0.0,0.6538559782682372,0.6538559782682372,0.20930232558139533,3.5750204547994358,1.0,1,1.8005101038792075,1.0,1,0.0,0.6957135283576292,0.9129123181339296,2,0,0.623814378282062,1.0,1,0.5,0.95,1.25,1.1428571428571428,0.9125,1,mexh,0.125,,,2,1.25,0.9780147403430043,0.0,0.5292430514350497,0.9703086923633544,0.9112582781456954,0.7247613027394016,0.14475035846946605,,0.21046090645413798,1.0,1.0,1.0,,0.9765975409217722,0.8288636974522477,1.0,,,,,0.4666666666666667,,0.975587411490112,0.47500000000000003,0.3225806451612903,0.6178422776249106,0.6178422776249106,0.3584905660377358,3.438922352308615,1.0,1,1.7554882697439285,0.9928491764626929,2,0.7071067811865476,0.9646446609406726,1.5,1.3333333333333333,0.9448223304703363,2,1.5,1.5,0.7071067811865476,2,0.08333333333333333,0.1402228978616276,0.8995997973081784,1,1.75,2
,,76792.6722245414,76393.5522245414,482801.90562635893,0.3629928432356468,,,47574.3597923617,46987.2597923617,54552.11312921,,,mdp.39015070510345,False,,-127226.63237760977,126066.03237760976,1034605902327.6675,1034521661649.7474,,,[],[],156032.90040075852,154872.3004007585,5617.490715738051,5598.090715738052,"[0, 73, 0, 192]",0.0,-23.0,4,21.0,"[37, 80, 182, 200]",0.0,-14.0,"[138144.91619939328, 7375.381582275745, 156032.90040075852, 5617.490715738051]",76393.5522245414,297192.6888981656,76393.5522245414,"[118, 118, 217, 217]",0.0,-14.0,108,218,smoothed,1.3895589064725982e-06,,,,,0.0,0.0,127226.63237760977,126066.03237760976,0.018358565146267845,gaus4,875.0852032041677,1388563289.1470392,13.569542482032489,-35.41132152519821,0.6419045191980972,CWT,0.1210095394782113,0.6749484702110452,1.0,0.05670779481168673,0.6914314016840025,0.8574922016648204,0.018047541801583,,0.09077845544861032,0.35725102846777884,0.35725102846777884,0.3572510284677789,,0.1958835834806532,0.9535917612091822,0.41927332826868774,,,,,0.5555555555555555,,0.06427413591176451,0.6666666666666666,0.09523809523809523,0.1547386933361144,0.1547386933361144,0.46511627906976744,1.6186022982518251,0.45275329713956314,3,1.5964142994360964,0.8866455656075544,3,0.0,0.34911488092318216,0.4581070544811952,6,0,0.48851956423590714,0.7831168713700595,3,1.5,0.85,3.75,3.428571428571429,0.7375,2,gaus,0.71875,1.0,0.196875,1,1.75,0.11834911333180939,0.6580376755249303,0.9831777418056165,0.055024066230537155,0.6728476821192058,0.8574922016648205,0.018047541801582988,,0.09077845544861035,0.41458940396035954,0.41458940396035954,0.41458940396035954,,0.19146382671174497,0.8455833827940983,0.41927332826868774,,,,,0.3333333333333333,,0.06270503787992197,0.75,0.3870967741935484,0.1462158486043038,0.1462158486043038,0.5660377358490566,1.5786136853903545,0.4590431314422091,7,1.5687832135668216,0.887254645037028,5,1.4142135623730951,0.9292893218813453,6.0,5.833333333333333,0.8146446609406726,3,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,2.75,3
,,64363.336097789674,63561.013517144514,708916.2431948329,0.22483644225983043,,,29866.773223371816,29329.273223371816,59674.66995048605,,,mdp.39015070510345,False,,-132318.40114593683,131011.40114593683,1066504874875.2207,1066398720885.2207,,,[],[],168497.02970272573,167190.02970272573,8069.535554198665,7972.535554198665,"[0, 27, 72, 118, 193]",0.0,-24.0,5,26.0,"[22, 38, 81, 184, 201]",0.0,-24.0,"[126326.58788126621, 9555.080000832211, 9368.447349925562, 168497.02970272573, 8069.535554198665]",63561.013517144514,296944.68048894836,63561.01351714451,"[118, 118, 118, 217, 217]",0.0,-28.5,108,218,raw,2.6507121700472454e-07,,,,,0.0,0.0,132318.40114593683,131011.40114593683,0.019669268518957634,gaus6,884.1630994598365,1424265108.2345564,13.557593531431385,-34.52983028211262,0.6546466190961604,CWT,0.14183016459181522,0.6957947393465779,0.941180570814981,0.048766212017316964,0.8052980132450333,0.7485369842185633,0.04826126458295145,,0.47555651384687014,0.6502338015171275,0.6502338015171275,0.6502338015171276,,0.11867839798969256,0.8258099312223733,0.46669214501834966,,,,,0.5,,0.06127058381743923,0.16666666666666666,1.0,0.13468907313443598,0.13468907313443598,0.5555555555555556,1.9457563115749557,0.5582981842470853,4,1.5958377892202595,0.9152015075151033,3,0.0,0.45645066749551455,0.6046036818623878,4,0,0.4899525641167485,0.8113215788748804,3,0.5773502691896257,0.9422649730810374,3.5,3.428571428571429,0.7961324865405187,2,gaus,0.8392857142857143,1.0,0.11249999999999998,1,1.75,0.1457287175686624,0.7135820256838609,0.9489058033228503,0.05793944621502138,0.8052980132450333,0.6073741962352867,0.05912738252504855,,0.2125316122870571,0.31378727802767714,0.31378727802767714,0.3137872780276771,,0.11867839798969256,0.8446689894470122,0.4708648294153709,,,,,0.6666666666666666,,0.06552330165699856,0.024999999999999994,0.3225806451612903,0.16008813895190144,0.16008813895190144,0.18867924528301885,1.4992316289857237,0.435959720922242,8,1.5640102922519987,0.884555230248324,6,1.4142135623730951,0.9292893218813453,7.0,6.857142857142858,0.7896446609406726,5,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,4.25,4
,,62247.78367295227,61848.663672952265,612308.992590858,0.29835904118638773,,,21695.292220034105,21108.192220034107,51054.33092321715,,,mdp.39015070510345,False,,-100275.60780430294,99115.00780430294,740709265200.158,740625024522.2379,,,[],[],143091.1437267359,141930.5437267359,8060.546475974159,8041.146475974159,"[0, 28, 72, 118, 191]",0.0,-13.5,5,20.0,"[21, 36, 80, 183, 202]",0.0,-13.5,"[122499.16149300142, 8060.546475974159, 11456.934110660728, 143091.1437267359, 26131.132558389167]",61848.663672952265,301260.91836476134,61848.66367295228,"[118, 118, 118, 217, 217]",0.0,-9.0,108,218,smoothed,9.116813253357982e-07,,,,,0.0,0.0,100275.60780430294,99115.00780430294,0.021824858062162944,gaus8,748.2822051336151,1167176297.5908039,13.47625207583397,-33.97850318955635,0.6477658851512063,CWT,0.10189394778442361,0.7675531375733593,0.727846546307867,0.038076330045332465,0.7597820703318476,0.7404793268526154,0.041576038765870085,,0.21604973837044844,0.23180748365340342,0.23180748365340342,0.23180748365340362,,0.08663213874662036,0.9705070003672116,0.3650681547403737,,,,,0.4444444444444444,,0.037640416613583846,1.0,1.0,0.07473146154126364,0.07473146154126364,0.4883720930232558,1.508710293032027,0.4220144505765263,6,1.4907964794360757,0.8279856226433541,5,0.0,0.38954281145347697,0.5111564121167951,4,0,0.45388677109447373,0.7275990853953124,7,1.2909944487358056,0.8709005551264195,5.5,5.266457680250784,0.6604502775632097,5,gaus,0.71875,1.0,0.196875,1,4.0,0.09965378288490673,0.7483221383296278,0.7156025237799858,0.036945794016282035,0.7337748344370861,0.7404793268526155,0.04157603876587007,,0.21604973837044844,0.3003364318178323,0.3003364318178323,0.3003364318178324,,0.08479147078829272,0.8605827208020952,0.3650681547403737,,,,,0.26666666666666666,,0.036721516611455673,1.0,1.0,0.07061533111799595,0.07061533111799595,0.5849056603773584,1.4605935728076291,0.4247242081017341,10,1.4614956567836113,0.8265761635952563,10,0.0,1.0,10.0,10.0,0.75,7,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,5.75,5
,,54836.595614868944,54034.273034223785,680916.7701124916,0.30912378695110587,,,131426.50478167756,130889.00478167756,137792.20774308595,,,mdp.39015070510345,False,,-217503.1469266026,216196.1469266026,4644001343617.802,4643895189627.802,,,[],[],232248.84788706046,230941.84788706046,6209.953807847152,6112.953807847152,"[0, 58, 72, 72, 0, 0]",0.0,-28.0,6,25.0,"[39, 63, 81, 99, 162, 182]",0.0,-23.5,"[57826.359473821256, 6209.953807847152, 9096.685523819644, 14064.228265643105, 9573.498731022031, 232248.84788706046]",54034.273034223785,304147.57368921366,54034.27303422378,"[72, 72, 95, 119, 166, 217]",0.0,-28.0,108,218,raw,4.003034654216975e-07,,,,,0.0,0.0,217503.1469266026,216196.1469266026,0.02560663731838123,gaus2,1706.8641936906433,5561978114.16586,13.419882050502714,-40.923909130036705,0.6379544682296976,CWT,0.5612668047675301,0.2678710526849058,0.4864770858723913,0.38993841214764474,0.6317880794701989,0.9679592724068133,0.04308737324047574,,0.0,0.4951609926219419,0.4951609926219419,0.49516099262194196,,0.5373030567800351,0.8555909019156707,0.7767605641886505,,,,,0.4,,0.378997899562031,0.3333333333333333,0.2,0.38086738739170106,0.38086738739170106,0.6111111111111112,2.207873615095177,0.6335078154555432,3,1.424444312098216,0.8169085796875247,6,0.0,0.4528796156814329,0.5998735516891498,5,0,0.47834115436999436,0.7920940291514037,5,1.2583057392117916,0.8741694260788209,4.75,4.444444444444445,0.6995847130394104,4,gaus,0.8392857142857143,1.0,0.11249999999999998,1,3.25,0.5632599121149837,0.3106796063362628,0.5539222135235934,0.39582154822953397,0.6317880794701988,0.7599677958675157,0.05404051405428992,,0.11717881893084958,0.2389528500330188,0.2389528500330188,0.23895285003301872,,0.5373030567800351,0.8712256600167005,0.7378825499976015,,,,,0.6,,0.3818112200624964,0.05000000000000002,0.06451612903225806,0.39904049660498697,0.39904049660498697,0.20754716981132074,1.9668996996448729,0.5719523438278433,4,1.4085761740696183,0.7966465618217944,11,4.949747468305833,0.7525126265847084,7.5,5.866666666666666,0.6887563132923542,9,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,7.25,6
,,,,5859427.017350386,0.055920176848143474,,,0.0,537.5,182815.84068720468,,,mdp.39015070510345,False,,-431740.75907647505,430433.75907647505,10910091312766.996,10909985158776.996,,,[],[],,,,,[],,,0,31.0,[],,,[],,,,[],,,108,218,raw,2.3881281704504374e-07,,,,,0.0,0.0,431740.75907647505,430433.75907647505,0.0217532945814041,gaus1,1831.805650576901,10353529078.687637,13.359598917391398,-44.66850267700671,0.5771746517159361,CWT,0.8030122804214584,0.017264153117323988,0.28743085875955404,0.7850223588252238,0.0,0.30880319494565717,1.0,,,,,,,0.0,,,,,,,1.0,,0.9355066099149024,,,0.9999999999999999,0.9999999999999999,,1.2677533049574512,0.3637579711398103,8,1.3110100627674837,0.7518548526153921,7,0.6428571428571429,0.7549584648401233,1.0,1,0,0.4573618351527454,0.7573539836089485,7,3.2015621187164243,0.6798437881283576,5.75,2.835443037974684,0.5524218940641787,8,gaus,0.8392857142857143,1.0,0.11249999999999998,1,6.25,0.8039071697882,0.07472602562034203,0.38101834116608735,0.7870954982307831,0.0,0.3015686085754548,0.9948582367559535,,,,,,,0.0,,,,,,,1.0,,0.935798783768007,,,1.0,1.0,,1.2678993918840034,0.36869090429821366,13,1.3886354241396637,0.7853686982853483,12,0.7071067811865476,0.9646446609406726,12.5,12.48,0.6698223304703363,10,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,8.0,7
,,46817.81882043042,46015.49623978526,847162.2529363178,-0.06270132486466895,,,8407.101671452887,7869.601671452887,58603.22392694937,,,mdp.39015070510345,False,,-168325.39868410098,167018.39868410098,1080555385572.5739,1080449231582.5739,,,[],[],182031.37450989586,180724.37450989586,8026.403573265736,7929.403573265736,"[4, 78, 135, 145, 4]",0.0,-28.5,5,26.0,"[47, 83, 139, 165, 211]",0.0,-28.5,"[182031.37450989586, 8026.403573265736, 8963.919757932264, 13467.441662042875, 21599.954599015357]",46015.49623978526,209217.0941021521,46015.49623978525,"[145, 145, 145, 170, 217]",0.0,-28.5,108,218,raw,1.493526052200288e-07,,,,,0.0,0.0,168325.39868410098,167018.39868410098,0.019906239971443952,gaus7,913.8623149061962,1469639252.5365245,13.575407581617235,-34.62852330964758,0.6463217804960925,CWT,0.1360772474756228,0.6891897090998402,1.0,0.05250750500171261,0.7187637969094927,0.0,0.07380709649306641,,0.4645262407609909,0.3646342669652059,0.3646342669652059,0.36463426696520596,,0.030222594263809317,0.4630928109570533,0.5325188620969256,,,,,0.5,,0.06251844837515877,0.16666666666666666,0.1,0.2387469284954673,0.2387469284954673,0.055555555555555525,1.3449816195194204,0.3859171837482537,6,1.297619109564471,0.744175237154945,8,0.0,0.2818927026116224,0.3733883594130155,8,0,0.3814779078542479,0.6316963746564759,8,1.0,0.9,7.5,7.384615384615385,0.575,6,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.75,0.14000193520018953,0.7073632003436814,1.0,0.06164465999661572,0.7187637969094927,0.08681653628704766,0.08424354332186251,,0.21031995642787768,0.17596377462947915,0.17596377462947915,0.1759637746294791,,0.030222594263809317,0.5212222095527589,0.527551995411721,,,,,0.6666666666666666,,0.06676551302459272,0.024999999999999994,0.032258064516129004,0.2610916328862109,0.2610916328862109,0.01886792452830191,1.1749472513997599,0.3416614657237012,14,1.3531703813719347,0.7653107810027165,15,0.7071067811865476,0.9646446609406726,14.5,14.482758620689655,0.6198223304703363,12,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,9.5,8
,,50567.9359348423,49765.61335419714,881567.6124123986,-0.04444865670332705,,,2270.001488800466,1732.5014888004662,61367.466442899255,,,mdp.39015070510345,False,,-192873.218714975,191566.218714975,1268723296602.3765,1268617142612.3765,,,[],[],166233.5751070456,164926.5751070456,7671.022615575494,7574.022615575494,"[4, 78, 135, 4]",0.0,-29.0,4,27.0,"[51, 83, 139, 211]",0.0,-29.0,"[166233.5751070456, 7671.022615575494, 9452.627206037883, 18914.51881071023]",49765.61335419714,177399.7437393692,49765.613354197136,"[145, 145, 145, 217]",0.0,-29.0,108,218,raw,1.48502609788268e-07,,,,,0.0,0.0,192873.218714975,191566.218714975,0.017325029409532223,gaus5,925.3412759460739,1533869816.594368,13.534493983463511,-35.32544746999433,0.6508664627930683,CWT,0.15091929992995293,0.6425480640541283,0.8649091888593168,0.05780359074371882,0.7660044150110371,0.04751653084068519,0.08016470154529595,,0.3736435841322528,0.4256773063615587,0.4256773063615587,0.42567730636155876,,0.004925742544089416,0.33154128681984857,0.4556834270188566,,,,,0.6,,0.07923015886967115,0.0,0.0,0.30968851432177485,0.30968851432177485,0.0,1.2947683643200216,0.37150943441387363,7,1.249635277171788,0.7166568539967215,9,0.0,0.2672452247937818,0.3539866591871065,9,0,0.3728379701405908,0.6173893408319634,9,1.0,0.9,8.5,8.4,0.525,9,gaus,0.8392857142857143,1.0,0.11249999999999998,1,7.0,0.154776562157385,0.6634487543407735,0.8826517603224934,0.06688967287361618,0.7660044150110371,0.11986112142415711,0.0904942158909249,,0.19209727431785265,0.2054216851995332,0.2054216851995332,0.20542168519953313,,0.004925742544089409,0.40391339093058953,0.46138459020035194,,,,,0.7333333333333334,,0.0834015146000871,0.0,0.0,0.32995090361437834,0.32995090361437834,0.0,1.1446350128915797,0.332847007180364,15,1.3098168387801823,0.7407913753189403,16,0.7071067811865476,0.9646446609406726,15.5,15.483870967741938,0.5948223304703363,13,10.6875,10.5,5.042734046791152,16,0.59375,1.0,0.284375,2,10.25,9
,,36394.66860845852,35592.346027813364,447741.4544016242,0.3214316881816737,,,1821.295173581237,1283.795173581237,33259.659478367364,,,mdp.39015070510345,False,,-85712.12516664702,84405.12516664702,376619912573.49817,376513758583.49817,,,[],[],126533.93159163758,125226.93159163758,7154.67775978992,7057.67775978992,"[0, 28, 58, 72, 72, 119, 119, 119, 119, 119]",0.0,-26.0,10,21.0,"[23, 39, 65, 81, 100, 126, 138, 162, 184, 204]",0.0,-26.0,"[102685.12562417764, 14104.250446744481, 11882.126585862708, 11494.43497715383, 38559.14775839377, 7154.67775978992, 10772.980053815207, 15562.27615154579, 25197.73513546429, 126533.93159163758]",35592.346027813364,339074.6860845852,35592.34602781336,"[119, 119, 72, 85, 119, 127, 141, 166, 190, 217]",0.0,-26.0,108,218,raw,3.972466176487758e-08,,,,,0.0,0.0,85712.12516664702,84405.12516664702,0.03158912878318847,morl,672.4663557399308,832831838.9442225,13.457927727552182,-29.984364622696724,0.6733775059463133,CWT,0.0,1.0,0.6120984343956395,0.0,1.0,1.0,0.0,,0.24159713871950228,0.1949700272596453,0.1949700272596453,0.1949700272596453,,0.003076195236080992,0.9999999999999999,0.26259707972669744,,,,,0.0,,0.0,0.9999999999999999,0.6,0.0,0.0,0.33333333333333337,1.1074554702975872,0.3177635218364942,9,1.7060492171978199,0.9784069696941505,2,0.0,0.28753670205675363,0.38086426664233103,7,0,0.51601406205652,0.8544772988463786,2,3.559026084010437,0.6440973915989563,5.0,3.189873417721519,0.5720486957994781,7,morl,1.0,,,3,6.0,0.004542868807539624,1.0,0.663044691881992,0.009643511735593871,1.0,0.7822499897077577,0.011677853937058356,,0.16562093122034635,0.0940878711750186,0.0940878711750186,0.09408787117501854,,0.003076195236080999,1.0,0.2951068490893358,,,,,0.3333333333333333,,0.0045302914410133704,0.15000000000000002,0.1935483870967742,0.02935253101387389,0.02935253101387389,0.11320754716981132,0.9877927251893583,0.2872390312989283,17,1.6552780999089811,0.9361734433868307,3,9.899494936611665,0.5050252531694167,10.0,5.1,0.5025126265847084,16,18.0,18.0,2.8284271247461903,2,1.0,0.5608915914465104,0.1317325225660469,3,12.75,10
