signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
raw,gaus6,2920965834.8853016,0.6814633486000496,664.8099144316482,-32.11334827856661,698,127,42904.32585620574,,False,15.307796445611585,489521.1152296316,0.017508769532744897,2.5173153337425917e-07,0.3707159907072342,4108.0628706054895,,,,[],[],12,84538.39519923549,14697.850963884553,171711.05678790016,"[30, 72, 146, 203, 260, 309, 370, 405, 483, 573, 635, 670]","[171711.05678790016, 33662.37071327544, 48358.312635544884, 66153.09570555866, 166736.6148750059, 14697.850963884553, 38224.72534294961, 85881.62423437052, 112759.94464055137, 75459.4311856686, 38396.033946705895, 162419.68135941026]","[0, 55, 109, 165, 165, 300, 329, 329, 329, 541, 165, 165]","[165, 165, 165, 216, 541, 329, 383, 437, 541, 593, 646, 697]",2158658866377.6577,162577.65660130445,-162577.65660130445,0.0,,,,CWT,mdp.39015056038063,2158404190720.6577,,0.0,-84.0,87.0,0.0,-84.0,,161204.65660130445,83908.71843155872,952122.7423908258,83908.71843155872,,2785186.04267586,83908.71843155872,,,14686.850963884553,0.0,-88.5,170338.05678790016,161204.65660130445,,4079.0628706054895,0.16426451166930683,0.7514615071493134,0.9670669213159011,0.07152419211787518,0.873981285843647,0.7232410893440928,0.07195880774827966,,0.16580341462250966,0.850387874579483,0.850387874579483,0.8503878745794828,,0.04693166992955343,0.7963883614726899,0.26906014583297,,,,,0.25,,0.06897962919167668,1.0,0.5454545454545454,0.1407728182927404,0.1407728182927404,0.7,1.8566245965842831,0.8529237786438978,4,1.6871242876816759,0.9813889989334196,3,0,0.47680907334484823,0.9032091537795086,2,0,0.5176426164554881,1.0,1,1.2909944487358056,0.8709005551264195,2.5,1.9200000000000004,0.8104502775632098,2,gaus,1.0,1.0,0.0,1,1.75,0.1612727143601549,0.78231721076587,0.9670669213159011,0.07900708047570557,0.8140286758504357,0.5646796439758646,0.08037800737516468,,0.2611490967109914,0.7672909618359336,0.7672909618359336,0.7672909618359334,,1.0,0.04641218695522248,0.79638836147269,0.26180445291386417,,,,,0.8928571428571428,,0.06826245079726506,0.2794117647058824,0.11538461538461539,0.1443955597341346,0.1443955597341346,0.21649484536082472,2.4530200088528837,0.8749569609555619,4,1.6244436725439577,0.9928558587967613,4,0.0,1.0,4.0,4.0,0.9,1,11.3125,11.5,5.963430220938282,16,1.0,0.7027969913930417,0.08916090258208748,3,1.5
raw,morl,2126481745.2981448,0.6663470432958057,546.0804076147327,-29.190865230474135,698,127,30938.225439661783,,False,15.236522524894662,362429.69725905516,0.027600819819502142,1.8520900963184685e-08,0.5137432587086052,8439.315639311242,,,,[],[],13,88995.6342270542,10945.754380852148,139365.09632011753,"[25, 85, 146, 202, 259, 309, 368, 404, 482, 518, 574, 629, 670]","[139365.09632011753, 61927.95506872397, 110786.03362159492, 95703.67180712559, 120790.7923233349, 68381.29673044792, 58060.697827190976, 96623.5603262487, 116432.47896810742, 10945.754380852148, 87807.71084779917, 62899.1305373783, 127219.06619278298]","[0, 57, 108, 165, 108, 277, 327, 327, 437, 511, 540, 595, 595]","[595, 108, 165, 217, 595, 327, 384, 595, 595, 540, 595, 647, 697]",1105542398479.0771,114030.82366479932,-114030.82366479932,0.0,,,,CWT,mdp.39015056038063,1105287722822.0771,,0.0,-88.0,86.0,0.0,-88.0,,112657.82366479932,88365.95745937743,1094605.2449517045,88365.95745937743,,2785186.04267586,88365.95745937743,,,10934.754380852148,0.0,-83.5,137992.09632011753,112657.82366479932,,8410.315639311242,0.0,1.0,0.9008394907801369,0.0,0.6717476607304558,0.9999999999999999,0.0,,0.04024789530776112,0.962722066423856,0.962722066423856,0.9627220664238558,,0.09712173655732735,1.0,0.0,,,,,0.0,,0.0,0.5789473684210527,0.9999999999999999,0.0,0.0,0.43333333333333335,1.6716465001612344,0.7679457937255881,6,1.7191188096822507,1.0,1,0,0.4312726094922174,0.8169504114826738,5,0,0.5103695930729418,0.9859497206154553,3,2.217355782608345,0.7782644217391654,3.75,2.3529411764705883,0.7016322108695827,4,morl,0.6956521739130435,,,3,3.75,0.0,1.0,0.9008394907801369,0.008355235663789623,0.6256676974978909,0.7807626700081052,0.009425290051523358,,0.14994412358509004,0.8686482514726817,0.8686482514726817,0.8686482514726814,,1.0,0.09604670367111809,1.0,0.0,,,,,0.8571428571428571,,0.0,0.16176470588235298,0.21153846153846156,0.004216278905650905,0.004216278905650905,0.134020618556701,2.383468110109324,0.8501487988803524,6,1.6209396262449713,0.9907141945727286,5,0.7071067811865476,0.9646446609406726,5.5,5.454545454545454,0.8448223304703363,2,8.0,8.0,8.48528137423857,2,0.7071823204419889,1.0,0.20497237569060775,2,2.0
raw,gaus8,2656830443.3815217,0.6712203596326963,632.147003399818,-30.956904868577077,698,127,37011.30731362465,,False,15.320347864505562,451130.6894461098,0.021197437558476123,2.0561081699223654e-07,0.42643595613876634,5845.062595182354,,,,[],[],12,90474.76233296709,39626.95144990766,161576.01874468298,"[25, 84, 146, 203, 260, 309, 366, 405, 483, 573, 634, 670]","[161340.4164127775, 39626.95144990766, 75354.8611385234, 77268.84188209944, 161576.01874468298, 42333.026742133356, 44094.96901521641, 100967.79605379977, 111543.0545787848, 75537.56952114041, 44538.30557190078, 151515.33688463853]","[0, 55, 108, 165, 165, 275, 329, 329, 329, 540, 593, 593]","[593, 165, 165, 216, 593, 329, 383, 437, 593, 593, 647, 697]",1656060122428.473,145558.808231809,-145558.808231809,0.0,,,,CWT,mdp.39015056038063,1655805446771.473,,0.0,-88.5,87.0,0.0,-84.0,,144185.808231809,89845.08556529033,1023359.1479956051,89845.08556529033,,2785186.04267586,89845.08556529033,,,39615.95144990766,0.0,-88.5,160203.01874468298,144185.808231809,,5816.062595182354,0.08336816453378501,0.8498096232738906,0.9787296475215721,0.04774515017776088,0.7369453667370967,0.8310596693261129,0.05022225533235958,,0.9999999999999999,1.0,1.0,1.0,,0.06705982604614705,0.8981872561249493,0.18475487944130395,,,,,0.25,,0.03605917257874676,0.5263157894736843,0.5454545454545454,0.0914227144001927,0.0914227144001927,0.7,2.176776686348474,1.0,1,1.6954245387323639,0.9862171998721447,2,0,0.5279054927085547,1.0,1,0,0.5111256967003683,0.9874103878854801,2,0.5773502691896257,0.9422649730810374,1.5,1.3333333333333333,0.8961324865405187,1,gaus,1.0,1.0,0.0,1,1.0,0.08184975591474475,0.8684555468777805,0.9787296475215721,0.05551806045070167,0.6863930278324428,0.6488603663591089,0.05894536406967354,,1.0,0.9022835164663646,0.9022835164663646,0.9022835164663643,,1.0,0.06631754609009904,0.8981872561249493,0.17977263033717722,,,,,0.8928571428571428,,0.03568426683052976,0.1470588235294118,0.11538461538461539,0.09525352964362074,0.09525352964362074,0.21649484536082472,2.766823596474978,0.9868861879377647,2,1.6204316121917188,0.9904036976699132,6,2.8284271247461903,0.8585786437626906,4.0,3.0,0.8292893218813453,3,11.3125,11.5,5.963430220938282,16,1.0,0.7027969913930417,0.08916090258208748,3,3.0
raw,gaus4,3325062778.377183,0.6809669923064775,647.6087296223221,-33.455603718492696,698,127,47925.78899808765,,False,15.148481796397254,530085.0556250226,0.01398187071304705,3.3649298274884466e-07,0.3173598043843865,4841.38897345259,,,,[],[],12,78637.41489077381,10622.901050142038,187761.5657676063,"[31, 72, 123, 203, 259, 308, 370, 405, 483, 574, 635, 670]","[187761.5657676063, 31867.707682763517, 21870.934915539096, 57638.082827316, 155294.23098373367, 10622.901050142038, 32800.51679373486, 70576.79028657482, 111415.10479467614, 53493.32721296839, 35084.88496607829, 175222.93140815254]","[0, 55, 109, 165, 165, 300, 335, 335, 335, 541, 165, 165]","[165, 165, 165, 216, 541, 335, 383, 438, 541, 593, 647, 697]",2938881627940.0166,183085.14594422845,-183085.14594422845,0.0,,,,CWT,mdp.39015056038063,2938626952283.0166,,0.0,-88.5,87.0,0.0,-84.0,,181712.14594422845,78007.73812309705,881310.9786892858,78007.73812309705,,2785186.04267586,78007.73812309705,,,10611.901050142038,0.0,-88.5,186388.5657676063,181712.14594422845,,4812.38897345259,0.2331965916413457,0.6373112662171688,0.819032412226989,0.10790340700634247,0.8673407787503786,0.6199964408947957,0.09492599809861783,,0.02944433076650848,0.7016675905867703,0.7016675905867703,0.7016675905867702,,0.05542936977005013,0.6951962924456963,0.4025714784481977,,,,,0.25,,0.12008459091245428,0.5263157894736843,0.5454545454545454,0.20023904701022543,0.20023904701022543,0.7,1.704247648843158,0.7829225935445038,5,1.5487189339368876,0.9008795234013764,4,0,0.41642694736085,0.7888285935883421,6,0,0.48281527069080554,0.9327193228348165,5,0.816496580927726,0.9183503419072274,5.0,4.8979591836734695,0.7091751709536137,3,gaus,1.0,1.0,0.0,1,2.5,0.22894931431841103,0.6823385613709639,0.819032412226989,0.11494259499984627,0.8078436885015468,0.48407007658854306,0.10302408247894189,,0.14037536777864723,0.6331031010251125,0.6331031010251125,0.6331031010251122,,1.0,0.05481582642252685,0.6951962924456963,0.3917154112422286,,,,,0.8928571428571428,,0.11883607631309541,0.1470588235294118,0.11538461538461539,0.2036110622458795,0.2036110622458795,0.21649484536082472,2.350317799472745,0.8383245598017328,8,1.503050573759132,0.9186607042443976,7,0.7071067811865476,0.9646446609406726,7.5,7.466666666666667,0.7948223304703363,4,11.3125,11.5,5.963430220938282,16,1.0,0.7027969913930417,0.08916090258208748,3,3.75
smoothed,mexh,9756260826.00484,0.6209417232588047,890.8309421092218,-40.88397877172469,698,127,105136.14828122326,,False,15.129078121517214,843365.6062331595,0.01270363666404942,9.341133042752026e-07,0.2556616700078478,87811.71813210411,,,,[],[],10,63895.62994254774,8918.737281332928,262680.97389815137,"[43, 85, 200, 239, 374, 420, 483, 527, 582, 629]","[8918.737281332928, 262680.97389815137, 20038.510843671786, 37262.28697106381, 15231.416834034339, 27897.77643204249, 9909.40733772835, 20102.717228361173, 23310.307593625068, 213604.16500546614]","[0, 0, 168, 219, 330, 330, 330, 330, 330, 330]","[51, 330, 330, 330, 382, 435, 488, 539, 592, 697]",11166958373826.64,237568.49851052085,-237568.49851052085,0.0,,,,CWT,mdp.39015056038063,11166745265470.48,,0.0,-61.0,65.0,0.0,-52.0,,236429.69851052086,63574.82460921441,614895.8994254774,63574.82460921441,,0.0,63574.82460921441,,,8916.337281332928,0.0,-43.0,261542.17389815138,236429.69851052086,,87291.91813210411,1.0,0.14736443668467103,0.802611264208333,0.6868558810818831,0.0,0.38171236052866564,0.27792264530275096,,0.0977803364172794,0.2504939946569367,0.2504939946569367,0.2504939946569367,,1.0,0.304254586467888,1.0,,,,,0.6000000000000001,,0.6519318477144782,0.8695652173913043,0.982456140350877,0.3616589500342082,0.3616589500342082,0.7446808510638298,2.4516737992082773,1.0,1,1.3970062369884773,0.8213745627712107,6,0,0.5518192045317776,1.0,1,0,0.4709237982580434,0.9098664424986783,6,2.886751345948129,0.7113248654051871,3.5,1.7142857142857144,0.6806624327025936,5,mexh,0.8695652173913043,,,2,4.25,1.0,0.12903187850749476,0.801002598273576,0.6868558810818831,0.059881922968794576,0.3908576440019225,0.277922645302751,,0.0901220975946263,0.30489970286797,0.30489970286797,0.3048997028679698,,0.0,1.0,0.31448139874069714,0.9999999999999999,,,,,0.1071428571428571,,0.6521783405631366,0.9558823529411766,0.9903846153846154,0.36160833423001976,0.36160833423001976,0.8762886597938144,2.34216113685197,0.8354151955436115,9,1.4128132516916136,0.8635078815204434,12,2.1213203435596424,0.8939339828220179,10.5,10.285714285714286,0.6844669914110089,5,6.5,6.5,2.1213203435596424,2,0.574585635359116,0.25,0.5227900552486188,1,4.0
smoothed,gaus2,5602601891.936581,0.670746564988832,725.0562917913396,-38.28098344010696,698,127,71372.83211132351,,False,15.046114286881282,650610.0121650869,0.01422692645331719,2.55206839083203e-06,0.34472342028858943,42908.17946567584,,,,[],[],11,74180.7286929739,10250.734087536912,221286.68891943776,"[39, 76, 123, 202, 259, 372, 419, 482, 581, 633, 668]","[34131.100006726134, 221286.68891943776, 10250.734087536912, 54482.91649287297, 87896.7068936247, 23600.469534205073, 50609.132924542886, 68733.67573937304, 34377.09537465284, 36841.529936756415, 193777.96571298415]","[0, 0, 110, 166, 166, 330, 330, 330, 330, 330, 330]","[54, 330, 330, 217, 330, 383, 436, 540, 593, 648, 697]",6140772449298.914,210429.4230962386,-210429.4230962386,0.0,,,,CWT,mdp.39015056038063,6140559340942.754,,0.0,-69.5,64.0,0.0,-47.0,,209290.62309623862,73859.92335964057,791927.6156227129,73859.92335964055,,0.0,73859.92335964057,,,10248.334087536912,0.0,-42.5,220147.88891943777,209290.62309623862,,42388.37946567584,0.5433842667696335,0.3687968281171358,0.7246299672271026,0.31747948920987784,0.6601375598086124,0.5182853454580535,0.17031086948930596,,0.14061285576000596,0.5026824332514863,0.5026824332514863,0.5026824332514858,,0.4825118986024293,0.5613322642987196,0.6604328824782625,,,,,0.4,,0.32590625947657287,0.13043478260869565,0.9999999999999999,0.28328373269612467,0.28328373269612467,0.9574468085106382,2.0875360321237784,0.8514738105852049,2,1.4448416150220502,0.8494995357863782,5,0,0.48094946549157375,0.8715707274081965,2,0,0.4718606180113889,0.9116764611458392,5,1.7320508075688772,0.8267949192431123,3.5,2.857142857142857,0.7383974596215561,3,gaus,1.0,1.0,0.0,1,2.5,0.5449560462494855,0.3229174459600788,0.7239129483698743,0.3174794892098778,0.6804891762721397,0.5254105357218843,0.170310869489306,,0.12959993771941003,0.5387820965388487,0.5387820965388487,0.5387820965388481,,0.0,0.48542244944810964,0.5674648679973487,0.66495945781524,,,,,0.07142857142857145,,0.32638363520104935,0.7058823529411765,1.0,0.28324408585773575,0.28324408585773575,0.979381443298969,2.0542326603000953,0.7327152485773404,12,1.4284177328341008,0.8730453008767817,9,2.1213203435596424,0.8939339828220179,10.5,10.285714285714286,0.6844669914110089,6,11.3125,11.5,5.963430220938282,16,1.0,0.7027969913930417,0.08916090258208748,3,5.25
smoothed,gaus8,2616940944.013488,0.6724612503666269,629.6076159171388,-32.63795836295107,698,127,37491.66668970159,,False,15.316720668518892,444173.3666359316,0.021642267371412376,1.2760501198816774e-06,0.5633801514051139,5959.435517762553,,,,[],[],11,94463.02360243081,36975.777325387404,161516.18154422156,"[24, 85, 147, 202, 259, 293, 404, 482, 573, 634, 670]","[161516.18154422156, 36975.777325387404, 71537.4186554873, 76367.95919918772, 161240.70698594672, 37330.23783161071, 105233.61066937218, 122222.30822239802, 72063.658722325, 41875.68256654484, 152729.7179042575]","[0, 56, 108, 165, 165, 277, 329, 329, 540, 595, 595]","[595, 165, 165, 217, 595, 329, 437, 595, 595, 646, 697]",1677172721562.7222,143495.48927953318,-143495.48927953318,0.0,,,,CWT,mdp.39015056038063,1676959613206.5623,,0.0,-69.5,64.0,0.0,-60.5,,142356.6892795332,94142.21826909747,1015032.8596267389,94142.21826909749,,0.0,94142.21826909747,,,36973.3773253874,0.0,-65.0,160377.38154422157,142356.6892795332,,5439.635517762553,0.0851747380064172,0.8488393862309135,0.9789846110800671,0.05197076887379945,0.6828648325358855,0.8535875638554351,0.05506122329476943,,0.9999999999999999,1.0,1.0,0.9999999999999999,,0.056698345317241966,0.8853158943084689,0.17012126306870184,,,,,0.4,,0.036373053036247174,0.13043478260869565,0.21052631578947364,0.08998453108012411,0.08998453108012411,0.3829787234042553,2.0809399448180472,0.8487833681177521,3,1.6869391909918428,0.9918416280012453,3,0,0.4608869599780953,0.8352137007793361,3,0,0.5080690176967554,0.9816342928208537,2,0.5,0.95,2.75,2.6666666666666665,0.8374999999999999,1,gaus,1.0,1.0,0.0,1,1.0,0.08832378318775441,0.7432413343450646,0.9753592721047224,0.05197076887379945,0.7018554962046673,0.8557531954273311,0.055061223294769424,,0.9216791524425586,0.9999999999999998,0.9999999999999998,1.0,,0.0,0.062003834315643575,0.8862887479771762,0.18118390261605108,,,,,0.07142857142857145,,0.037055468677096554,0.7058823529411765,0.5673076923076923,0.0899719373384105,0.0899719373384105,0.7010309278350515,2.091855116124441,0.7461346375317534,11,1.6311749220233331,0.9969699814318382,3,5.656854249492381,0.717157287525381,7.0,4.714285714285714,0.6835786437626905,7,11.3125,11.5,5.963430220938282,16,1.0,0.7027969913930417,0.08916090258208748,3,6.0
raw,mexh,9702621655.381533,0.6161360918710376,876.7878878205775,-39.184478873451106,698,127,103784.75994027143,,False,15.127490662502305,831922.7114459442,0.01275757758997043,2.847048616347609e-08,0.1895310804715827,86355.01173397023,,,,[],[],11,59139.00068492001,9742.987737994119,259583.42284946796,"[41, 87, 124, 202, 239, 292, 372, 483, 527, 582, 629]","[14393.723124284268, 259583.42284946796, 10989.617958037212, 24976.35965220003, 38024.21596770045, 9742.987737994119, 20732.68807501038, 13504.110772648215, 23155.1041134611, 24237.68634888431, 211189.09093443202]","[0, 0, 110, 179, 217, 280, 336, 336, 336, 336, 336]","[51, 336, 336, 336, 336, 336, 382, 489, 540, 591, 697]",10977290273879.137,239097.29925827263,-239097.29925827263,0.0,,,,CWT,mdp.39015056038063,10977035598222.137,,0.0,-93.5,88.0,0.0,-89.0,,237724.29925827263,58509.32391724324,588191.0075341201,58509.32391724323,,2785186.04267586,58509.32391724324,,,9731.987737994119,0.0,-84.5,258210.42284946796,237724.29925827263,,86326.01173397023,1.0,0.15010707262143197,0.7995275379628659,0.6820492613291794,0.0,0.37264683494201195,0.2658256402085011,,0.0,0.2102560713949576,0.2102560713949576,0.21025607139495728,,1.0,0.27631933184149543,1.0,,,,,0.5,,0.6466041778623068,0.0,0.909090909090909,0.3626592957415054,0.3626592957415054,0.3666666666666667,2.159998361646389,0.992292124034905,2,1.3862416332790872,0.8063675561407591,6,0,0.43248342079494745,0.8192440252439508,4,0,0.46716519243771304,0.9024859576604902,6,1.9148542155126762,0.8085145784487324,4.5,3.6923076923076925,0.6792572892243662,5,mexh,0.8695652173913043,,,2,4.25,0.9817867092608844,0.25562008178237233,0.7995275379628659,0.682085859367934,0.0,0.29094873781939495,0.27153429515160676,,0.114296418565818,0.18971058745664537,0.18971058745664537,0.18971058745664499,,1.0,0.9889310784144116,0.2763193318414955,0.9730331933901125,,,,,0.9285714285714285,,0.639881460568328,0.0,0.19230769230769232,0.3653465019085832,0.3653465019085832,0.11340206185567009,2.803589340181808,1.0,1,1.4137079737014893,0.8640547333470188,11,7.0710678118654755,0.6464466094067263,6.0,1.8333333333333335,0.6732233047033631,8,6.5,6.5,2.1213203435596424,2,0.574585635359116,0.25,0.5227900552486188,1,6.25
raw,gaus1,13234388959.095264,0.6495611759131827,583.0568368029283,-40.94953896576634,698,127,95216.8146497003,,False,14.267039609354645,2128598.731286927,0.020955767911695164,3.2133516057500007e-07,0.028144491312824066,321.5779235676699,,,,[],[],9,50796.37986867041,15597.057760736905,152246.35158409824,"[102, 156, 210, 267, 321, 377, 427, 533, 587]","[15597.057760736905, 64004.19785889036, 46677.98746117786, 152246.35158409824, 27395.816888110923, 17717.586092856935, 50103.2129774372, 50459.125510147096, 32966.08268457821]","[6, 6, 193, 6, 289, 363, 395, 451, 451]","[111, 193, 226, 451, 451, 451, 451, 552, 606]",16372607186146.176,458890.2469914734,-458890.2469914734,0.0,,,,CWT,mdp.39015056038063,16372352510489.176,,0.0,-90.0,90.0,0.0,-94.5,,457517.2469914734,50166.70310099364,394829.4188180337,50166.70310099365,,2785186.04267586,50166.70310099364,,,15586.057760736905,0.0,-94.5,150873.35158409824,457517.2469914734,,292.5779235676699,0.8823836253940204,0.0,0.0,1.0,0.4471777844853609,0.06036249060550147,0.9999999999999999,,0.19589335869823057,0.0,0.0,0.0,,0.003054311131655489,0.0,0.1071488485645809,,,,,1.0,,1.0,0.368421052631579,0.0,1.0,1.0,0.0,1.4507116927207453,0.6664494809315066,9,1.367731197654551,0.7956001586111157,9,0,0.33389411221614623,0.632488422317822,10,0,0.4842748429264119,0.9355389752150641,4,2.70801280154532,0.729198719845468,8.0,6.990291262135923,0.464599359922734,10,gaus,1.0,1.0,0.0,1,7.75,0.8663125158812842,0.12414859067763684,0.0,0.9961587007554112,0.41650267078999126,0.04712877933349058,0.995443812924251,,0.2877998679440117,0.0,0.0,0.0,,1.0,0.003020503201241212,0.0,0.10425938628686776,,,,,1.0,,0.9896030407409299,0.10294117647058826,0.0,1.0,1.0,0.0,2.045075543144782,0.7294490365740091,13,1.4160923647677661,0.8655120671283177,10,2.1213203435596424,0.8939339828220179,11.5,11.304347826086955,0.659466991411009,9,11.3125,11.5,5.963430220938282,16,1.0,0.7027969913930417,0.08916090258208748,3,7.5
raw,gaus2,5576371620.189223,0.6655912280305936,711.499261237069,-36.60191101625845,698,127,70396.59067300295,,False,15.038513779392819,645376.4612588728,0.013881590907318168,3.844245874600883e-07,0.2528838425192612,41903.11802466608,,,,[],[],12,70660.48937026736,12223.162921854542,218212.68243749655,"[39, 77, 123, 202, 258, 292, 371, 420, 483, 582, 634, 669]","[37118.6352227008, 218212.68243749655, 12223.162921854542, 56433.39011190164, 89450.38721778525, 18680.879919145693, 26246.582603476745, 48696.22719950508, 73029.58854926153, 36617.75897553857, 37969.810136290005, 193246.76714825188]","[0, 0, 109, 165, 165, 277, 334, 334, 334, 334, 334, 334]","[54, 334, 334, 217, 334, 334, 383, 436, 539, 592, 647, 697]",6064859353490.28,212789.78472361615,-212789.78472361615,0.0,,,,CWT,mdp.39015056038063,6064604677833.28,,0.0,-93.0,87.0,0.0,-79.5,,211416.78472361615,70030.8126025906,785587.8724432082,70030.8126025906,,2785186.04267586,70030.8126025906,,,12212.162921854542,0.0,-84.0,216839.68243749655,211416.78472361615,,41874.11802466608,0.5416642741325045,0.3697379523728957,0.7168505884398239,0.31057964461622206,0.6616359794747964,0.4952349375910141,0.16020367164661342,,0.08299351477500544,0.5006280061812257,0.5006280061812257,0.5006280061812256,,0.4848964892743098,0.5584051906796392,0.6558699359213669,,,,,0.25,,0.3248376177074583,0.05263157894736842,0.9545454545454545,0.28637454678240204,0.28637454678240204,1.0,2.002735398849235,0.9200463287801967,3,1.4248870056764813,0.828847312734509,5,0,0.45991520671136327,0.8712074662297037,3,0,0.4651295783248387,0.8985534875582157,7,1.9148542155126762,0.8085145784487324,4.5,3.9622641509433962,0.6792572892243662,6,gaus,1.0,1.0,0.0,1,4.75,0.5317987852247371,0.4479840973434024,0.7168505884398239,0.3151468848026181,0.6162496485802638,0.3866609521548576,0.16738907772730463,,0.18780407183785103,0.4517083978587411,0.4517083978587411,0.45170839785874095,,1.0,0.47952920805740523,0.5584051906796392,0.638183218198136,,,,,0.8928571428571428,,0.32146029423034045,0.01470588235294118,0.20192307692307693,0.289383390727339,0.289383390727339,0.30927835051546393,2.61808251467147,0.9338323830628104,3,1.4124487019796539,0.8632850696597065,13,7.0710678118654755,0.6464466094067263,8.0,4.875,0.6232233047033631,10,11.3125,11.5,5.963430220938282,16,1.0,0.7027969913930417,0.08916090258208748,3,8.25
