amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,smoothness_normalized,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
,,53445.85850294476,53060.168847772344,589919.7364476988,0.16694565068651507,,,167959.39208406585,167885.19208406584,153096.2673986276,,,inu.32000013032901,False,-524917.2029750046,-197628.8969408351,196830.8969408351,5215212168872.058,5215160428766.058,,,[],[],173093.67313863127,172306.67313863127,7461.182242798677,7437.182242798677,"[0, 0, 121, 151]",0.0,-27.0,4,25.0,"[50, 99, 132, 162]",0.0,-27.0,"[22992.739150409674, 173093.67313863127, 7461.182242798677, 10235.839479939401]",53060.168847772344,202598.43401177903,53060.168847772344,"[73, 206, 206, 206]",0.0,-13.5,102,207,raw,3.336187644054416e-07,,,,,0.0,360720.9552384273,197628.8969408351,196830.8969408351,0.021876172664680407,mexh,2036.3429397894752,6272901193.475337,13.327025564316557,-45.981397820859236,0.7030406365444729,CWT,1.0,0.0,0.44796466628555415,1.0,0.9999999999999999,0.3957389169167683,0.10451220379888254,0.0,0.09262270014954153,0.4041791720058826,0.4041791720058826,0.40417917200588244,,1.0,0.7394519924102995,1.0,,,,,0.33333333333333337,,0.9999999999999999,0.935483870967742,0.06451612903225806,0.5828695344877559,0.5828695344877559,0.15384615384615385,2.7585244389529726,1.0,1,1.6240827814290375,0.961886545317627,5,0.0,0.5498236260523207,0.7253588639761476,2,0.0,0.4935269733751506,0.9693677266814593,4,1.8257418583505538,0.8174258141649446,3.0,2.0512820512820515,0.7587129070824723,3,mexh,0.375,,,2,2.75,,1.0,0.019258815178395117,0.0792540977918954,0.4691059667839973,1.0,1.0,0.31819823871148545,0.10664093608801423,1.0,0.08637322968684703,0.4199489454544665,0.4199489454544665,0.41994894545446626,,1.0,1.0,0.7022415898102958,0.9622505162649886,,,,,0.6363636363636364,,0.998694663337077,0.90625,0.06451612903225801,0.5837758232907342,0.5837758232907342,0.08695652173913038,3.4379831056340544,1.0,1,2.0578187565404544,1.0,1,0.0,1.0,1.0,1.0,0.975,1,1.5,1.5,0.7071067811865476,2,0.10344827586206896,0.12772319171982632,0.8892692493806038,1,1.0
,,52727.23334145086,52518.8855153639,592611.2719542246,0.24056928869199765,,,167850.75291892208,167370.15291892207,152918.62788934098,,,inu.32000013032901,False,-530081.8873737651,-198177.6594769433,197479.0594769433,5221691521031.16,5221644884269.28,,,[],[],177589.89512237272,176891.2951223727,4416.492066588922,4409.692066588922,"[0, 0, 121, 151]",0.0,-21.0,4,19.0,"[50, 99, 133, 161]",0.0,-21.0,"[20955.18633835987, 177589.89512237272, 4416.492066588922, 7947.359838481934]",52518.8855153639,206116.93336580344,52518.8855153639,"[74, 206, 206, 206]",0.0,-16.5,102,207,smoothed,5.4634838455147885e-06,,,,,0.0,0.0,198177.6594769433,197479.0594769433,0.02175334676825444,mexh,2027.0601369186134,6268620690.386467,13.321218871333969,-47.1096873836586,0.7017618641659562,CWT,0.9999999999999999,0.0,0.4797506773339587,1.0,1.0,0.4424984713179344,0.10761461246057064,0.0,0.0,0.41031561504961905,0.41031561504961905,0.41031561504961883,,0.9999999999999999,0.7231147411878711,1.0,,,,,0.2,,1.0000000000000002,0.55,0.16666666666666666,0.586930342698902,0.586930342698902,0.18181818181818182,2.653643864248456,1.0,1,1.8798759329155552,1.0,1,0.0,0.5161719371585274,0.6800568165757715,3,0.0,0.5292275885447825,1.0,1,1.0,0.9,1.5,1.2000000000000002,0.875,1,mexh,0.16666666666666666,,,2,1.25,0.7331845357905794,0.9985630805572323,0.8094262152779051,0.0,0.45468943783697147,0.9992594630300983,0.9904323175053149,0.4424984713179345,0.10761461246057064,0.0,0.008335835225903254,0.410315615049619,0.410315615049619,0.41031561504961883,,0.0,0.9969308925987188,0.7231147411878711,1.0,,,,,0.09090909090909094,,1.0,0.71875,0.45161290322580644,0.5867056666735587,0.5867056666735587,0.6086956521739131,2.7416289447961466,0.7974527100797135,4,1.8855893996976043,0.9163048950275887,2,1.4142135623730951,0.9292893218813453,3.0,2.6666666666666665,0.8896446609406726,2,1.5,1.5,0.7071067811865476,2,0.10344827586206896,0.12772319171982632,0.8892692493806038,1,1.75
,,81560.44104581782,81174.7513906454,450160.3384804934,0.3259854712943853,,,10758.807907427916,10684.607907427915,43639.13603827647,,,inu.32000013032901,False,,-99951.95785636581,99153.95785636581,566530950663.738,566479210557.738,,,[],[],115391.11529023331,114604.11529023331,40288.06271768982,40264.06271768982,"[0, 75, 75]",0.0,-27.5,3,26.0,"[26, 99, 182]",0.0,-27.5,"[115391.11529023331, 40288.06271768982, 89002.14512953034]",81174.7513906454,233496.32313745347,81174.75139064541,"[75, 120, 206]",0.0,-18.5,102,207,raw,9.96979465095324e-07,,,,,0.0,360720.9552384273,99951.95785636581,99153.95785636581,0.017691345145676572,gaus6,799.1266649031209,801724489.2298928,13.539883846160569,-36.32423390095907,0.6908686179785924,CWT,0.11380557492830272,0.736734426315918,0.9974820407146945,0.0512450162978305,0.9084757834757835,0.7465215936035027,0.0533434470104968,,1.0,0.9332784688085981,0.9332784688085981,0.9332784688085981,,0.06324507137707067,0.9332784688085981,0.48606593279710164,,,,,0.5,,0.062464484532072054,0.6129032258064516,0.03225806451612903,0.14038598523872184,0.14038598523872184,0.07692307692307693,2.2485327391975223,0.8151215582672079,3,1.6838821864102171,0.997303608860893,2,0.0,0.4891246929759814,0.6452813499250726,4,0.125,0.5091225546209327,1.0,1,1.2909944487358056,0.8709005551264195,2.5,1.9200000000000004,0.8104502775632098,2,gaus,0.6875,1.0,0.21875,1,1.75,,0.11460529905256062,0.12143811071631232,0.7575993018379157,0.9975784710166016,0.05347373095155388,0.908929836995039,0.5867082883476373,0.05608227791187649,,0.932527658418459,0.9203099331552369,0.9203099331552369,0.9203099331552369,,1.0,0.06324507137707067,0.8855402782781711,0.48713135121901435,,,,,0.7272727272727273,,0.06290382857034552,0.59375,0.032258064516129004,0.14225364684791333,0.14225364684791333,0.04347826086956513,2.876554510361334,0.8366982681349803,3,1.67158686631931,0.8123100545208042,6,2.1213203435596424,0.8939339828220179,4.5,4.0,0.834466991411009,3,11.125,10.5,5.5362442142665635,16,0.7672413793103449,1.0,0.16293103448275859,3,3.0
,,85860.77237116704,85652.42454508008,347897.53437080584,0.45737247954949256,,,24657.3476361634,24176.7476361634,42142.098532760145,,,inu.32000013032901,False,,-105731.22053226647,105032.62053226646,616762694708.588,616716057946.708,,,[],[],124422.43382933894,123723.83382933894,33609.78470114685,33602.984701146845,"[0, 75, 75]",0.0,-21.5,3,20.0,"[27, 98, 182]",0.0,-21.5,"[124422.43382933894, 33609.78470114685, 99550.09858301537]",85652.42454508008,252790.31711350114,85652.4245450801,"[75, 120, 206]",0.0,-21.5,102,207,smoothed,4.490210806537201e-06,,,,,0.0,0.0,105731.22053226647,105032.62053226646,0.017031750533276185,gaus4,799.6215219157302,833055899.3577907,13.516036110232578,-37.80174282631283,0.6866534053234821,CWT,0.10264330801670098,0.7073175212319206,0.9900910879181939,0.05893778323480213,0.8858676207513421,0.8085315523156459,0.0190881992859208,,0.7588194934480459,1.0,1.0,1.0,,0.14198700410969048,1.0,0.5622225294842506,,,,,0.4,,0.07301662812520335,0.05,0.08333333333333333,0.1688912022809635,0.1688912022809635,0.09090909090909091,2.2753305613215224,0.8574362942880895,3,1.8220806779187724,0.9692558141817654,2,0.0,0.4641478917122531,0.6115151075352803,4,0.11111111111111112,0.5064156569791552,0.9568958004847155,3,0.816496580927726,0.9183503419072274,3.0,2.823529411764706,0.8091751709536137,2,gaus,1.0,1.0,0.0,1,1.75,0.5232926275231599,0.10249581785174182,0.6595102594708258,0.6538150954433665,0.9383706609329953,0.058894137627392706,0.8773919206236711,0.808531552315646,0.0190881992859208,,0.7608299344103628,1.0,1.0,1.0,,0.0,0.14364444428500223,1.0,0.5622225294842506,,,,,0.18181818181818182,,0.07301662812520335,0.40625,0.41935483870967744,0.16882655099054045,0.16882655099054045,0.5652173913043478,2.3535526365256625,0.6845736480405437,8,1.8015279486330795,0.8754551113440896,3,3.5355339059327378,0.8232233047033631,5.5,4.363636363636364,0.7741116523516816,4,11.125,10.5,5.5362442142665635,16,0.7672413793103449,1.0,0.16293103448275859,3,3.75
,,80824.11104940675,80615.7632233198,448698.6499618625,0.46248075522111864,,,3649.082127752376,3168.482127752376,39923.832501370394,,,inu.32000013032901,False,,-91386.14501434263,90687.54501434263,468555135885.5077,468508499123.6277,,,[],[],112151.73497764513,111453.13497764512,42888.47767927364,42881.677679273635,"[0, 74, 74]",0.0,-17.0,3,20.0,"[25, 98, 182]",0.0,-17.0,"[112151.73497764513, 42888.47767927364, 87432.12049130148]",80615.7632233198,237680.33314822026,80615.76322331978,"[74, 120, 206]",0.0,-17.0,102,207,smoothed,3.236736943360057e-06,,,,,0.0,0.0,91386.14501434263,90687.54501434263,0.020273494833460033,gaus8,737.8010828647799,764706810.0822232,13.4679870829864,-36.62293595995757,0.6689400397840296,CWT,0.08467401542892436,0.7968959180073447,0.864222553739095,0.04710446913767123,0.7520572450805015,0.8171559543610012,0.055553504811474426,,1.0,0.9103615061746989,0.9103615061746989,0.9103615061746984,,0.016105754259274678,0.9103615061746989,0.46118638116887345,,,,,0.4,,0.04318208609497057,0.5,0.8333333333333334,0.10402333817283937,0.10402333817283937,0.9090909090909092,2.351504069826788,0.8861415435234986,2,1.6850020903144323,0.8963368596889864,5,0.0,0.5723136546422741,0.7540235608340271,2,0.11111111111111112,0.45327412774093506,0.8564824237287086,5,1.7320508075688772,0.8267949192431123,3.5,2.857142857142857,0.7383974596215561,4,gaus,1.0,1.0,0.0,1,3.25,0.2529738058059132,0.08455234568985735,0.46643419062708424,0.7366176646988001,0.8190772534378787,0.04706958653682719,0.7448618001417436,0.8171559543610014,0.05555350481147442,,1.0,0.9103615061746989,0.9103615061746989,0.9103615061746984,,0.0,0.018456638146125526,0.9103615061746989,0.46118638116887356,,,,,0.18181818181818182,,0.043182086094970575,0.6875,0.7096774193548387,0.10398351820024068,0.10398351820024068,0.9565217391304348,2.2812614311185033,0.6635464343556682,9,1.6873684834274032,0.8199791541720411,5,2.8284271247461903,0.8585786437626906,7.0,6.428571428571429,0.7542893218813453,5,11.125,10.5,5.5362442142665635,16,0.7672413793103449,1.0,0.16293103448275859,3,4.5
,,85105.80201568316,84720.11236051074,357353.2874066758,0.34173725567612895,,,24487.849250913692,24413.64925091369,42499.35924054461,,,inu.32000013032901,False,,-106382.21032035508,105584.21032035508,626244038833.5273,626192298727.5273,,,[],[],122704.65709808274,121917.65709808274,35798.629234847525,35774.629234847525,"[0, 75, 75]",0.0,-27.5,3,26.0,"[26, 99, 181]",0.0,-27.5,"[122704.65709808274, 35798.629234847525, 96814.11971411924]",84720.11236051074,244132.4060470495,84720.11236051076,"[75, 120, 206]",0.0,-18.5,102,207,raw,1.187987004173763e-06,,,,,0.0,360720.9552384273,106382.21032035508,105584.21032035508,0.016884149059001128,gaus4,813.1538315209928,847245346.550253,13.533577351492374,-36.745471628604,0.6893530359003505,CWT,0.10457763489897064,0.7045986628357517,0.9812011219649256,0.059138773450944315,0.8970797720797716,0.7812641698142991,0.019364898922032796,,0.8759062703312448,1.0,1.0,1.0,,0.1450561359550962,1.0,0.5512047832591848,,,,,0.5,,0.07450728511778787,0.6129032258064516,0.03225806451612903,0.1695154907238678,0.1695154907238678,0.07692307692307693,2.395862923971829,0.8685306137368152,2,1.6533859722055186,0.9792417843886129,3,0.0,0.514842130239765,0.6792092682503954,3,0.125,0.5004964334238137,0.9830568865613475,2,0.5773502691896257,0.9422649730810374,2.5,2.4000000000000004,0.8461324865405186,1,gaus,0.6875,1.0,0.21875,1,1.0,,0.10538568654826128,0.15085953372971783,0.7280104292992237,0.9819210627102015,0.061348944926985054,0.8975903614457827,0.6133023349834686,0.022508865033570247,,0.8168068232660415,0.9834074489704692,0.9834074489704692,0.9834074489704692,,1.0,0.1450561359550962,0.9486377940934033,0.547350585978132,,,,,0.7272727272727273,,0.07492421844049524,0.59375,0.032258064516129004,0.17131986339388994,0.17131986339388994,0.04347826086956513,3.0188266131789714,0.8780807003477757,2,1.6486754520666498,0.8011762196386797,9,4.949747468305833,0.7525126265847084,5.5,3.2727272727272725,0.7387563132923542,6,11.125,10.5,5.5362442142665635,16,0.7672413793103449,1.0,0.16293103448275859,3,5.25
,,82279.81241622439,82071.46459013743,438479.67053046403,0.4298154757873172,,,11845.931011420083,11365.331011420083,43297.79007637298,,,inu.32000013032901,False,,-99262.06494948454,98563.46494948454,558436324069.3524,558389687307.4724,,,[],[],116904.17542227307,116205.57542227306,37668.47316118738,37661.67316118738,"[0, 75, 75]",0.0,-21.5,3,20.0,"[26, 98, 182]",0.0,-21.5,"[116904.17542227307, 37668.47316118738, 92266.78866521273]",82071.46459013743,242047.43724867317,82071.46459013745,"[75, 120, 206]",0.0,-21.5,102,207,smoothed,3.694956789993118e-06,,,,,0.0,0.0,99262.06494948454,98563.46494948454,0.01782353201238385,gaus6,782.0140741415377,784147367.8642474,13.517148338990529,-37.38465917520982,0.6852325471251303,CWT,0.1120051064640169,0.7390120132249699,0.9930046662247388,0.05047022322300546,0.8751341681574244,0.7620065221708422,0.05185673811459519,,0.8643167376220593,0.9362689217512065,0.9362689217512065,0.9362689217512064,,0.065221164662764,0.9362689217512064,0.5003176713608044,,,,,0.4,,0.061275387866435806,0.05,0.08333333333333333,0.13963793660704776,0.13963793660704776,0.09090909090909091,2.1308489498412797,0.802989797745434,4,1.7798826184535463,0.9468085565056805,3,0.0,0.43855178185524357,0.5777922184493213,5,0.11111111111111112,0.48635456684120293,0.9189894430457273,4,0.816496580927726,0.9183503419072274,4.0,3.8709677419354844,0.7591751709536136,3,gaus,1.0,1.0,0.0,1,2.5,0.3517915415944747,0.11184416414884951,0.5370150692980187,0.6831121744572907,0.9411320395925501,0.050432848156829635,0.8667611622962438,0.7620065221708424,0.05185673811459519,,0.8654477709401549,0.9362689217512065,0.9362689217512065,0.9362689217512064,,0.0,0.06730148583654649,0.9362689217512064,0.5003176713608045,,,,,0.18181818181818182,,0.061275387866435806,0.40625,0.41935483870967744,0.13958448342137714,0.13958448342137714,0.5652173913043478,2.20902312249329,0.642534606663196,10,1.7725572876157973,0.8613767767360472,4,4.242640687119285,0.7878679656440357,7.0,5.714285714285714,0.7189339828220178,7,11.125,10.5,5.5362442142665635,16,0.7672413793103449,1.0,0.16293103448275859,3,6.0
,,61848.958983370576,61463.26932819816,458880.94339117006,0.35284441132181704,,,4407.346585223836,4333.146585223836,40096.316578326616,,,inu.32000013032901,False,,-91808.9359776522,91010.9359776522,472994140064.7879,472942399958.7879,,,[],[],110474.5957006333,109687.5957006333,7234.111540943535,7210.111540943535,"[0, 74, 120, 74]",0.0,-22.5,4,25.0,"[26, 99, 141, 182]",0.0,-22.5,"[110474.5957006333, 45813.92272259184, 7234.111540943535, 83873.20596931363]",61463.26932819816,236210.8359334823,61463.26932819816,"[74, 120, 149, 206]",0.0,-13.5,102,207,raw,8.45003699905598e-07,,,,,0.0,360720.9552384273,91808.9359776522,91010.9359776522,0.02017298758995593,gaus8,757.3904501942927,779719947.7309011,13.494015514553947,-35.54060663562301,0.675618073316283,CWT,0.08512195408584791,0.7965164895139139,0.8790678313376445,0.047429215869551546,0.7938034188034181,0.8057624229742869,0.056536237750957216,,0.08634617318920293,0.5623203981249567,0.5623203981249567,0.5623203981249565,,0.025396848810371117,0.9503069605690649,0.44227641976018506,,,,,0.33333333333333337,,0.04360019209648288,0.935483870967742,0.3548387096774194,0.10349751129309796,0.10349751129309796,0.846153846153846,1.7357777860331316,0.6292414022229814,6,1.6291358353491656,0.9648792896740809,4,0.0,0.4222637551084796,0.5570745657165384,6,0.125,0.48864108147651714,0.9597710355620268,5,0.9574271077563381,0.9042572892243662,5.25,5.106382978723405,0.6896286446121831,4,gaus,0.6875,1.0,0.21875,1,3.25,,0.08594756303053551,0.09802886050029488,0.8126433915530163,0.8836991713289026,0.04966689419722266,0.7948263642806515,0.632054763792437,0.05923700016441158,,0.08052019469752214,0.5695006469504053,0.5695006469504053,0.569500646950405,,1.0,0.025396848810371117,0.9016438584715475,0.4466490438578722,,,,,0.6363636363636364,,0.0440746411162862,0.90625,0.3548387096774193,0.10544531955581865,0.10544531955581865,0.47826086956521735,2.3640734640412275,0.6876338223323615,7,1.6039092460491213,0.7794220171000712,11,2.8284271247461903,0.8585786437626906,9.0,8.555555555555555,0.7042893218813453,8,11.125,10.5,5.5362442142665635,16,0.7672413793103449,1.0,0.16293103448275859,3,6.75
,,84483.68619636328,84275.33837027632,501120.19680808217,-0.0031784770308479733,,,0.0,480.6,41594.62395306128,,,inu.32000013032901,False,,-110825.80229493782,110127.20229493782,541195454464.56604,541148817702.68604,,,[],[],144852.07372886114,144153.47372886114,24115.29866386542,24108.49866386542,"[4, 91]",0.0,-22.0,2,21.0,"[56, 105]",0.0,-22.0,"[144852.07372886114, 24115.29866386542]",84275.33837027632,164175.37239272657,84275.33837027631,"[156, 156]",0.0,-22.0,102,207,smoothed,2.7916332126247773e-06,,,,,0.0,0.0,110825.80229493782,110127.20229493782,0.018160900848677528,gaus7,783.668680173355,782743179.2914186,13.519818736205812,-37.29101622695697,0.6718764800606233,CWT,0.09820843376457372,0.7461280094184347,1.0,0.05022711531023001,0.7742397137745977,0.03097433589833254,0.07451726042728155,,0.5120298909339773,0.9754917151082312,0.9754917151082312,0.9754917151082305,,0.0,0.4743005556171083,0.7304388757466269,,,,,0.6000000000000001,,0.05780475888538779,0.0,0.0,0.1919286995082017,0.1919286995082017,0.0,1.979595085805443,0.7459912433901857,5,1.4012408081477017,0.7453900460199391,7,0.0,0.4060647589660142,0.5349905475803209,7,0.11111111111111112,0.36085438246532114,0.6818510415482358,9,1.632993161855452,0.8367006838144548,7.0,6.702127659574468,0.5683503419072274,7,gaus,1.0,1.0,0.0,1,5.5,0.15698463557356393,0.09806731615665366,0.39787362380343777,0.6896899073576458,0.9477619507777328,0.05018992027445127,0.7668320340184265,0.03097433589833254,0.07451726042728155,,0.5160975293583178,0.9754917151082312,0.9754917151082312,0.9754917151082305,,0.0,0.0024396058690678915,0.4743005556171084,0.7304388757466268,,,,,0.2727272727272727,,0.05780475888538779,0.375,0.3870967741935484,0.1918552294995521,0.1918552294995521,0.5217391304347826,2.03165420486104,0.5909436266663532,12,1.4105016140663234,0.6854352987031851,13,0.7071067811865476,0.9646446609406726,12.5,12.48,0.6698223304703363,9,11.125,10.5,5.5362442142665635,16,0.7672413793103449,1.0,0.16293103448275859,3,7.5
,,40712.31962946882,40326.629974296404,339281.23444653983,0.3978595232039658,,,95001.09230283134,94926.89230283134,95891.04243872949,,,inu.32000013032901,False,,-139032.8024208843,138234.8024208843,2081264974684.8662,2081213234578.8662,,,[],[],131262.23151961647,130475.23151961647,4110.300192331051,4086.300192331051,"[0, 38, 75, 120, 75, 175]",0.0,-12.5,6,23.0,"[29, 47, 99, 140, 168, 180]",0.0,-21.5,"[131262.23151961647, 7878.29845895672, 32613.39116769623, 7128.285278609692, 61281.41115960271, 4110.300192331051]",40326.629974296404,233088.9177768129,40326.6299742964,"[206, 206, 120, 150, 206, 206]",0.0,-12.5,102,207,raw,1.3809826654082264e-06,,,,,0.0,360720.9552384273,139032.8024208843,138234.8024208843,0.02447405212116969,gaus2,1329.8478793765028,2662556218.0371194,13.388044325655027,-41.976727675274674,0.6350762527233116,CWT,0.5368510866821663,0.30551188597016454,0.6054913983025251,0.37393124486855717,0.48896011396011413,0.90504901281713,0.012748352943486065,,0.0,0.1645417363977894,0.1645417363977894,0.16454173639778918,,0.5652430475243907,0.930722762002947,0.6274237446335709,,,,,0.0,,0.36795261704695204,1.0,1.0,0.31742501791770045,0.31742501791770045,0.9999999999999998,1.920728655529021,0.6962884317450724,4,1.396776771060582,0.8272612691042668,6,0.0,0.47284410115975933,0.6238030593876804,5,0.125,0.45497044222059196,0.8936363908673036,6,0.9574271077563381,0.9042572892243662,5.25,5.1063829787234045,0.6896286446121831,5,gaus,0.6875,1.0,0.21875,1,4.0,,0.5372690439030935,0.18058719273379115,0.3605529148747942,0.6205998965966237,0.37540193923408766,0.4914953933380583,0.7080546604199269,0.015971209881628534,,0.0,0.19332754433842197,0.19332754433842197,0.1933275443384217,,1.0,0.5652430475243906,0.8831233860439974,0.6178131055887904,,,,,0.45454545454545453,,0.36782347142222094,0.96875,1.0,0.3189080313022411,0.3189080313022411,0.5652173913043478,2.610296167794227,0.7592521800111696,5,1.4158980432871429,0.6880577012853697,12,4.949747468305833,0.7525126265847084,8.5,7.0588235294117645,0.6637563132923542,10,11.125,10.5,5.5362442142665635,16,0.7672413793103449,1.0,0.16293103448275859,3,8.25
