wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
bior3.7,1,symmetric,1.6327133862294427e-28,336.4803719813991,279927.89543988934,0.5972222222222222,16.37688489955577,58,smoothed,5.163254881117725e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999996, 5.53333333333342, 22.600000000000023, 14.933333333333277, 28.199999999999925, 0.3999999999999799, 15.66666666666663, 1.5999999999999073, 7.600000000000136, 35.26666666666659, 4.733333333333407, 2.200000000000047, 3.3333333333333144, 449.4666666666666]",15,3.3203590192029147,12907.94336494698,0.77987936850085,2.7507027849136682e-05,1.0,14,46.13809523809521,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999996, 21.399999999999977, 22.600000000000023, 14.933333333333277, 38.86666666666655, 14.53333333333319, 21.866666666666557, 1.5999999999999073, 7.600000000000136, 50.733333333333285, 4.733333333333407, 6.733333333333347, 3.3333333333333144]","[5, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888888,449.4666666666666,-449.4666666666666,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095237,198.53333333333342,0.0,54.48095238095237,58.40000000000009,66.1571428571429,0.0,198.53333333333342,0.0,-10.5,0.0,-10.5,7.0,0.8865169449549549,0.5205647122722785,0.8978122081856226,0.35169491525423724,0.9441935126689086,,0,,21,1.7594539983711817,0.941519034680406,14,0,0,0.7201564586672003,0.9388544801789379,13,4.358898943540674,0.9925488906948022,16.0,15.30841121495327,0.9825992316721874,1,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,2.0
bior3.7,1,periodic,1.6361646526897847e-28,336.47120145549763,280017.8249626758,0.5972222222222222,16.37688489955577,58,smoothed,5.239821986264287e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999996, 5.53333333333342, 22.600000000000023, 14.933333333333277, 28.199999999999925, 0.3999999999999799, 15.66666666666663, 1.5999999999999073, 7.600000000000136, 35.26666666666659, 4.733333333333407, 2.200000000000047, 3.3333333333333144, 449.4666666666666]",15,3.3188888360003848,12573.04267989074,0.8005276393235292,2.7507027849136682e-05,1.0,14,46.13809523809521,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999996, 21.399999999999977, 22.600000000000023, 14.933333333333277, 38.86666666666655, 14.53333333333319, 21.866666666666557, 1.5999999999999073, 7.600000000000136, 50.733333333333285, 4.733333333333407, 6.733333333333347, 3.3333333333333144]","[5, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888888,449.4666666666666,-449.4666666666666,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095237,198.53333333333342,0.0,54.48095238095237,58.40000000000009,66.1571428571429,0.0,198.53333333333342,0.0,-10.5,0.0,-10.5,7.0,0.8864284461997501,0.5198795154475105,0.898272191090201,0.35169491525423724,0.9073861946734608,,0,,22,1.744565364959785,0.9335518290756071,18,0,0,0.712732252533032,0.9291756817637493,17,2.6457513110645907,0.9954773481862144,19.0,18.769516728624534,0.9814993578537909,2,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,2.75
bior3.7,1,reflect,1.6024336499982771e-28,336.56167095317164,299627.7552137714,0.6111111111111112,18.845987162905185,58,smoothed,5.0345264355900664e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999996, 5.53333333333342, 22.600000000000023, 14.933333333333277, 28.199999999999925, 0.3999999999999799, 15.66666666666663, 1.5999999999999073, 7.600000000000136, 35.26666666666659, 4.733333333333407, 2.200000000000047, 3.3333333333333144, 449.4666666666666]",15,3.1922129781932362,12845.576564164734,0.8077698225410881,2.7507027849136682e-05,1.0,14,46.13809523809521,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999996, 21.399999999999977, 22.600000000000023, 14.933333333333277, 38.86666666666655, 14.53333333333319, 21.866666666666557, 1.5999999999999073, 7.600000000000136, 50.733333333333285, 4.733333333333407, 6.733333333333347, 3.3333333333333144]","[1, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888888,449.4666666666666,-449.4666666666666,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095237,198.53333333333342,0.0,54.48095238095237,58.40000000000009,66.1571428571429,0.0,198.53333333333342,0.0,-10.5,0.0,-10.5,7.0,0.8873015082263079,0.46084068586841664,0.9985755441603499,0.42372881355932235,0.9373390785898462,,0,,25,1.8065161768098355,0.9667029479026547,8,0,0,0.7415571260808486,0.9667541292597887,7,10.115993936995679,0.9827077026718023,13.333333333333334,9.74477958236659,0.9799578399398898,3,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,3.5
bior3.7,1,antireflect,1.6319483271618794e-28,336.48240748134754,299906.2452024537,0.6111111111111112,18.845987162905185,58,smoothed,5.1326280390591e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999996, 5.53333333333342, 22.600000000000023, 14.933333333333277, 28.199999999999925, 0.3999999999999799, 15.66666666666663, 1.5999999999999073, 7.600000000000136, 35.26666666666659, 4.733333333333407, 2.200000000000047, 3.3333333333333144, 449.4666666666666]",15,3.1874328721874057,13273.375949057658,0.7811656560324279,2.7507027849136682e-05,1.0,14,46.13809523809521,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999996, 21.399999999999977, 22.600000000000023, 14.933333333333277, 38.86666666666655, 14.53333333333319, 21.866666666666557, 1.5999999999999073, 7.600000000000136, 50.733333333333285, 4.733333333333407, 6.733333333333347, 3.3333333333333144]","[5, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888888,449.4666666666666,-449.4666666666666,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095237,198.53333333333342,0.0,54.48095238095237,58.40000000000009,66.1571428571429,0.0,198.53333333333342,0.0,-10.5,0.0,-10.5,7.0,0.8865365882353501,0.45861285912436667,1.0,0.42372881355932235,0.9843564443362514,,0,,27,1.824462485661623,0.976306376808357,6,0,0,0.7506469410510581,0.9786043507027412,6,12.12435565298214,0.979274605721398,13.0,8.1,0.9785261917495879,4,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,4.25
bior3.7,1,antisymmetric,1.634804547680783e-28,336.47481314425454,280018.443398426,0.5972222222222222,16.37688489955577,58,smoothed,5.2091951442056624e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999996, 5.53333333333342, 22.600000000000023, 14.933333333333277, 28.199999999999925, 0.3999999999999799, 15.66666666666663, 1.5999999999999073, 7.600000000000136, 35.26666666666659, 4.733333333333407, 2.200000000000047, 3.3333333333333144, 449.4666666666666]",15,3.3188800704434454,12573.03709658376,0.8005275507438635,2.7507027849136682e-05,1.0,14,46.13809523809521,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999996, 21.399999999999977, 22.600000000000023, 14.933333333333277, 38.86666666666655, 14.53333333333319, 21.866666666666557, 1.5999999999999073, 7.600000000000136, 50.733333333333285, 4.733333333333407, 6.733333333333347, 3.3333333333333144]","[5, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888888,449.4666666666666,-449.4666666666666,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095237,198.53333333333342,0.0,54.48095238095237,58.40000000000009,66.1571428571429,0.0,198.53333333333342,0.0,-10.5,0.0,-10.5,7.0,0.8864633002487553,0.5198754301527175,0.898275354343645,0.35169491525423724,0.9073855810391368,,0,,26,1.744585570914784,0.9335626416863733,17,0,0,0.7127389162076984,0.9291843690715416,16,5.507570547286102,0.9905853494918186,19.666666666666668,18.775221238938055,0.9784835579367925,5,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,5.0
bior2.8,1,antireflect,1.0557772957341127e-28,338.3737483322715,234560.72765578164,0.6081081081081081,19.00237468793761,58,smoothed,4.122131314238191e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999997, 5.53333333333342, 22.60000000000003, 14.933333333333277, 28.199999999999935, 0.3999999999999764, 15.666666666666629, 1.5999999999999073, 7.600000000000136, 35.266666666666595, 4.733333333333404, 2.200000000000051, 3.3333333333333357, 449.4666666666667]",15,3.4703427382953245,10994.11221735842,0.6805574979111834,2.750702784913668e-05,1.0,14,46.13809523809522,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999997, 21.39999999999998, 22.60000000000003, 14.933333333333277, 38.86666666666656, 14.53333333333319, 21.86666666666656, 1.5999999999999073, 7.600000000000136, 50.7333333333333, 4.733333333333404, 6.733333333333347, 3.3333333333333357]","[4, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888889,449.4666666666667,-449.4666666666667,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095236,198.5333333333333,0.0,54.48095238095236,58.39999999999998,66.1571428571429,0.0,198.5333333333333,0.0,-10.5,0.0,-10.5,7.0,0.9047886833466673,0.5904664550701535,0.6657624767599943,0.408153916628493,0.7338535677773194,,0,,9,1.6277906696853992,0.8710633534055295,24,0,0,0.6606050199165255,0.8612183854119119,24,8.660254037844387,0.9851961469438557,19.0,15.42857142857143,0.9763587572326116,6,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,5.75
bior2.8,1,symmetric,1.0556540033930103e-28,338.37425552550553,237335.72617845837,0.6081081081081081,17.592186727973427,58,smoothed,4.107825191113079e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999997, 5.53333333333342, 22.60000000000003, 14.933333333333277, 28.199999999999935, 0.3999999999999764, 15.666666666666629, 1.5999999999999073, 7.600000000000136, 35.266666666666595, 4.733333333333404, 2.200000000000051, 3.3333333333333357, 449.4666666666667]",15,3.4308095942748027,11000.325692529626,0.6904272242622255,2.750702784913668e-05,1.0,14,46.13809523809522,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999997, 21.39999999999998, 22.60000000000003, 14.933333333333277, 38.86666666666656, 14.53333333333319, 21.86666666666656, 1.5999999999999073, 7.600000000000136, 50.7333333333333, 4.733333333333404, 6.733333333333347, 3.3333333333333357]","[4, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888889,449.4666666666667,-449.4666666666667,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095236,198.5333333333333,0.0,54.48095238095236,58.39999999999998,66.1571428571429,0.0,198.5333333333333,0.0,-10.5,0.0,-10.5,7.0,0.904793577937266,0.5720415508069701,0.6799563904060479,0.408153916628493,0.7345364608458868,,0,,3,1.6259512683586208,0.8700790529559688,25,0,0,0.6598963793249328,0.8602945439518426,26,13.0,0.9777777777777777,18.0,7.285180572851806,0.9735042735042735,7,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,6.5
bior2.8,1,periodic,1.057932179283088e-28,338.36489324248976,234993.279546608,0.6081081081081081,17.65650606193699,58,smoothed,4.176735585744985e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999997, 5.53333333333342, 22.60000000000003, 14.933333333333277, 28.199999999999935, 0.3999999999999764, 15.666666666666629, 1.5999999999999073, 7.600000000000136, 35.266666666666595, 4.733333333333404, 2.200000000000051, 3.3333333333333357, 449.4666666666667]",15,3.458979624928192,10572.376805723665,0.7065482367817368,2.750702784913668e-05,1.0,14,46.13809523809522,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999997, 21.39999999999998, 22.60000000000003, 14.933333333333277, 38.86666666666656, 14.53333333333319, 21.86666666666656, 1.5999999999999073, 7.600000000000136, 50.7333333333333, 4.733333333333404, 6.733333333333347, 3.3333333333333357]","[4, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888889,449.4666666666667,-449.4666666666667,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095236,198.5333333333333,0.0,54.48095238095236,58.39999999999998,66.1571428571429,0.0,198.5333333333333,0.0,-10.5,0.0,-10.5,7.0,0.9047032286594087,0.5851705374013633,0.6679749479147195,0.408153916628493,0.6875026640657463,,0,,4,1.6076573121313826,0.8602895909845275,28,0,0,0.6507010589339461,0.848306777068885,29,14.153915830374762,0.9758052720848295,20.333333333333332,9.36923076923077,0.9705237186634974,8,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,7.25
bior2.8,1,antisymmetric,1.0581021924092133e-28,338.36419537327106,237401.5989061247,0.6081081081081081,17.389769373180258,58,smoothed,4.1997057172889546e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999997, 5.53333333333342, 22.60000000000003, 14.933333333333277, 28.199999999999935, 0.3999999999999764, 15.666666666666629, 1.5999999999999073, 7.600000000000136, 35.266666666666595, 4.733333333333404, 2.200000000000051, 3.3333333333333357, 449.4666666666667]",15,3.4293666032125327,10582.849675056585,0.7175145896561633,2.750702784913668e-05,1.0,14,46.13809523809522,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999997, 21.39999999999998, 22.60000000000003, 14.933333333333277, 38.86666666666656, 14.53333333333319, 21.86666666666656, 1.5999999999999073, 7.600000000000136, 50.7333333333333, 4.733333333333404, 6.733333333333347, 3.3333333333333357]","[4, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888889,449.4666666666667,-449.4666666666667,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095236,198.5333333333333,0.0,54.48095238095236,58.39999999999998,66.1571428571429,0.0,198.5333333333333,0.0,-10.5,0.0,-10.5,7.0,0.9046964939794335,0.5713690272110437,0.6802933245703315,0.408153916628493,0.688653686589922,,0,,8,1.6073721135657135,0.860136975526272,29,0,0,0.6506332897958448,0.8482184277134657,30,12.423096769056148,0.9787639371469126,22.333333333333332,15.55886736214605,0.9702936494851372,9,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,8.0
bior2.8,1,reflect,1.0580681897839883e-28,338.36433493814377,234517.50917340943,0.5945945945945946,17.47260856311958,58,smoothed,4.192049006774298e-15,,"[6, 10, 13, 17, 19, 23, 26, 28, 33, 36, 40, 43, 45, 49, 51]","[402.5333333333334, 34.39999999999997, 5.53333333333342, 22.60000000000003, 14.933333333333277, 28.199999999999935, 0.3999999999999764, 15.666666666666629, 1.5999999999999073, 7.600000000000136, 35.266666666666595, 4.733333333333404, 2.200000000000051, 3.3333333333333357, 449.4666666666667]",15,3.471363816809518,10578.592332683407,0.7074036343498409,2.750702784913668e-05,1.0,14,46.13809523809522,1.5999999999999073,402.6,"[6, 10, 13, 17, 19, 23, 27, 30, 34, 37, 41, 43, 47, 50]","[402.6, 34.39999999999997, 21.39999999999998, 22.60000000000003, 14.933333333333277, 38.86666666666656, 14.53333333333319, 21.86666666666656, 1.5999999999999073, 7.600000000000136, 50.7333333333333, 4.733333333333404, 6.733333333333347, 3.3333333333333357]","[4, 8, 12, 12, 18, 12, 26, 28, 33, 36, 40, 42, 45, 49]","[51, 51, 15, 21, 21, 51, 40, 40, 36, 40, 51, 51, 51, 51]",0.05,20,376863.2888888889,449.4666666666667,-449.4666666666667,DWT,mdp.39015061285097,0.0,-10.5,1.7763568394002505e-15,245.39999999999998,54.48095238095236,198.5333333333333,0.0,54.48095238095236,58.39999999999998,66.1571428571429,0.0,198.5333333333333,0.0,-10.5,0.0,-10.5,7.0,0.9046978408288551,0.5909423411737087,0.66554141739665,0.33806688043976196,0.6881857826364896,,0,,7,1.581561649012993,0.8463252795723981,32,0,0,0.6374868524950931,0.8310796637550826,33,14.730919862656235,0.9748189404057158,24.0,14.676373262739908,0.9668966496900374,10,bior,265.85185185185185,243.0,202.8560447787087,135,0.5705266863102436,1.0,0.30063131958282946,5,8.75
