amplitude_max,amplitude_max_diff,avg_prominence,avg_prominence_diff,avg_variance_across_levels,correlation,dominant_frequency,dominant_frequency_diff,dynamic_cutoff,dynamic_cutoff_diff,emd_value,frequency_max,frequency_max_diff,htid,is_complex,kl_divergence,lower_envelope,lower_envelope_diff,max_autocorrelation,max_autocorrelation_diff,num_fft_peaks,num_fft_peaks_diff,positive_amplitudes,positive_frequencies,prominence_max,prominence_max_diff,prominence_min,prominence_min_diff,relative_left_bases,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,relative_num_peaks,relative_num_peaks_diff,relative_peaks,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_prominences,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,relative_right_bases,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,scales_used,signal_length,signal_type,smoothness,spectral_bandwidth,spectral_bandwidth_diff,spectral_centroid,spectral_centroid_diff,spectral_magnitude,spectral_magnitude_diff,upper_envelope,upper_envelope_diff,variance_ratio_across_levels,wavelet,wavelet_adaptive_threshold,wavelet_energy_entropy,wavelet_entropy,wavelet_psnr,wavelet_sparsity,wavelet_type,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_smoothness_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_spectral_magnitude_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank,across_top_wavelet_rank
,,85631.64174943097,85059.92746371668,877968.8993984575,0.22675768254993736,,,157598.80688969197,157491.20688969197,164952.47802865822,,,uva.x030718197,False,-560406.527149128,-249116.57524542004,248016.57524542004,5980939172490.323,5980867844687.323,,,[],[],225101.63064881254,224011.63064881254,6696.8368211735215,6691.8368211735215,"[0, 130, 149]",0.0,-22.0,3,25.0,"[73, 134, 168]",0.0,-22.0,"[225101.63064881254, 6696.8368211735215, 25096.457778306853]",85059.92746371668,240886.92524829292,85059.9274637167,"[197, 149, 197]",0.0,-17.5,98,198,raw,1.8310652183896825e-07,,,,,0.0,461643.6363297075,249116.57524542004,248016.57524542004,0.02027815786395559,mexh,2126.5639436099354,7541672691.808522,13.202441582254846,-43.95570833403212,0.6584209441352299,CWT,0.9999999999999999,0.0,0.24831553902815673,1.0,0.6154221571498297,0.5702421036819016,0.11672692176616711,0.0,0.03682121342474738,0.686463425678126,0.686463425678126,0.6864634256781262,,1.0,0.8008474714256164,1.0,,,,,0.625,,1.0,0.6333333333333333,0.33333333333333337,0.6918371403180089,0.6918371403180089,0.4166666666666667,3.236022038977749,1.0,1,1.4451142425532377,0.8426982331628187,6,0.0,0.6635047554181498,0.8025861902557995,2,0.0,0.4438383402032569,0.8501045237551094,6,2.6299556396765835,0.7370044360323417,3.75,2.1818181818181817,0.6810022180161708,3,mexh,0.375,,,2,2.75,1.0,0.022023426372369842,0.12447109041700222,0.312302068451353,1.0,0.6247619047619055,0.4397283579158031,0.12132431574665478,1.0,0.02159800162535161,0.5593361081507535,0.5593361081507535,0.5593361081507537,,1.0,1.0,0.8063879172082519,0.9857317094373371,,,,,0.7272727272727272,,0.9994158191636697,0.6333333333333333,0.33333333333333337,0.6925575977026314,0.6925575977026314,0.23809523809523808,3.7178674650037706,1.0,1,1.9117665477573342,1.0,1,0.0,1.0,1.0,1.0,0.975,1,1.5,1.5,0.7071067811865476,2,0.10714285714285714,0.08333333333333334,0.8999999999999999,1,1.0,1
,,124157.43723015852,123841.27359379489,875076.8562460761,0.32242138636984413,,,157591.0720397322,157051.2720397322,164779.30239394173,,,uva.x030718197,False,-569856.3747100525,-248586.57851031353,247687.17851031353,5984219040487.572,5984158599335.8125,,,[],[],226650.32078211222,225750.92078211223,21664.55367820483,21657.95367820483,"[0, 149]",0.0,-21.0,2,20.0,"[74, 170]",0.0,-16.5,"[226650.32078211222, 21664.55367820483]",123841.27359379489,241359.27446031704,123841.27359379489,"[197, 197]",0.0,-21.0,98,198,smoothed,2.7662050569324706e-06,,,,,0.0,0.0,248586.57851031353,247687.17851031353,0.020087677824832232,mexh,2117.6802301400576,7529479730.711718,13.196511218146167,-45.69911555037337,0.6571325499896928,CWT,1.0,0.0,0.33038827512474767,1.0000000000000002,0.6519756838905774,0.5969114762836764,0.12051647446217228,0.0,0.1709345205289695,1.0,1.0,1.0,,1.0,0.8375626620753721,1.0,,,,,0.6,,1.0,0.08333333333333333,0.25,0.6910314764993208,0.6910314764993208,0.32258064516129037,3.484323740161696,1.0,1,1.5129555914169444,0.8839126185426104,4,0.0,0.6890338652926865,0.8317547223783307,2,0.0,0.4624739887201468,0.8841839828023449,5,1.8257418583505538,0.8174258141649446,3.0,2.0512820512820515,0.7587129070824723,1,mexh,0.14285714285714285,,,2,1.25,0.9986727944363375,0.7820590231190123,0.0,0.28764850873962616,0.9982224978843373,0.6128571428571431,0.5969114762836766,0.12051647446217226,0.0,0.17093452052896946,1.0,1.0,1.0,,0.0,0.997204714878704,0.8090498330078303,1.0,,,,,0.2727272727272727,,0.9999999999999999,0.39999999999999997,0.4,0.691031476499321,0.691031476499321,0.5,3.419911129792596,0.9198582687479226,2,1.7092690860197837,0.8940783528328302,4,1.4142135623730951,0.9292893218813453,3.0,2.6666666666666665,0.8896446609406726,2,1.5,1.5,0.7071067811865476,2,0.10714285714285714,0.08333333333333334,0.8999999999999999,1,1.75,2
,,86717.62305890894,86145.90877319465,545865.9858420208,0.3704916716163731,,,48081.80186610411,47974.201866104115,53242.558244966815,,,uva.x030718197,False,,-121382.38838092663,120282.38838092663,762406324401.6257,762334996598.6257,,,[],[],118408.0438057271,117318.0438057271,28977.379380427934,28972.379380427934,"[0, 61, 125]",0.0,-17.5,3,25.0,"[37, 70, 175]",0.0,-26.5,"[118408.0438057271, 28977.379380427934, 112767.44599057178]",86145.90877319465,244144.86917672682,86145.90877319465,"[125, 125, 197]",0.0,-13.0,98,198,raw,5.963828799840599e-07,,,,,0.0,461643.6363297075,121382.38838092663,120282.38838092663,0.016334271285002606,gaus4,939.2417011705809,1118890003.8088527,13.326112137083058,-34.979129363629006,0.6970212327355184,CWT,0.14250718672475998,0.7319982114113036,0.810271704634585,0.059771966427916025,0.9809663250366032,0.8869154383765967,0.022996592042924112,,0.5341881207826342,0.7016078051720103,0.7016078051720103,0.7016078051720103,,0.3041441142948221,0.8197329542409005,0.08836028111403767,,,,,0.625,,0.07200533666198616,0.9333333333333332,0.6333333333333333,0.0953158363293764,0.0953158363293764,0.04166666666666663,1.8869511385772229,0.5831082470542461,4,1.6733242605779104,0.9757757251122913,2,0.0,0.4533728020430357,0.5484071470263999,4,0.125,0.5130967749506697,0.9827584730737078,2,1.1547005383792515,0.8845299461620748,3.0,2.6666666666666665,0.7922649730810374,1,gaus,0.6875,1.0,0.21875,1,1.0,0.14386323863671294,0.14362341151297306,0.7653566862706456,0.8264221717309999,0.06368028851060605,0.9814285714285715,0.6758948005140133,0.028557219914456672,,0.24392011075145686,0.5716758745091715,0.5716758745091715,0.5716758745091716,,1.0,0.3041441142948221,0.8247480037638651,0.11046940034704067,,,,,0.7272727272727272,,0.07301224027248211,0.9333333333333332,0.6333333333333333,0.10075497738069296,0.10075497738069296,0.02380952380952378,2.336510852912736,0.6284545844913184,5,1.6648634736709127,0.8708508241364198,6,0.7071067811865476,0.9646446609406726,5.5,5.454545454545454,0.8448223304703363,3,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,2.75,3
,,63388.77841685589,62817.064131141604,639875.0138847589,0.3458213082643665,,,22435.678140571526,22328.078140571528,49550.49666743356,,,uva.x030718197,False,,-125614.9468771547,124514.9468771547,688735147269.8568,688663819466.8568,,,[],[],113259.16074906393,112169.16074906393,9598.01557096393,9593.01557096393,"[0, 0, 60, 125]",0.0,-12.5,4,24.0,"[17, 29, 73, 179]",0.0,-21.5,"[9598.01557096393, 96222.04019356385, 34475.8971538318, 113259.16074906393]",62817.064131141604,237547.11366742355,62817.0641311416,"[23, 125, 125, 197]",0.0,-12.5,98,198,raw,4.785948378792287e-07,,,,,0.0,461643.6363297075,125614.9468771547,124514.9468771547,0.016931240675053194,gaus6,922.2744271627301,1034210399.9440109,13.343201435225492,-34.5513529604831,0.6990311276025561,CWT,0.11416667520139029,0.7668813849475915,0.8879250835683743,0.04737576040739133,1.0,0.8325619324205441,0.04952902170771246,,0.10158401256387041,0.3762791155070364,0.3762791155070364,0.37627911550703635,,0.14119219521986776,0.7814874223878433,0.044365825203051434,,,,,0.5,,0.05890463169178548,0.9666666666666666,0.9666666666666666,0.11508197236041855,0.11508197236041855,0.45833333333333337,1.4131342339209358,0.4366886927529521,7,1.7148656371681577,1.0,1,0.0,0.38415728892678797,0.4646829317514689,6,0.125,0.5220985511790006,1.0,1,3.2015621187164243,0.6798437881283576,3.75,1.731958762886598,0.6524218940641788,5,gaus,0.6875,1.0,0.21875,1,4.0,0.11556754522055301,0.10896615641622803,0.7958979131596662,0.8974653698323511,0.05133561080449199,1.0000000000000002,0.6353594199245576,0.05481698505816256,,0.05054685585050764,0.30659535260484316,0.30659535260484316,0.30659535260484316,,1.0,0.14119219521986776,0.7875664669159268,0.06823046727940643,,,,,0.6363636363636362,,0.05993399699171138,0.9666666666666666,0.9666666666666668,0.12036475664355317,0.12036475664355317,0.26190476190476186,1.9679670802201288,0.5293268516816623,8,1.6953699106983438,0.886808021976929,5,2.1213203435596424,0.8939339828220179,6.5,6.153846153846153,0.784466991411009,4,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,3.5,4
,,69039.41542518442,68723.25178882078,565259.5183315348,0.552371032051112,,,108987.97001079257,108448.17001079257,102954.16515590333,,,uva.x030718197,False,,-167686.77148419578,166787.37148419578,2453437553688.102,2453377112536.3423,,,[],[],157828.25922858642,156928.85922858643,7169.849663312918,7163.249663312918,"[0, 0, 126, 126]",0.0,-20.0,4,18.0,"[39, 72, 140, 172]",0.0,-20.0,"[17229.656368110824, 157828.25922858642, 7169.849663312918, 93929.8964407275]",68723.25178882078,269202.0617007377,68723.25178882078,"[50, 197, 147, 197]",0.0,-20.0,98,198,smoothed,3.369720425788055e-06,,,,,0.0,0.0,167686.77148419578,166787.37148419578,0.022785853089354206,gaus2,1447.9760830083308,3308149112.669947,13.216686680194323,-41.81169796876512,0.6620284477427335,CWT,0.5255469143235688,0.3149680876492511,0.4267233116066641,0.38351437797518223,0.700101317122594,0.9747371398583706,0.03397446141864439,,0.026301904012595384,0.22607847459985048,0.22607847459985048,0.22607847459985053,,0.689459811504417,1.0,0.435417270203084,,,,,0.19999999999999996,,0.3732091565061692,0.25,0.75,0.3162162531293583,0.3162162531293583,0.09677419354838711,1.7862456574118994,0.5126520354073085,2,1.4352889390373882,0.8385375034581298,7,0.0,0.3665593047023516,0.44248541047890133,3,0.125,0.4736879442791822,0.9056234586020452,4,2.160246899469287,0.7839753100530713,4.0,3.2621359223300974,0.6919876550265356,3,gaus,0.8392857142857143,1.0,0.11249999999999998,1,2.5,0.524849405534913,0.9596338067682627,0.2775433649428536,0.3715214293901481,0.38283268035694423,0.658095238095239,0.9747371398583708,0.03397446141864438,,0.026301904012595335,0.37370606171987103,0.37370606171987103,0.3737060617198711,,0.0,0.6883873343898697,0.9659573780463295,0.4354172702030841,,,,,0.09090909090909094,,0.3732091565061692,0.4666666666666666,0.4666666666666667,0.31621625312935825,0.31621625312935825,0.3333333333333333,1.898561733939768,0.5106587988439342,9,1.6557707732791127,0.866094646975319,7,1.4142135623730951,0.9292893218813453,8.0,7.875,0.7646446609406726,5,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,4.25,5
,,53010.24883509969,52438.534549385404,653378.9058183682,0.36023482714731553,,,16326.382179342128,16218.782179342128,44442.87119923825,,,uva.x030718197,False,,-123288.04309591943,122188.04309591943,598793368598.9308,598722040795.9308,,,[],[],115746.78730757986,114656.78730757986,7951.135486148258,7946.135486148258,"[0, 24, 60, 125, 125]",0.0,-12.0,5,23.0,"[17, 29, 73, 142, 179]",0.0,-21.0,"[88135.4579668967, 8774.424283557804, 44443.43913131581, 7951.135486148258, 115746.78730757986]",52438.534549385404,249043.24417549843,52438.5345493854,"[125, 125, 125, 146, 197]",0.0,-12.0,98,198,raw,3.991487790014776e-07,,,,,0.0,461643.6363297075,123288.04309591943,122188.04309591943,0.018611213685894527,gaus8,873.5432983623183,1015317455.8953468,13.307763097072868,-33.94474689260109,0.6807359307359307,CWT,0.07496020060755157,0.8163472848394003,0.7268940875372226,0.044610031517878616,0.8267447535383118,0.8643176578338192,0.05334026271710259,,0.06482082996202468,0.2315469831923702,0.2315469831923702,0.23154698319237013,,0.10237457460267933,0.8481276040243876,0.06562126560580031,,,,,0.375,,0.042910578756329185,0.9999999999999999,1.0,0.10421528340336553,0.10421528340336553,0.5,1.2490416587176854,0.3859805785229616,8,1.5958095602491498,0.9305741077676435,3,0.0,0.35013759780964737,0.42353215767724584,8,0.125,0.4804948969416124,0.9203145571972207,3,2.886751345948129,0.7113248654051871,5.5,4.363636363636364,0.5806624327025935,6,gaus,0.6875,1.0,0.21875,1,4.75,0.07642307232983159,0.08559041911934057,0.8392067385534834,0.7501420065920545,0.048581378444446224,0.8309523809523814,0.6590419845150026,0.05858905927364484,,0.034113779637921386,0.18866640754375025,0.18866640754375025,0.1886664075437503,,1.0,0.10237457460267933,0.8523527111912672,0.08863774601269336,,,,,0.5454545454545454,,0.0439673665079918,1.0,1.0,0.1095840268422752,0.1095840268422752,0.2857142857142857,1.8428583858996532,0.49567619159274795,10,1.5709231529815035,0.8217128575789396,9,0.7071067811865476,0.9646446609406726,9.5,9.473684210526315,0.7448223304703363,6,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,5.0,6
,,108114.89104259657,107543.17675688228,696063.4857275748,0.07571498793700443,,,5240.924083761402,5133.324083761401,47186.203826483325,,,uva.x030718197,False,,-121172.08823745567,120072.08823745567,650522643007.6857,650451315204.6857,,,[],[],166385.4305641343,165295.4305641343,49844.35152105887,49839.35152105887,"[3, 3]",0.0,-27.0,2,26.0,"[45, 93]",0.0,-27.0,"[49844.35152105887, 166385.4305641343]",107543.17675688228,200221.78208519315,107543.1767568823,"[64, 160]",0.0,-27.0,98,198,raw,2.706200520807666e-07,,,,,0.0,461643.6363297075,121172.08823745567,120072.08823745567,0.017236975871250827,gaus7,900.6909856246456,1016871798.9083103,13.367865933892336,-34.34849518831983,0.6749123891981035,CWT,0.09601820527572391,0.783423491565713,0.9999999999999998,0.04483757103549389,0.7715959004392389,0.23746629960787885,0.06538725052020164,,0.9999999999999999,1.0,1.0,1.0,,0.03193910880550435,0.565121848376923,0.49830142820138,,,,,0.75,,0.0521094267826004,0.0,0.0,0.09433373029424444,0.09433373029424444,0.0,2.111469398200902,0.6524891897423263,3,1.4510581222668197,0.8461643237910019,5,0.0,0.43472423376820696,0.5258495342237794,5,0.125,0.4221398169206072,0.8085443178636159,7,1.632993161855452,0.8367006838144548,5.0,4.565217391304348,0.6683503419072274,4,gaus,0.6875,1.0,0.21875,1,3.25,0.09744777555564768,0.04777288860816603,0.8103810057292358,1.0,0.04880797213010412,0.7771428571428575,0.1915531274162411,0.07051224438692927,,0.4521371793009758,0.8148083164055111,0.8148083164055111,0.8148083164055112,,1.0,0.03193910880550435,0.5772202075510094,0.504052553381727,,,,,0.8181818181818181,,0.05315044273664225,0.0,0.0,0.09978064013382716,0.09978064013382716,0.0,2.419334778118952,0.6507318512271115,4,1.4698820803301487,0.7688606551121245,10,4.242640687119285,0.7878679656440357,7.0,5.714285714285714,0.7189339828220178,7,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,5.75,7
,,36406.35323710121,35834.63895138693,464385.0474747465,0.4218193123210491,,,11607.29029649606,11499.69029649606,34677.42725941696,,,uva.x030718197,False,,-100972.23577207018,99872.23577207018,357487816296.5936,357416488493.5936,,,[],[],109308.48489894375,108218.48489894375,5047.357129909811,5042.357129909811,"[0, 25, 34, 51, 51, 80, 126, 126]",0.0,-19.5,8,20.0,"[16, 28, 37, 55, 73, 89, 141, 178]",0.0,-15.0,"[72668.74553905924, 6982.495913071645, 5047.357129909811, 5120.770290474964, 66522.67542383408, 6948.648471869965, 18651.64822964623, 109308.48489894375]",35834.63895138693,275242.8258968097,35834.63895138692,"[126, 126, 51, 58, 126, 126, 146, 197]",0.0,-15.0,98,198,raw,1.0825650080874016e-07,,,,,0.0,461643.6363297075,100972.23577207018,99872.23577207018,0.022077411070101548,morl,700.2533846349938,710582298.1319574,13.242708004780894,-31.692592344860326,0.6765615337043909,CWT,0.0,1.0,0.43128523975326927,0.0,0.7872132747681801,1.0,0.0,,0.0,0.0,0.0,0.0,,0.07239011820565955,1.0,0.010609409958431362,,,,,0.0,,0.0,0.7999999999999999,0.5,0.0,0.0,1.0,0.8714997640820454,0.26931206079095493,9,1.530527929783907,0.892506034648489,4,0.0,0.24164282344029228,0.29229510637851547,9,0.125,0.4535355020744928,0.8686779556279575,5,2.6299556396765835,0.7370044360323417,6.75,5.950413223140496,0.5310022180161709,8,morl,1.0,,,3,6.75,0.00158141490046243,0.0,1.0,0.47969662196128404,0.004156781060698285,0.792380952380953,0.7602302203469627,0.005796955823217813,,0.005138985739757455,0.0,0.0,0.0,,1.0,0.07239011820565955,1.0,0.03582104353279482,,,,,0.2727272727272727,,0.0011303596774083213,0.7999999999999999,0.5,0.006193121298220361,0.006193121298220361,0.5714285714285714,1.5120663283257703,0.4067025902775791,13,1.4657643774015834,0.7667067818092383,11,1.4142135623730951,0.9292893218813453,12.0,11.916666666666666,0.6646446609406726,8,14.0,14.0,8.48528137423857,2,1.0,1.0,0.0,3,6.75,8
,,,,4023596.691170378,-0.04086675339247352,,,61695.19285265425,61155.392852654244,142360.4461761231,,,uva.x030718197,False,,-315274.088434844,314374.68843484396,5508064723342.16,5508004282190.4,,,[],[],,,,,[],,,0,22.0,[],,,[],,,,[],,,98,198,smoothed,3.506911177182507e-06,,,,,0.0,0.0,315274.088434844,314374.68843484396,0.02386153549301341,gaus1,1574.3744338640233,5935836342.162539,13.159122668821425,-45.364640494273786,0.5908060193774479,CWT,0.8279551654058281,0.027099987735940245,0.1518631313333506,0.7672633762737043,0.0,0.0,1.0,,,,,,,0.38729169218513454,,,,,,,1.0,,0.9154722071607622,,,1.0000000000000002,1.0000000000000002,,1.4513819496729488,0.4165462390718019,6,1.12420979606684,0.6567960290903523,9,0.6428571428571429,0.8284099227263222,1.0,1,0.125,0.3900616658212605,0.7457419998447906,9,3.774917217635375,0.6225082782364625,6.25,2.8799999999999994,0.49875413911823124,9,gaus,0.8392857142857143,1.0,0.11249999999999998,1,7.0,0.8268562987038385,1.0,0.023879948734739087,0.13221777692950648,0.7658995639991071,0.0,0.0,0.9999999999999999,,,,,,,0.0,0.38789557669666036,,,,,,,0.45454545454545453,,0.915472207160762,,,1.0,1.0,,1.233502073746893,0.3317767740130139,17,1.4114435293163017,0.7382928271090661,15,1.4142135623730951,0.9292893218813453,16.0,15.9375,0.5646446609406726,12,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,9.5,9
,,92971.51207566916,92655.34843930553,701438.8371376692,0.12211712538861991,,,5458.131719315732,4918.331719315732,50269.72722638841,,,uva.x030718197,False,,-128178.01091106012,127278.61091106012,731135857175.267,731075416023.507,,,[],[],156928.56905455748,156029.16905455748,29014.455096780835,29007.855096780837,"[4, 4]",0.0,-21.0,2,20.0,"[46, 94]",0.0,-21.0,"[29014.455096780835, 156928.56905455748]",92655.34843930553,178987.42415133832,92655.34843930553,"[64, 159]",0.0,-21.0,98,198,smoothed,1.6860431996960306e-06,,,,,0.0,0.0,128178.01091106012,127278.61091106012,0.015538977022845244,gaus5,880.2879566842186,1029188869.0681527,13.297863098878372,-36.596093263189374,0.6735209235209235,CWT,0.12124058748847694,0.7375491470707114,0.8143294658911846,0.0506936751043841,0.8130699088145895,0.2677955513695341,0.07201375406672084,,0.24427409836470118,0.5621131169769376,0.5621131169769376,0.5621131169769376,,0.02797578773142069,0.47367964856315087,0.42803664946957587,,,,,0.6,,0.06746298185782372,0.08333333333333333,0.25,0.1331690313416792,0.1331690313416792,0.03225806451612903,1.4108141273728703,0.4049032847066613,7,1.372564920687092,0.8018923093625114,8,0.0,0.29712128410359334,0.3586645644293566,7,0.125,0.40470601282937163,0.7737398924376357,8,0.5773502691896257,0.9422649730810374,7.5,7.466666666666667,0.5961324865405186,5,gaus,0.8392857142857143,1.0,0.11249999999999998,1,4.0,0.12107967630622055,0.4642386029553106,0.6499130550543049,0.7089859844387372,0.05060356698963533,0.7642857142857147,0.26779555136953426,0.07201375406672082,,0.24427409836470115,0.6456412032887606,0.6456412032887606,0.6456412032887606,,0.0,0.03057307709062164,0.457554351359968,0.42803664946957587,,,,,0.2727272727272727,,0.0674629818578237,0.39999999999999997,0.4,0.13316903134167918,0.13316903134167918,0.2857142857142857,1.4456742211287275,0.38884501256078563,15,1.3869761004140164,0.7254944920137127,17,1.4142135623730951,0.9292893218813453,16.0,15.9375,0.5646446609406726,13,11.1875,11.5,5.153882032022076,16,0.7991071428571429,0.6073908223797189,0.2584077532860843,2,10.25,10
