signal_type,wavelet,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,wavelet_psnr,signal_length,scales_used,emd_value,kl_divergence,is_complex,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,dynamic_cutoff,dominant_frequency,amplitude_max,num_fft_peaks,positive_frequencies,positive_amplitudes,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,max_autocorrelation,upper_envelope,lower_envelope,spectral_magnitude,spectral_centroid,spectral_bandwidth,frequency_max,wavelet_type,htid,max_autocorrelation_diff,frequency_max_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_num_peaks_diff,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,spectral_centroid_diff,lower_envelope_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,spectral_bandwidth_diff,spectral_magnitude_diff,avg_prominence_diff,num_fft_peaks_diff,amplitude_max_diff,prominence_min_diff,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,prominence_max_diff,upper_envelope_diff,dominant_frequency_diff,dynamic_cutoff_diff,emd_value_normalized,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,correlation_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,prominence_min_diff_normalized,avg_prominence_diff_normalized,relative_prominences_avg_diff_normalized,relative_prominences_wasserstein_normalized,spectral_centroid_diff_normalized,dynamic_cutoff_diff_normalized,relative_prominences_total_diff_normalized,prominence_max_diff_normalized,amplitude_max_diff_normalized,frequency_max_diff_normalized,spectral_bandwidth_diff_normalized,num_fft_peaks_diff_normalized,relative_num_peaks_diff_normalized,dominant_frequency_diff_normalized,max_autocorrelation_diff_normalized,relative_right_bases_global_alignment_score_normalized,relative_left_bases_global_alignment_score_normalized,upper_envelope_diff_normalized,lower_envelope_diff_normalized,relative_peaks_global_alignment_score_normalized,reconstruction_weighted_score,reconstruction_normalized_weighted_score,reconstruction_normalized_weighted_rank,signal_weighted_score,signal_normalized_weighted_score,signal_normalized_weighted_rank,reconstruction_missing_metrics_count,reconstruction_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_score,reconstruction_normalized_dynamically_weighted_rank,signal_missing_metrics_count,signal_dynamically_weighted_score,signal_normalized_dynamically_weighted_score,signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank,across_emd_value_normalized,across_wavelet_psnr_normalized,across_wavelet_entropy_normalized,across_wavelet_energy_entropy_normalized,across_wavelet_sparsity_normalized,across_correlation_normalized,across_avg_variance_across_levels_normalized,across_kl_divergence_normalized,across_prominence_min_diff_normalized,across_avg_prominence_diff_normalized,across_relative_prominences_avg_diff_normalized,across_relative_prominences_wasserstein_normalized,across_spectral_centroid_diff_normalized,across_dynamic_cutoff_diff_normalized,across_relative_prominences_total_diff_normalized,across_prominence_max_diff_normalized,across_amplitude_max_diff_normalized,across_frequency_max_diff_normalized,across_spectral_bandwidth_diff_normalized,across_num_fft_peaks_diff_normalized,across_relative_num_peaks_diff_normalized,across_dominant_frequency_diff_normalized,across_max_autocorrelation_diff_normalized,across_relative_right_bases_global_alignment_score_normalized,across_relative_left_bases_global_alignment_score_normalized,across_upper_envelope_diff_normalized,across_lower_envelope_diff_normalized,across_relative_peaks_global_alignment_score_normalized,across_reconstruction_weighted_score,across_reconstruction_normalized_weighted_score,across_reconstruction_normalized_weighted_rank,across_signal_weighted_score,across_signal_normalized_weighted_score,across_signal_normalized_weighted_rank,across_rank_variability,across_normalized_rank_stability,across_average_rank,across_harmonic_average_rank,across_stability_score_weighted,across_stability_rank,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,across_normalized_family_mean_rank,across_normalized_family_std_dev,across_final_family_stability_score,across_final_family_stability_rank,across_family_informed_rank
raw,gaus1,21569292854.002758,0.6904767276583264,755.414365394428,-42.04687880639131,698,127,132150.3776969643,,False,14.255923408911945,3468655.697084364,0.023428113896573326,2.92125262191808e-07,-0.016759607481269586,0.0,,,,[],[],3,74502.26002105403,43083.98670950686,136293.56561542803,"[105, 266, 347]","[44129.227738227164, 43083.98670950686, 136293.56561542803]","[2, 2, 2]","[138, 301, 412]",26381474631154.3,583030.0062027376,-583030.0062027376,0.0,,,,CWT,inu.32000013025095,26381077070407.3,,0.0,-91.5,90.0,0.0,-91.5,,581494.0062027376,73745.81916083898,153157.78006316206,73745.81916083896,,0.0,73745.81916083898,,,43040.98670950686,0.0,-91.5,134757.56561542803,581494.0062027376,,700.0,0.9999999999999999,0.0,0.0,1.0,1.0,0.022130951234051732,1.0,,1.0,0.6519450399564953,0.6519450399564953,0.6519450399564944,,0.0028821110187329836,0.0,0.0030683972540849203,,,,,1.0,,1.0000000000000002,0.0,0.0,1.0,1.0,0.0,2.1897257900972544,0.7045147119712039,3,1.6088523804936208,0.9208727495141849,3,0,0.4972704020101647,0.7624048768816997,3,0,0.5745901358905788,1.0,1,1.0,0.9,2.5,2.0,0.825,1,gaus,0.5,1.0,0.35,1,1.0,0.9718826190556777,0.1129768430676894,0.0,0.9899240962509214,0.9999999999999999,0.017378006874320395,0.9879578919079123,,1.0,0.3176328475496632,0.3176328475496632,0.31763284754966276,,0.002824588092322198,0.0,0.01783690096705054,,,,,1.0,,0.9837677750612365,0.0,0.0,1.0,1.0,0.0,1.8880841948550011,0.6111023551753983,5,1.6564472991956705,0.9896283159821949,2,2.1213203435596424,0.8939339828220179,3.5,2.857142857142857,0.8594669914110089,1,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,1.0
smoothed,gaus1,21771310946.192513,0.687272973399815,753.7911844024156,-43.79140393323979,698,127,135129.0227888386,,False,14.281242010974392,3507397.6117893485,0.023533079951091565,2.236451426429256e-06,-0.004633587213004799,0.0,,,,[],[],3,68868.805944872,35034.69155827783,133659.90566279198,"[105, 266, 346]","[35034.69155827783, 37911.820613546195, 133659.90566279198]","[3, 3, 3]","[137, 302, 412]",26798801364820.484,569352.0427714003,-569352.0427714003,0.0,,,,CWT,inu.32000013025095,26798460128169.723,,0.0,-74.5,73.0,0.0,-74.5,,568085.6427714003,68504.34541855622,178907.417834616,68504.34541855622,,0.0,68504.34541855622,,,35033.09155827783,0.0,-74.5,132393.50566279198,568085.6427714003,,689.1,1.0,0.0,0.0,1.0,0.9542404954412516,0.044262365929084946,1.0,,0.9999999999999999,0.1900534475869893,0.1900534475869893,0.1900534475869891,,0.0,0.0,0.0,,,,,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.7710481028282903,0.5464325983844645,3,1.5994011445481346,0.9608340846458159,4,0,0.3978685959114978,0.5796014779110606,4,0,0.5712146944814768,1.0,1,1.4142135623730951,0.8585786437626906,3.0,2.181818181818182,0.7792893218813453,1,gaus,0.75,1.0,0.175,1,1.0,1.0,0.0,0.025763296373033318,1.0,0.9512948036357399,0.04457206493929322,1.0,,0.789187630459575,0.21764248490948845,0.21764248490948845,0.21764248490948832,,0.0027406754858249754,0.04390978507928722,0.0,,,,,0.32,,1.0,0.4415584415584416,0.35416666666666663,0.9713418012484031,0.9713418012484031,0.492753623188406,1.6506197117985213,0.5342439686364084,8,1.6112283956165299,0.9626127221741,3,3.5355339059327378,0.8232233047033631,5.5,4.363636363636364,0.7741116523516816,2,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,1.75
smoothed,gaus8,2676359396.9844904,0.669313900232385,582.6394862798527,-32.48564705027579,698,127,39124.89444006764,,False,15.115117133150877,444203.1344660438,0.018412002403408942,1.0471302019197773e-06,0.33505149848235494,4228.868070865523,,,,[],[],9,82313.24636995759,23128.031518441996,177485.42159326747,"[30, 168, 207, 256, 316, 423, 493, 601, 679]","[177485.42159326747, 35604.44656542722, 25037.48646940454, 120474.88616375311, 90741.85756371327, 23128.031518441996, 115127.67037693711, 24657.906949603494, 128561.51012906997]","[0, 132, 132, 132, 296, 375, 132, 562, 132]","[132, 187, 217, 375, 375, 463, 562, 615, 697]",1999883708503.9675,147873.56360496907,-147873.56360496907,0.0,,,,CWT,inu.32000013025095,1999542471853.2075,,0.0,-58.0,67.0,0.0,-62.5,,146607.16360496907,81948.7858436418,713120.2173296183,81948.7858436418,,0.0,81948.7858436418,,,23126.431518441997,0.0,-67.0,176219.02159326748,146607.16360496907,,3539.768070865523,0.09375418495681037,0.8092153779967,0.9132032769212415,0.04761552879916445,0.6803715809392743,0.8062939327240872,0.04787052256176845,,0.5713547004999652,0.45557425653149486,0.45557425653149486,0.4555742565314945,,0.022005906285030335,0.9647726223386194,0.34539181926267815,,,,,0.25,,0.0355583386800181,0.7674418604651162,0.2419354838709677,0.07258003083389644,0.07258003083389644,0.6857142857142856,1.6324001882215322,0.5036546861876303,5,1.6078792996353182,0.9659273036987387,3,0,0.38543270345563996,0.5614852915102583,5,0,0.48547491498557815,0.8498992054577144,4,0.9574271077563381,0.9042572892243662,4.25,4.067796610169491,0.7396286446121831,2,gaus,0.75,1.0,0.175,1,1.75,0.09375418495681041,0.7321698618554848,0.874284547970771,0.04761552879916445,0.6782713085234101,0.8063567016003647,0.04787052256176844,,0.47573806988124423,0.47411891495510744,0.47411891495510744,0.47411891495510716,,0.024686270722956562,0.9548806274899125,0.33066478987139847,,,,,0.08000000000000002,,0.03555833868001809,0.8701298701298701,0.5104166666666666,0.07050001788486163,0.07050001788486163,0.8405797101449277,1.6086940606686966,0.5206742008169889,9,1.5413776240595192,0.9208810585953145,8,0.7071067811865476,0.9646446609406726,8.5,8.470588235294118,0.7698223304703362,3,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,2.5
raw,gaus2,7268514429.215242,0.6826591160345644,820.8978256258356,-36.93402909701363,698,127,84389.15705266861,,False,14.979909423030357,742869.2087622101,0.014193874782491792,3.037183455572556e-07,0.12862297244478113,58779.8004962815,,,,[],[],9,76516.40942198143,8824.243519547657,258999.4980337284,"[47, 156, 206, 256, 315, 400, 493, 583, 660]","[258999.4980337284, 35156.296081254746, 16732.015958304437, 74190.55065791203, 43870.72754802843, 12009.065976636088, 57283.1018698212, 8824.243519547657, 181582.18515259988]","[0, 133, 187, 187, 297, 375, 375, 536, 375]","[375, 187, 215, 375, 375, 405, 536, 587, 697]",8200167055192.981,261550.13779410196,-261550.13779410196,0.0,,,,CWT,inu.32000013025095,8199769494445.981,,0.0,-79.5,84.0,0.0,-84.0,,260014.13779410196,75759.96856176638,618298.6847978329,75759.96856176638,,0.0,75759.96856176638,,,8781.243519547657,0.0,-70.5,257463.4980337284,260014.13779410196,,58079.8004962815,0.5311088148000827,0.37328477340626953,0.736702058259744,0.27226992627561286,0.8808869027157098,0.4373413471499804,0.13304886742420838,,0.09809288142174646,0.7308096187205653,0.7308096187205653,0.7308096187205648,,0.4536109321569589,0.793185416422707,0.94280950536316,,,,,0.45454545454545453,,0.2797296764861294,0.3870967741935484,1.0,0.30082150980173994,0.30082150980173994,0.23076923076923075,2.408834595801589,0.7750100122682734,2,1.4683003476674243,0.8404237670669846,5,0,0.5309936962231511,0.8141087463832101,2,0,0.4806632414330869,0.8365323583010852,5,1.7320508075688772,0.8267949192431123,3.5,2.857142857142857,0.7383974596215561,2,gaus,0.5,1.0,0.35,1,1.75,0.5210331912789452,0.4440890812092809,0.7367020582597439,0.27665497573218034,0.8811524609843936,0.34341591813292655,0.14070458039038708,,0.09809288142174646,0.35605630227110385,0.35605630227110385,0.35605630227110363,,0.44455748900366054,0.7931854164227071,0.9436567229958082,,,,,0.76,,0.2766881062409552,0.3116883116883117,0.4375,0.3128890031456263,0.3128890031456263,0.21739130434782616,2.12647509709873,0.6882605890139686,3,1.4755511069082972,0.8815536466414485,9,4.242640687119285,0.7878679656440357,6.0,4.5,0.7439339828220178,4,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,3.25
smoothed,gaus4,3722240874.8684916,0.690273672810956,639.3513020924673,-35.1734178501881,698,127,53037.54913511121,,False,14.947279331217025,574623.0125935114,0.012683110338633919,1.4573496557068367e-06,0.2266128450325188,12505.559768432495,,,,[],[],9,80965.54593765845,8861.41399169623,213241.38019854116,"[31, 168, 209, 256, 315, 398, 446, 492, 664]","[213241.38019854116, 22724.14967552258, 13864.469719130953, 142832.87273369293, 60851.9906507087, 13616.274302286809, 8861.41399169623, 102477.63570181021, 150219.72646553646]","[0, 133, 133, 133, 296, 375, 375, 375, 375]","[375, 186, 216, 375, 375, 405, 462, 562, 697]",3710947127291.5557,199037.93814593408,-199037.93814593408,0.0,,,,CWT,inu.32000013025095,3710605890640.796,,0.0,-55.0,67.0,0.0,-62.5,,197771.5381459341,80601.08541134266,700990.913438926,80601.08541134265,,0.0,80601.08541134266,,,8859.81399169623,0.0,-53.5,211974.98019854116,197771.5381459341,,11816.459768432494,0.22508484031904538,0.6168367972139399,0.729398739957477,0.09978016905428025,1.0,0.5630283892270513,0.0884087943980288,,0.05774983379977333,0.42895786360738025,0.42895786360738025,0.42895786360737964,,0.08589833336492078,0.9428674558341341,0.6271869180756199,,,,,0.25,,0.10210240601027205,0.9069767441860465,0.6774193548387095,0.18516196562930887,0.18516196562930887,0.6857142857142856,1.7520618373261039,0.5405746466013316,4,1.5127918583799882,0.9088038891686773,5,0,0.4280794895646087,0.6236116832660265,3,0,0.4746482471671176,0.8309454426727977,6,1.2909944487358056,0.8709005551264195,4.5,4.210526315789474,0.7104502775632098,3,gaus,0.75,1.0,0.175,1,2.5,0.22508484031904544,0.5581076742777271,0.7034988535965196,0.09978016905428028,0.9969130509346604,0.5631699863249588,0.08840879439802879,,0.10016129354462602,0.4484091505678834,0.4484091505678834,0.4484091505678828,,0.08840358939421927,0.9341970306281309,0.6004445354794032,,,,,0.08000000000000002,,0.10210240601027205,0.948051948051948,0.7916666666666667,0.1798555572170678,0.1798555572170678,0.8405797101449277,1.7422204307181697,0.5638917010945765,7,1.4634263006508093,0.874309799158927,10,2.1213203435596424,0.8939339828220179,8.5,8.23529411764706,0.7344669914110089,5,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,4.0
raw,gaus6,3451635779.8629813,0.687272973399815,660.1621491929484,-32.52925869949512,698,127,48151.570032619275,,False,15.065601482133136,564021.3297629145,0.015498045780091244,1.960692520742933e-07,0.21297524254514016,9646.581039540673,,,,[],[],11,72210.00497098277,7855.779540048956,193221.0486615521,"[31, 123, 169, 206, 257, 316, 399, 445, 492, 601, 680]","[193221.0486615521, 7855.779540048956, 28992.139657695956, 22602.959904675536, 146783.26605947106, 79416.21799853396, 20773.960216177053, 18112.811721176742, 128430.51825125517, 18156.31405566942, 129965.03861455446]","[0, 119, 132, 132, 132, 296, 376, 376, 376, 563, 132]","[132, 132, 187, 215, 376, 376, 405, 463, 563, 615, 697]",2969082694453.808,177946.0138572028,-177946.0138572028,0.0,,,,CWT,inu.32000013025095,2968685133706.808,,0.0,-69.5,82.0,0.0,-65.0,,176410.0138572028,71453.56411076772,723961.0546808104,71453.56411076771,,0.0,71453.56411076772,,,7812.779540048956,0.0,-83.0,191685.0486615521,176410.0138572028,,8946.581039540673,0.17534979320469485,0.6948732833772523,0.8238992072190443,0.07803872442189762,0.9511859745617051,0.6782501237213721,0.07616533237056619,,0.07259751934756441,0.5621911573197638,0.5621911573197638,0.562191157319763,,0.06766051244614629,0.9733670560135039,0.43904647056561347,,,,,0.2727272727272727,,0.07249514128583395,0.7096774193548387,0.40476190476190477,0.11899300079461361,0.11899300079461361,0.8153846153846153,1.7352448524449575,0.5582916057108124,6,1.6027384460696883,0.9173732639979383,4,0,0.410876956102558,0.6299482009478115,5,0,0.49682320555379045,0.86465669095371,3,1.2909944487358056,0.8709005551264195,4.5,4.2105263157894735,0.7104502775632098,3,gaus,0.5,1.0,0.35,1,2.5,0.17896288504295776,0.7293455365568998,0.8238992072190443,0.08628340318677201,0.9512948036357399,0.532586023433244,0.08511348461336156,,0.07259751934756442,0.2739040367246806,0.2739040367246806,0.2739040367246801,,0.0663101027453892,0.973367056013504,0.447356413052575,,,,,0.6799999999999999,,0.0732487561332203,0.5714285714285714,0.17708333333333331,0.1341987690610453,0.1341987690610453,0.7681159420289857,1.602587939335232,0.5186978773362696,10,1.5739852173228737,0.9403621478066134,6,2.8284271247461903,0.8585786437626906,8.0,7.5,0.7292893218813452,6,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,4.75
smoothed,gaus2,6845708802.20828,0.6817115267468358,808.0359752919177,-38.33189534685665,698,127,83486.240378373,,False,15.006279199612603,684217.945707081,0.014571979303529752,1.940535653177137e-06,0.16610426935250758,60091.54515738886,,,,[],[],8,81783.3593879301,8369.34951956469,246359.6100906482,"[46, 155, 208, 256, 315, 399, 494, 660]","[246359.6100906482, 32237.432555705862, 14509.302941795897, 65497.141542695084, 41494.47216585667, 8369.34951956469, 53525.19184736401, 192274.37443981034]","[0, 134, 186, 186, 297, 375, 375, 375]","[375, 186, 216, 375, 375, 405, 537, 697]",7692846600092.128,236297.75860141916,-236297.75860141916,0.0,,,,CWT,inu.32000013025095,7692505363441.368,,0.0,-55.5,68.0,0.0,-63.0,,235031.35860141917,81418.89886161432,626567.8751034408,81418.89886161432,,0.0,81418.89886161432,,,8367.74951956469,0.0,-49.5,245093.2100906482,235031.35860141917,,59402.44515738886,0.5125099697103844,0.39076714192071227,0.7940113800565545,0.2555670189253737,0.8694305866162053,0.42728664879831396,0.12247407075177941,,0.04003528393234815,0.44510926017102304,0.44510926017102304,0.4451092601710227,,0.4532412540130805,0.808461634923051,0.8881939006594837,,,,,0.375,,0.2569603637638751,0.883720930232558,0.8064516129032258,0.2671483617231304,0.2671483617231304,0.657142857142857,2.173342666444772,0.6705550676510214,2,1.4806789980230264,0.8895122118483153,6,0,0.5027737386807009,0.732423732329517,2,0,0.48172097382561774,0.8433273486826219,5,2.0615528128088303,0.793844718719117,3.75,2.926829268292683,0.7094223593595586,4,gaus,0.75,1.0,0.175,1,3.25,0.5125099697103845,0.35356214438984296,0.7635349919147484,0.25556701892537376,0.8667466986794727,0.42747223190363204,0.1224740707517794,,0.08720741797836218,0.46401038554212587,0.46401038554212587,0.46401038554212554,,0.45473974230486724,0.8072865223225929,0.850322541378042,,,,,0.12000000000000005,,0.2569603637638751,0.9350649350649352,0.875,0.2594923708767054,0.2594923708767054,0.8260869565217394,2.1264469904276337,0.6882514919340027,4,1.442118483501036,0.8615796512010501,11,4.949747468305833,0.7525126265847084,7.5,5.866666666666666,0.6887563132923542,7,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,5.5
smoothed,gaus6,3141786145.0393853,0.6846558220337071,633.5132321123978,-33.84359370125396,698,127,46375.35617393127,,False,15.079154393778094,513202.19469173515,0.01512349952292499,1.200454823927072e-06,0.2831932179947008,9304.321323748085,,,,[],[],10,76032.52808347545,13277.02906874214,194114.1107444237,"[31, 168, 208, 256, 316, 398, 445, 492, 602, 679]","[194114.1107444237, 26020.046023955772, 18151.279647564108, 140140.8375570902, 76549.23098828015, 17241.324698405722, 15559.632310295954, 123931.31527636744, 13277.02906874214, 135340.4745196293]","[0, 133, 133, 133, 296, 375, 375, 133, 562, 133]","[133, 186, 216, 375, 375, 405, 463, 562, 615, 697]",2731601920788.3574,171723.51809658034,-171723.51809658034,0.0,,,,CWT,inu.32000013025095,2731260684137.5977,,0.0,-53.0,66.0,0.0,-66.5,,170457.11809658035,75668.06755715967,732626.2808347545,75668.06755715967,,0.0,75668.06755715967,,,13275.42906874214,0.0,-62.0,192847.7107444237,170457.11809658035,,8615.221323748085,0.16219603966095572,0.7120196463136245,0.873819332528499,0.07082926705802745,0.9143299501118182,0.6899578073083767,0.06931742697569368,,0.216714030379229,0.33153328885628797,0.33153328885628797,0.33153328885628774,,0.06118617766719606,1.0,0.4764436295136453,,,,,0.125,,0.06401520676006095,1.0,0.4032258064516128,0.1250593984708118,0.1250593984708118,0.4571428571428571,1.4959915875169363,0.46156768357829014,6,1.61763697323808,0.9717891885775514,2,0,0.3606033122446493,0.5253146764142047,6,0,0.4989242099938565,0.8734442842839638,2,2.309401076758503,0.7690598923241497,4.0,3.0,0.6845299461620749,5,gaus,0.75,1.0,0.175,1,4.0,0.16219603966095578,0.6442281501995425,0.8376901613390774,0.07082926705802745,0.9115074601269084,0.6900582739602865,0.06931742697569368,,0.2164048581506896,0.3543031284063771,0.3543031284063771,0.3543031284063769,,0.0637591616958172,0.9881435053546637,0.45612873221783184,,,,,0.040000000000000036,,0.06401520676006095,1.0,0.6145833333333333,0.12147542137368013,0.12147542137368013,0.7246376811594205,1.5407936141398226,0.49869736159322603,12,1.5578086806417202,0.9306976334197279,7,3.5355339059327378,0.8232233047033631,9.5,8.842105263157896,0.6741116523516816,8,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,6.25
raw,gaus4,4091640126.7402487,0.6831441915032828,660.7866821169052,-33.90108396457335,698,127,55140.574991416484,,False,14.933289978593994,633465.4859310953,0.012757397339708706,2.496347630648943e-07,0.17434772807501667,12458.973194382834,,,,[],[],10,76300.94403736043,10892.10219015692,214476.5093882485,"[31, 169, 211, 256, 315, 399, 446, 492, 583, 664]","[214476.5093882485, 25367.25212998983, 17879.941863972297, 155953.64930219893, 63201.58857473313, 16839.694863917375, 11175.545287503557, 107530.7170840757, 10892.10219015692, 139692.43968880805]","[0, 133, 133, 133, 297, 375, 375, 375, 562, 375]","[375, 187, 215, 375, 375, 405, 457, 562, 587, 697]",4072123373650.5977,208996.8456500225,-208996.8456500225,0.0,,,,CWT,inu.32000013025095,4071725812903.5977,,0.0,-74.5,83.0,0.0,-70.0,,207460.8456500225,75544.50317714538,692660.4403736043,75544.50317714538,,0.0,75544.50317714538,,,10849.10219015692,0.0,-79.0,212940.5093882485,207460.8456500225,,11758.973194382834,0.2439636764826114,0.5947174970085476,0.6892637928769307,0.11060691034173802,0.8882777586799597,0.5679305408349884,0.09825242176612382,,0.1525304306145511,0.7223730117893469,0.7223730117893469,0.7223730117893465,,0.08975236688911443,0.9199914217899132,0.6018310224044092,,,,,0.36363636363636365,,0.11619317914887932,0.5483870967741935,0.5952380952380952,0.18652467486108415,0.18652467486108415,0.6615384615384614,2.026513461818836,0.6520033486912781,4,1.4517392412716752,0.8309445433876989,6,0,0.47066191593744233,0.7216092866630249,4,0,0.45614465685584293,0.7938609251424882,6,1.1547005383792515,0.8845299461620748,5.0,4.800000000000001,0.6922649730810374,4,gaus,0.5,1.0,0.35,1,3.25,0.2449366780887769,0.6405050347470933,0.6892637928769306,0.11820441643973431,0.8885268393071524,0.44595917899729687,0.10669873772511507,,0.15253043061455113,0.3519459197710715,0.3519459197710715,0.35194591977107126,,0.08796103450732913,0.9199914217899133,0.6077294812433222,,,,,0.72,,0.11614653094304586,0.4415584415584416,0.26041666666666663,0.2005648780554731,0.2005648780554731,0.6231884057971017,1.7914858344242555,0.5798370727657629,6,1.4379920313450474,0.8591143425250087,12,4.242640687119285,0.7878679656440357,9.0,8.0,0.6689339828220179,9,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,7.0
raw,gaus5,3557863146.4238105,0.6859418360670532,666.6357855550843,-33.03687831757117,698,127,51609.74985472082,,False,15.052904635928584,604056.3291700195,0.01397947790531238,1.7116191050779355e-07,-0.009345800652014178,0.0,,,,[],[],9,74721.16715065509,17000.821282945653,219910.9685738415,"[104, 159, 213, 266, 347, 402, 455, 533, 610]","[219910.9685738415, 22333.108044791836, 22981.41358337912, 74512.50244871597, 139680.5805526564, 30622.514896194632, 22266.754926197296, 123181.84004717338, 17000.821282945653]","[2, 138, 193, 193, 193, 386, 386, 386, 592]","[620, 193, 221, 300, 620, 412, 473, 620, 620]",3312396695478.249,255639.1054169233,-255639.1054169233,0.0,,,,CWT,inu.32000013025095,3311999134731.249,,0.0,-88.5,84.0,0.0,-88.5,,254103.1054169233,73964.72629044004,602141.5043558958,73964.72629044004,,0.0,73964.72629044004,,,16957.821282945653,0.0,-88.5,218374.9685738415,254103.1054169233,,700.0,0.20930014065280383,0.6578124103063008,0.8109793544181711,0.08344436368170653,0.9309040907528355,0.043304668679327085,0.08889868042528688,,0.3133459161432274,0.6605164093675682,0.6605164093675682,0.6605164093675678,,0.0028821110187329836,0.7656332493984693,0.6434507273069658,,,,,0.45454545454545453,,0.08609586200141432,0.0967741935483871,0.14285714285714285,0.2879657539702877,0.2879657539702877,0.09230769230769231,1.7769286736449592,0.5717028124561437,5,1.3299323233725402,0.7612248644689842,8,0,0.36824093465505486,0.564579519138061,7,0,0.4035205298452047,0.7022754214528467,8,1.4142135623730951,0.8585786437626906,7.0,6.746987951807229,0.5792893218813453,7,gaus,0.5,1.0,0.35,1,5.5,0.2116069082255968,0.6964716839268368,0.8109793544181711,0.09158162528848185,0.9310581375407301,0.03400435986870759,0.09755752084642363,,0.3133459161432274,0.32180888740974223,0.32180888740974223,0.321808887409742,,0.002824588092322198,0.7656332493984694,0.6487326335512043,,,,,0.76,,0.08660040034976076,0.07792207792207789,0.0625,0.30025513163999573,0.30025513163999573,0.08695652173913049,1.591062774003647,0.5149676116536747,11,1.357693579979452,0.8111408143363976,14,2.1213203435596424,0.8939339828220179,12.5,12.32,0.6344669914110089,10,9.0,8.5,5.391351098441527,16,0.46153846153846156,1.0,0.37692307692307686,1,7.75
