wavelet,wavelet_level,wavelet_mode,wavelet_mse,wavelet_psnr,wavelet_energy_entropy,wavelet_sparsity,wavelet_adaptive_threshold,signal_length,signal_type,emd_value,kl_divergence,change_point_indices,change_point_prominences,num_change_points,wavelet_entropy,avg_variance_across_levels,variance_ratio_across_levels,smoothness,correlation,relative_num_peaks,avg_prominence,prominence_min,prominence_max,relative_peaks,relative_prominences,relative_left_bases,relative_right_bases,prominence_threshold,distance_factor,max_autocorrelation,upper_envelope,lower_envelope,wavelet_type,htid,relative_left_bases_array_alignment_score,relative_left_bases_global_alignment_score,max_autocorrelation_diff,prominence_min_diff,prominence_max_diff,avg_prominence_diff,upper_envelope_diff,prominence_threshold_diff,relative_prominences_avg_diff,relative_prominences_total_diff,relative_prominences_wasserstein,distance_factor_diff,lower_envelope_diff,relative_right_bases_array_alignment_score,relative_right_bases_global_alignment_score,relative_peaks_array_alignment_score,relative_peaks_global_alignment_score,relative_num_peaks_diff,wavelet_psnr_normalized,wavelet_entropy_normalized,wavelet_energy_entropy_normalized,wavelet_sparsity_normalized,avg_variance_across_levels_normalized,kl_divergence_normalized,max_autocorrelation_diff_normalized,reconstruction_signal_weighted_score,reconstruction_signal_normalized_weighted_score,reconstruction_signal_normalized_weighted_rank,wavelet_signal_weighted_score,wavelet_signal_normalized_weighted_score,wavelet_signal_normalized_weighted_rank,reconstruction_signal_num_missing_metrics,reconstruction_signal_missing_metrics_count,reconstruction_signal_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_score,reconstruction_signal_normalized_dynamically_weighted_rank,wavelet_signal_num_missing_metrics,wavelet_signal_missing_metrics_count,wavelet_signal_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_score,wavelet_signal_normalized_dynamically_weighted_rank,rank_variability,normalized_rank_stability,average_rank,harmonic_average_rank,stability_score_weighted,stability_rank,wavelet_family,family_mean_stability_rank,family_median_stability_rank,family_rank_std_dev,family_wavelet_count,normalized_family_mean_rank,normalized_family_std_dev,final_family_stability_score,final_family_stability_rank,family_informed_rank
sym8,1,reflect,9.890959624551453e-22,271.8725110276377,442520.5997224001,0.7441860465116279,40.57482304731698,72,smoothed,1.7208364363104543e-11,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332814, 13.733333333330709, 30.46666666666635, 10.93333333332684, 6.8666666666743374, 54.33333333334049, 20.466666666676815, 31.533333333336508, 18.333333333321647, 6.000000000001723, 64.6000000000011, 3.06666666667396, 54.60000000001847, 38.13333333334617, 37.8000000000134, 3.9333333333325298, 7.799999999939928, 677.4666666666077]",18,3.6454829776583315,18031.466306804537,0.5685221310418025,1.5964814918363454e-05,0.9999999999999999,19,68.20350877192247,3.06666666667396,556.3333333333368,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333333368, 34.93333333335849, 66.66666666666208, 23.733333333325042, 27.733333333354285, 62.73333333334255, 20.466666666676815, 44.53333333332975, 41.13333333333947, 41.59999999999695, 12.199999999988995, 122.99999999999581, 3.06666666667396, 70.9333333333367, 38.13333333334617, 29.79999999998102, 62.00000000000035, 29.06666666654145, 7.799999999939928]","[4, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.9688887426,677.4666666666101,-677.4666666666101,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666817,2.06666666667396,307.5333333333299,30.877443609029896,5.661604518536478e-11,0.0,30.877443609029896,91.26666666680626,56.38771929824211,0.0,5.661604518536478e-11,0.0,-12.0,0.0,-12.0,5.0,0.25951026784134246,0.6089004730913996,0.5573371335608716,0.8811058186233303,0.6392095013906705,,0.760592490527041,0.3802962452635205,0.760592490527041,98,1.3469510920365413,0.7305522534221595,90,0,0,0.760592490527041,0.760592490527041,93,0,0,0.589212638901523,0.7751961752919274,59,17.644640357154728,0.9727706167327859,85.0,81.60428564924652,0.9207988886133065,1,sym,454.9019607843137,537.0,215.60031749518535,153,1.0,1.0,0.0,6,2.25
sym8,1,antireflect,9.622221597668048e-22,271.9921417742686,442521.2821058064,0.7441860465116279,40.57482304731698,72,smoothed,1.611295510597602e-11,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332816, 13.733333333330709, 30.46666666666635, 10.93333333332684, 6.8666666666743374, 54.33333333334049, 20.466666666676815, 31.533333333336508, 18.333333333321647, 6.000000000001723, 64.6000000000011, 3.06666666667396, 54.60000000001847, 38.13333333334617, 37.8000000000134, 3.9333333333325298, 7.799999999939985, 677.4666666666103]",18,3.6454773561951574,18750.91655920761,0.5466970897041866,1.5964814918363457e-05,1.0,19,68.20350877192256,3.06666666667396,556.3333333333385,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333333385, 34.93333333335849, 66.66666666666208, 23.733333333325042, 27.733333333354285, 62.73333333334255, 20.466666666676815, 44.53333333332975, 41.13333333333947, 41.59999999999695, 12.199999999988995, 122.99999999999581, 3.06666666667396, 70.9333333333367, 38.13333333334617, 29.79999999998102, 62.00000000000035, 29.06666666654145, 7.799999999939985]","[4, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.9688887431,677.4666666666103,-677.4666666666103,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666813,2.06666666667396,307.5333333333282,30.87744360902981,5.638867150992155e-11,0.0,30.87744360902981,91.26666666680467,56.38771929824202,0.0,5.638867150992155e-11,0.0,-12.0,0.0,-12.0,5.0,0.2606652585270248,0.6088978433274863,0.5573388304714662,0.8811058186233303,0.6839127658699106,,0.7602480192903893,0.38012400964519466,0.7602480192903893,99,1.3655249258129873,0.7406262317575979,85,0,0,0.7602480192903893,0.7602480192903893,99,0,0,0.5983841033638437,0.787262590205008,57,19.79898987322333,0.9694460032820628,85.0,80.79080343607882,0.9191365818879449,2,sym,454.9019607843137,537.0,215.60031749518535,153,1.0,1.0,0.0,6,3.0
rbio6.8,1,symmetric,4.602959021905495e-22,275.19452423235117,444091.85144835763,0.6818181818181818,37.50606073008791,72,smoothed,1.0182472149406544e-11,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332306, 13.733333333334059, 30.466666666660807, 10.933333333332474, 6.866666666673378, 54.33333333333236, 20.466666666661894, 31.533333333329626, 18.333333333329783, 6.00000000001179, 64.59999999998519, 3.066666666665455, 54.599999999990104, 38.13333333332871, 37.799999999991364, 3.9333333333234144, 7.800000000039617, 677.4666666665464]",18,3.630790497943651,18316.985873358375,0.5366988804219399,1.5964814918364978e-05,0.9999999999999999,19,68.20350877191792,3.066666666665455,556.3333333332392,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333332392, 34.93333333332065, 66.66666666665184, 23.733333333331977, 27.733333333326886, 62.73333333331624, 20.466666666661894, 44.53333333332171, 41.13333333332552, 41.59999999999006, 12.20000000000554, 122.99999999998244, 3.066666666665455, 70.93333333331181, 38.13333333332871, 29.800000000000363, 61.999999999991175, 29.066666666629594, 7.800000000039617]","[1, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.968888609,677.4666666665466,-677.4666666665466,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666947,2.066666666665455,307.53333333342744,30.877443609034444,1.2005330063402653e-10,0.0,30.877443609034444,91.26666666689266,56.38771929824439,0.0,1.2005330063402653e-10,0.0,-12.0,0.0,-12.0,5.0,0.29158307869653577,0.6020272175430377,0.5612444291893268,0.6288791529755382,0.6569503481761454,,0.7726489838098519,0.38632449190492596,0.7726489838098519,64,1.2709174710447773,0.6893135377183879,144,0,0,0.7726489838098519,0.7726489838098519,65,0,0,0.5481368453161168,0.7211549073655459,80,37.88029390945464,0.94154275631257,88.25,79.28004235044997,0.9026772423538159,3,rbio,241.82962962962964,223.0,175.3184114238723,135,0.5316082375478928,0.8131639761049396,0.3839250408849932,3,3.0
rbio6.8,1,periodic,4.602363373880517e-22,275.19508626948505,452169.9184280884,0.6818181818181818,37.50606073008791,72,smoothed,1.0171240393140753e-11,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332306, 13.733333333334059, 30.466666666660807, 10.933333333332474, 6.866666666673378, 54.33333333333236, 20.466666666661894, 31.533333333329626, 18.333333333329783, 6.00000000001179, 64.59999999998519, 3.066666666665455, 54.599999999990104, 38.13333333332871, 37.799999999991364, 3.9333333333234144, 7.800000000039617, 677.4666666665461]",18,3.6138854723661815,17853.10071920463,0.5347955881503951,1.596481491836498e-05,0.9999999999999999,19,68.20350877191773,3.066666666665455,556.3333333332356,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333332356, 34.93333333332065, 66.66666666665184, 23.733333333331977, 27.733333333326886, 62.73333333331624, 20.466666666661894, 44.53333333332171, 41.13333333332552, 41.59999999999006, 12.20000000000554, 122.99999999998244, 3.066666666665455, 70.93333333331181, 38.13333333332871, 29.800000000000363, 61.999999999991175, 29.066666666629594, 7.800000000039617]","[0, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.968888609,677.4666666665466,-677.4666666665466,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666947,2.066666666665455,307.5333333334311,30.877443609034643,1.2005330063402653e-10,0.0,30.877443609034643,91.2666666668963,56.38771929824458,0.0,1.2005330063402653e-10,0.0,-12.0,0.0,-12.0,5.0,0.29158850495753397,0.5941189159423592,0.58133248718464,0.6288791529755382,0.6281267003077033,,0.7726489838098519,0.38632449190492596,0.7726489838098519,79,1.2654811458513167,0.6863650122345015,148,0,0,0.7726489838098519,0.7726489838098519,64,0,0,0.5448091522735551,0.7167768361076913,84,37.151715976519846,0.9426671049745065,93.75,85.20655232807188,0.8989955895242903,4,rbio,241.82962962962964,223.0,175.3184114238723,135,0.5316082375478928,0.8131639761049396,0.3839250408849932,3,3.75
rbio6.8,1,antisymmetric,4.605191854815965e-22,275.19241803960085,443995.36988230725,0.6818181818181818,37.50606073008791,72,smoothed,1.0172288937108455e-11,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332304, 13.733333333334059, 30.466666666660807, 10.933333333332474, 6.866666666673378, 54.33333333333236, 20.466666666661894, 31.533333333329626, 18.333333333329783, 6.00000000001179, 64.59999999998519, 3.066666666665455, 54.599999999990104, 38.13333333332871, 37.799999999991364, 3.9333333333234144, 7.800000000039617, 677.4666666665461]",18,3.6319967599239673,17606.831455039533,0.5583461076480132,1.5964814918364985e-05,0.9999999999999996,19,68.20350877191771,3.066666666665455,556.3333333332354,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333332354, 34.93333333332065, 66.66666666665184, 23.733333333331977, 27.733333333326886, 62.73333333331624, 20.466666666661894, 44.53333333332171, 41.13333333332552, 41.59999999999006, 12.20000000000554, 122.99999999998244, 3.066666666665455, 70.93333333331181, 38.13333333332871, 29.800000000000363, 61.999999999991175, 29.066666666629594, 7.800000000039617]","[0, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.968888609,677.4666666665466,-677.4666666665466,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666947,2.066666666665455,307.5333333334313,30.877443609034657,1.2005330063402653e-10,0.0,30.877443609034657,91.26666666689675,56.3877192982446,0.0,1.2005330063402653e-10,0.0,-12.0,0.0,-12.0,5.0,0.29156274418323225,0.6025915162189585,0.5610045045515191,0.6288791529755382,0.612824683229652,,0.7726489838098519,0.38632449190492596,0.7726489838098519,68,1.253417191377254,0.6798218280177061,158,0,0,0.7726489838098519,0.7726489838098519,66,0,0,0.5393725202317801,0.7096241443848684,93,42.96025294773453,0.9337033133522615,96.25,85.2166213748803,0.8925846813674888,5,rbio,241.82962962962964,223.0,175.3184114238723,135,0.5316082375478928,0.8131639761049396,0.3839250408849932,3,4.5
rbio6.8,1,antireflect,4.62522299474312e-22,275.1735685570264,451083.84507892304,0.6590909090909091,39.429406324955806,72,smoothed,1.0160706358066526e-11,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332307, 13.733333333334059, 30.466666666660807, 10.933333333332474, 6.866666666673378, 54.33333333333236, 20.466666666661894, 31.533333333329626, 18.333333333329783, 6.00000000001179, 64.59999999998519, 3.066666666665455, 54.599999999990104, 38.13333333332871, 37.799999999991364, 3.9333333333234144, 7.800000000039617, 677.4666666665468]",18,3.6322338387326774,18613.427703421024,0.514237865525446,1.5964814918364978e-05,0.9999999999999998,19,68.20350877191775,3.066666666665455,556.3333333332362,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333332362, 34.93333333332065, 66.66666666665184, 23.733333333331977, 27.733333333326886, 62.73333333331624, 20.466666666661894, 44.53333333332171, 41.13333333332552, 41.59999999999006, 12.20000000000554, 122.99999999998244, 3.066666666665455, 70.93333333331181, 38.13333333332871, 29.800000000000363, 61.999999999991175, 29.066666666629594, 7.800000000039617]","[0, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.9688886093,677.4666666665468,-677.4666666665468,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666947,2.066666666665455,307.5333333334305,30.877443609034614,1.199396137963049e-10,0.0,30.877443609034614,91.26666666689584,56.387719298244555,0.0,1.199396137963049e-10,0.0,-12.0,0.0,-12.0,5.0,0.2913807593890505,0.602702423517727,0.5786317043760868,0.5369660460021903,0.675369853190894,,0.7726489838098519,0.38632449190492596,0.7726489838098519,67,1.250429879257571,0.678201585372214,160,0,0,0.7726489838098519,0.7726489838098519,79,0,0,0.5370101572951897,0.7065161073330659,105,41.33098111586513,0.9362176217347761,102.75,92.25643213688693,0.8888264034599807,6,rbio,241.82962962962964,223.0,175.3184114238723,135,0.5316082375478928,0.8131639761049396,0.3839250408849932,3,5.25
sym13,1,reflect,1.0100523887740739e-22,281.78145631730865,426883.58036993106,0.6666666666666666,40.23017038416821,72,smoothed,4.7427991318244645e-12,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332832, 13.733333333333292, 30.46666666666369, 10.933333333333366, 6.866666666669506, 54.33333333333185, 20.466666666664246, 31.533333333331534, 18.333333333331012, 6.000000000004546, 64.59999999999064, 3.0666666666657605, 54.59999999999574, 38.133333333330924, 37.799999999992906, 3.9333333333314346, 7.800000000014194, 677.4666666666079]",18,3.79168012638116,16310.713621638228,0.5849808762865536,1.5964814918362444e-05,1.0,19,68.20350877192396,3.0666666666657605,556.3333333332856,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333332856, 34.933333333328136, 66.66666666666147, 23.73333333333232, 27.733333333330208, 62.73333333332578, 20.466666666664246, 44.533333333327704, 41.13333333332952, 41.59999999999546, 12.200000000001499, 122.99999999999133, 3.0666666666657605, 70.9333333333241, 38.133333333330924, 29.79999999999925, 61.999999999995396, 29.066666666652353, 7.800000000014194]","[1, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.9688887513,677.4666666666083,-677.4666666666083,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666806,2.0666666666657605,307.53333333338105,30.877443609028404,5.843503458891064e-11,0.0,30.877443609028404,91.26666666677784,56.38771929824539,0.0,5.843503458891064e-11,0.0,-12.0,0.0,-12.0,5.0,0.3551774757859558,0.6772926290192953,0.5184519209952412,0.5676037483266396,0.5322899998248335,,0.7595590768170859,0.37977953840854295,0.7595590768170859,106,1.2509362597394311,0.678476233356316,159,0,0,0.7595590768170859,0.7595590768170859,103,0,0,0.5301631547903932,0.697507865140862,118,25.826343140289914,0.9601445321909107,121.5,117.97118613027288,0.8863222660954553,7,sym,454.9019607843137,537.0,215.60031749518535,153,1.0,1.0,0.0,6,6.75
sym13,1,antireflect,9.907143304921836e-23,281.8654108679181,426809.2025995439,0.65625,40.23017038416821,72,smoothed,4.528818678098091e-12,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332832, 13.733333333333299, 30.4666666666637, 10.933333333333366, 6.866666666669506, 54.33333333333185, 20.466666666664246, 31.533333333331534, 18.333333333331012, 6.000000000004546, 64.59999999999064, 3.0666666666657605, 54.59999999999574, 38.133333333330924, 37.799999999992906, 3.933333333331433, 7.800000000014208, 677.4666666666083]",18,3.792340882316374,16858.13336089498,0.5658604312250656,1.596481491836245e-05,1.0,19,68.20350877192399,3.0666666666657605,556.333333333286,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.333333333286, 34.93333333332816, 66.66666666666148, 23.733333333332325, 27.733333333330208, 62.73333333332578, 20.466666666664246, 44.533333333327704, 41.13333333332952, 41.59999999999546, 12.200000000001499, 122.99999999999133, 3.0666666666657605, 70.9333333333241, 38.133333333330924, 29.79999999999925, 61.999999999995396, 29.066666666652353, 7.800000000014208]","[0, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.9688887513,677.4666666666083,-677.4666666666083,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666806,2.0666666666657605,307.5333333333807,30.877443609028376,5.843503458891064e-11,0.0,30.877443609028376,91.26666666677738,56.38771929824538,0.0,5.843503458891064e-11,0.0,-12.0,0.0,-12.0,5.0,0.3559880259723035,0.6776017357518563,0.5182669627658963,0.525476907630522,0.5663040950362993,,0.7595590768170859,0.37977953840854295,0.7595590768170859,108,1.248239565908987,0.6770136147309866,172,0,0,0.7595590768170859,0.7595590768170859,104,0,0,0.5287275454313756,0.6956191091793495,120,31.411250638372657,0.9515258477802891,126.0,121.13162118780096,0.8785407016679223,8,sym,454.9019607843137,537.0,215.60031749518535,153,1.0,1.0,0.0,6,7.5
rbio6.8,1,reflect,4.576171074803897e-22,275.21987280136165,450815.91151432524,0.6590909090909091,39.429406324955806,72,smoothed,9.993956279825193e-12,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332304, 13.733333333334059, 30.466666666660807, 10.933333333332474, 6.866666666673378, 54.33333333333236, 20.466666666661894, 31.533333333329626, 18.333333333329783, 6.00000000001179, 64.59999999998519, 3.066666666665455, 54.599999999990104, 38.13333333332871, 37.799999999991364, 3.9333333333234144, 7.800000000039617, 677.4666666665462]",18,3.6360939041588236,17960.281919418714,0.5329387019237402,1.5964814918364978e-05,0.9999999999999996,19,68.20350877191775,3.066666666665455,556.3333333332362,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333332362, 34.93333333332065, 66.66666666665184, 23.733333333331977, 27.733333333326886, 62.73333333331624, 20.466666666661894, 44.53333333332171, 41.13333333332552, 41.59999999999006, 12.20000000000554, 122.99999999998244, 3.066666666665455, 70.93333333331181, 38.13333333332871, 29.800000000000363, 61.999999999991175, 29.066666666629594, 7.800000000039617]","[1, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.968888609,677.4666666665466,-677.4666666665466,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666947,2.066666666665455,307.5333333334305,30.877443609034614,1.2005330063402653e-10,0.0,30.877443609034614,91.26666666689584,56.387719298244555,0.0,1.2005330063402653e-10,0.0,-12.0,0.0,-12.0,5.0,0.29182780977050293,0.6045081919531796,0.5779654230741322,0.5369660460021903,0.6347864374116501,,0.7726489838098519,0.38632449190492596,0.7726489838098519,76,1.235034486741494,0.6698515133009754,179,0,0,0.7726489838098519,0.7726489838098519,70,0,0,0.5292107816423312,0.6962548777249695,119,50.31235766025414,0.9223574727465214,111.0,96.54009344651872,0.8755305882251125,9,rbio,241.82962962962964,223.0,175.3184114238723,135,0.5316082375478928,0.8131639761049396,0.3839250408849932,3,7.5
sym13,1,symmetric,1.0000292873989604e-22,281.82476812646416,449714.2433825003,0.65625,36.533407009996594,72,smoothed,4.659397867534663e-12,,"[6, 11, 13, 19, 22, 26, 29, 33, 36, 39, 42, 44, 48, 51, 54, 57, 63, 65]","[556.1333333332832, 13.733333333333285, 30.466666666663688, 10.933333333333366, 6.866666666669506, 54.33333333333185, 20.466666666664246, 31.533333333331534, 18.333333333331012, 6.000000000004546, 64.59999999999064, 3.0666666666657605, 54.599999999995745, 38.133333333330924, 37.799999999992906, 3.933333333331433, 7.800000000014222, 677.4666666666072]",18,3.6007558675814595,16865.16457923411,0.5765621244260752,1.5964814918362444e-05,1.0,19,68.20350877192395,3.0666666666657605,556.3333333332852,"[6, 11, 14, 16, 21, 25, 28, 32, 35, 37, 39, 42, 44, 48, 51, 53, 55, 61, 64]","[556.3333333332852, 34.93333333332816, 66.66666666666148, 23.73333333333232, 27.733333333330208, 62.73333333332578, 20.466666666664246, 44.533333333327704, 41.13333333332952, 41.59999999999546, 12.200000000001499, 122.99999999999133, 3.0666666666657605, 70.9333333333241, 38.133333333330924, 29.79999999999925, 61.999999999995396, 29.066666666652353, 7.800000000014222]","[1, 9, 13, 15, 19, 22, 26, 26, 26, 26, 38, 26, 43, 46, 50, 52, 54, 57, 63]","[65, 13, 26, 22, 22, 26, 29, 33, 36, 40, 40, 65, 65, 65, 65, 65, 65, 65, 65]",0.05,30,831746.9688887512,677.4666666666081,-677.4666666666081,DWT,uc1.l0063473003,0.0,-12.0,25958322.826666806,2.0666666666657605,307.5333333333815,30.87744360902842,5.854872142663226e-11,0.0,30.87744360902842,91.26666666677829,56.38771929824542,0.0,5.854872142663226e-11,0.0,-12.0,0.0,-12.0,5.0,0.35559563531068916,0.5879767853635285,0.575225860084717,0.525476907630522,0.5667409819676412,,0.7595590768170859,0.37977953840854295,0.7595590768170859,102,1.2318458597498014,0.6681220825533588,180,0,0,0.7595590768170859,0.7595590768170859,102,0,0,0.5222032340714197,0.687035414807008,139,37.178622890042604,0.9426255819598108,130.75,123.61839715178375,0.870425445300893,10,sym,454.9019607843137,537.0,215.60031749518535,153,1.0,1.0,0.0,6,9.0
